 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.99758	0.00153864	0.000177093	0.000450389	5.20762e-05	2.55753e-06	1.35052e-05	1.46732e-06	1.7149e-06	1.23413e-05	0.000170288
n	0.836853	0.118464	0.00696901	0.00334764	0.00193127	0.00106412	0.00835414	0.00118314	0.00149601	0.00151753	0.0188197
a	0.232715	0.650646	0.017407	0.0327377	0.0659038	5.96397e-05	0.000166439	6.91718e-06	1.22568e-05	4.62123e-05	0.000299228
s	0.0752136	0.829872	0.0218429	0.0196961	0.0529559	0.000249149	0.000126134	9.92917e-06	2.90143e-05	5.13385e-06	4.65473e-07
t	0.0125094	0.28585	0.300506	0.042111	0.332334	0.0070502	0.00566442	0.000972683	0.00303338	0.000706747	0.00926256
a	0.0226485	0.426535	0.118929	0.0740588	0.249113	0.0198819	0.0156574	0.0139704	0.00773694	0.00556496	0.0459041
s	0.0153888	0.173905	0.550846	0.142577	0.108369	0.00382139	0.00318469	0.00115608	0.000456324	0.000250254	4.56299e-05
ù	0.00155161	0.0532991	0.704202	0.0448061	0.162176	0.00940646	0.00935066	0.00278864	0.0027944	0.00106331	0.00856117
n	0.0041081	0.0590904	0.881056	0.044037	0.00778246	0.000393903	0.000891693	0.000149085	3.33852e-05	0.000554841	0.00190319
a	0.00333103	0.0321927	0.587669	0.291212	0.0832373	0.00126281	0.000906243	1.95164e-05	1.75593e-05	8.47111e-05	6.64708e-05
n	0.000725775	0.0176527	0.0427365	0.775433	0.130023	0.0219896	0.00914103	0.00161318	0.00016461	0.000452678	6.76133e-05
k	0.00189579	0.0226265	0.214482	0.313581	0.263022	0.0849221	0.0563851	0.0143424	0.00851742	0.00391792	0.0163079
ò	0.000563798	0.0274572	0.223092	0.056818	0.0507488	0.186524	0.0773501	0.100181	0.0102234	0.0386739	0.228368
r	0.00689895	0.0272444	0.624106	0.0188451	0.0048408	0.0160825	0.020439	0.00845398	0.000964408	0.0937319	0.178393
a	0.00240496	0.0130896	0.147451	0.649648	0.121283	0.0382579	0.0214224	0.000995189	0.000828084	0.00318839	0.00143173
a	0.000597067	0.00513172	0.00541562	0.473994	0.180282	0.246103	0.0746064	0.010294	0.000638686	0.00265256	0.000285519
t	0.0014468	0.00215325	0.00441651	0.115678	0.606894	0.164081	0.0909157	0.00454354	0.00426983	0.00112623	0.00447533
s	0.000406723	0.00310682	0.00500501	0.0116904	0.0249423	0.680881	0.0960619	0.102523	0.0153066	0.0266795	0.0333965
ù	0.000297249	0.00360291	0.00436163	0.169257	0.0166234	0.186898	0.104053	0.0722978	0.00857399	0.0302529	0.403782
n	0.00604665	0.0106308	0.0131804	0.0484958	0.105574	0.312124	0.374785	0.0230302	0.000683272	0.0956349	0.00981522
n	0.0023281	0.00816154	0.0119628	0.04843	0.0958082	0.631975	0.177025	0.00888688	0.00148411	0.0121873	0.00175164
i	5.35014e-05	0.000233905	0.00496065	0.00117869	0.000154411	0.0490174	0.0338536	0.049341	0.00345846	0.429502	0.428247
t	8.34108e-05	0.000169307	0.000127022	0.00904751	0.0271288	0.531045	0.304548	0.1003	0.0110535	0.00821299	0.00828433
i	4.83189e-05	0.000322518	0.000674856	0.000498958	0.00275282	0.588476	0.106755	0.125324	0.00949159	0.058265	0.107391
k	3.52376e-05	8.05955e-05	4.30211e-05	0.00165616	0.0114729	0.53051	0.343562	0.0944161	0.00544892	0.00285978	0.00991608
a	0.0002663	0.0016241	0.00247754	0.000606126	0.00324803	0.517876	0.159542	0.215291	0.0185356	0.0352614	0.0452726
è	5.71144e-05	0.000168357	6.91697e-05	0.00141487	0.0113417	0.302969	0.314318	0.310584	0.0189723	0.00655197	0.0335535
c	0.003591	0.00345723	0.00373191	0.000963399	0.00909049	0.114228	0.51143	0.275875	0.0192272	0.0557103	0.00269576
h	0.00178086	0.00631159	0.00913124	0.00105516	0.0032854	0.209996	0.253558	0.346788	0.017124	0.143435	0.00753454
i	0.000897037	0.00148347	0.00262987	0.00287925	0.0101052	0.1018	0.111957	0.260037	0.0547636	0.320931	0.132516
o	0.000124049	0.000183329	0.000247185	0.000212687	0.000675696	0.00670769	0.00815173	0.150307	0.789797	0.0287208	0.014873
l	0.000696374	0.00283431	0.00450262	0.000559481	0.000955202	0.00830024	0.00826089	0.27281	0.28091	0.40428	0.0158921
ù	0.000350699	0.00228153	0.0026757	0.000257939	0.000318747	0.0121521	0.00569981	0.379841	0.357966	0.185597	0.0528603
s	0.000801138	0.000638214	0.00260611	3.38596e-05	8.07433e-05	0.0010307	0.00912468	0.0675825	0.0279339	0.762407	0.127761
t	0.000772468	0.00367628	0.00419878	0.000422273	0.000629555	0.00824855	0.00953831	0.203553	0.333501	0.416202	0.0192578
r	2.05214e-05	7.15636e-05	0.000386236	4.5427e-06	4.92568e-06	0.00287095	0.00213644	0.0866771	0.0280981	0.363828	0.515902
o	0.00010519	0.000183636	0.000505438	0.000256822	0.00109605	0.00908811	0.00635253	0.0216092	0.0165758	0.616897	0.32733
a	0.00011485	0.00016739	0.000199417	0.000154266	0.000275113	0.00095855	0.00103612	0.0244086	0.574841	0.252743	0.145101
n	0.000117571	0.000339004	0.000621771	0.000101804	0.000126282	0.000416119	0.000445597	0.0128536	0.184776	0.73137	0.0688324
a	0.000182775	0.00109609	0.00130319	0.000119919	9.00544e-05	0.0023738	0.00113585	0.0604169	0.334953	0.473016	0.125313
m	6.073e-05	0.000306269	0.000358248	5.49714e-05	7.04977e-05	0.000237984	0.000216277	0.00452689	0.0498619	0.569641	0.374665
m	0.000263139	0.00141704	0.00288336	0.00019585	0.000244698	0.00201464	0.00109367	0.048405	0.278729	0.585585	0.079169
è	0.00100896	0.00752957	0.00698384	0.000943291	0.00100424	0.00609733	0.00306603	0.0534468	0.102271	0.566401	0.251247
n	0.0124429	0.0197969	0.0120688	0.000954086	0.00094142	0.000292998	0.000632761	0.000337623	0.00127703	0.894126	0.0571296
o	0.00176521	0.00468521	0.00608432	0.000581214	0.000189637	0.00256623	0.00220656	0.0091711	0.0705942	0.889237	0.0129195
</S>	7.2279e-05	0.000146275	0.000152746	9.25368e-05	9.96795e-05	0.000199763	0.000175924	0.00286649	0.0729318	0.476	0.447263
