 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.0524926	0.0860999	0.856959	0.00275775	0.000467943	0.000511796	3.01657e-05	0.000541041	3.60933e-06	2.53707e-05	3.26542e-06	2.4482e-05	1.88766e-06	2.48748e-06	1.60999e-06	6.62666e-06	7.07376e-05
ò	0.198193	0.756427	0.0449758	0.000342922	3.18924e-05	5.17542e-06	4.28235e-06	8.6382e-06	1.28449e-06	1.67289e-06	1.92017e-06	4.65282e-06	1.4523e-06	2.28951e-07	2.19357e-07	1.13348e-07	4.62335e-07
p	0.997622	0.000941034	0.00134278	1.38068e-05	1.49093e-05	5.84463e-06	1.40227e-06	3.72484e-05	1.45505e-07	5.54874e-06	5.04402e-07	1.39424e-06	7.47307e-07	7.42476e-08	7.99095e-07	7.87608e-09	1.19422e-05
o	0.463127	0.445152	0.069519	0.00759455	0.00655868	0.00298604	0.00286677	0.00106856	1.98576e-05	0.000655523	0.000110891	5.19808e-05	3.17777e-05	1.9043e-05	2.0124e-06	7.60194e-06	0.000229525
G	0.00214066	0.992222	0.00457565	0.000733439	1.16968e-05	0.00018721	5.90436e-05	1.10092e-05	4.0899e-06	5.87056e-06	4.37669e-05	1.2649e-06	3.15841e-06	4.41575e-07	1.60198e-07	5.86858e-07	1.88606e-08
i	0.0428958	0.907103	0.0285719	0.00782667	0.00214571	0.000677064	0.000290245	0.000289443	0.000385331	0.00101128	0.00180093	0.00026313	0.00219316	0.000571832	0.000600152	0.000344942	0.00302892
o	0.000223254	0.981939	0.00817309	0.00428596	0.000269289	0.00154186	0.00179892	0.000146953	0.000368528	5.09374e-05	0.000514325	0.00025061	0.000221505	0.000166231	1.5978e-05	3.19676e-05	1.96041e-06
v	0.00110335	0.298608	0.634673	0.0383653	0.00575052	0.0041914	0.00132434	0.00217345	0.000493888	0.00274623	0.00331864	0.00159112	0.00260809	0.000733517	0.000160073	0.000710681	0.00144799
à	0.00143746	0.788395	0.186932	0.0141694	0.000891618	0.000919674	0.000421474	0.000275518	0.000401774	0.000487824	0.00171503	0.000222383	0.00101236	0.000187376	0.000120086	0.000210065	0.0022011
n	0.00469499	0.0189928	0.685696	0.0220873	0.0880862	0.0126474	0.0024636	0.160463	1.47458e-05	0.00375111	4.66101e-05	0.000794807	5.06915e-05	8.93002e-06	4.93887e-05	6.63092e-06	0.000145552
n	0.00169494	0.0767635	0.873446	0.0208694	0.0157337	0.0051673	0.0030416	0.00181508	2.86916e-05	0.00105657	0.000140595	6.70996e-05	3.50254e-05	1.57464e-05	1.77543e-06	1.33244e-05	0.000109947
i	0.000446423	0.00427547	0.0508776	0.0557199	0.791226	0.0118723	0.0125321	0.0532203	0.000904507	0.0136404	0.000770785	0.00160089	0.000460208	6.84132e-05	5.36989e-05	1.81558e-05	0.00231327
j	1.79169e-05	0.0976002	0.354026	0.371679	0.00485238	0.082154	0.0585025	0.00129105	0.0151134	0.000584844	0.00677828	0.00221553	0.00249466	0.00143822	0.000161248	0.00105727	3.36552e-05
ù	0.000601457	0.0193707	0.727596	0.208759	0.00864173	0.00610564	0.00296634	0.000690855	0.00150188	0.00230309	0.00422497	0.000560955	0.00475478	0.00100557	0.0013369	0.000879923	0.00869979
r	9.6873e-05	0.000212607	0.422537	0.107638	0.372027	0.0247392	0.0121296	0.0574575	1.08541e-05	0.00264409	2.8865e-05	0.000148793	1.72226e-05	5.37248e-06	1.24063e-05	8.25859e-07	0.000292875
i	0.000320361	0.00727785	0.799662	0.114789	0.0401949	0.0112115	0.00427851	0.0065892	0.000573046	0.00908805	0.00225774	0.000911435	0.000667894	0.000126015	1.96731e-05	9.64323e-05	0.00193605
s	2.99681e-06	0.00381738	0.0165067	0.729967	0.0436785	0.127935	0.0670259	0.00161801	0.00535803	0.000417652	0.00206809	0.000775627	0.000394118	0.000299655	2.17186e-05	0.000105628	7.78477e-06
e	9.97807e-05	0.000594888	0.122239	0.630817	0.121467	0.0427962	0.0129134	0.00661598	0.00844612	0.0145801	0.00647704	0.00334658	0.00963934	0.00243074	0.00380286	0.00177375	0.0119593
o	1.37594e-06	0.00051805	0.00643994	0.728938	0.05162	0.11158	0.0819144	0.00136616	0.00862201	0.000262318	0.00190059	0.00241935	0.00133456	0.00205827	0.000340146	0.000253292	0.000431833
v	9.629e-05	0.000317452	0.00594441	0.638716	0.150178	0.153097	0.0265448	0.00352439	0.00257488	0.00420994	0.00546665	0.00132684	0.00424146	0.000770822	0.000350957	0.000596905	0.00204284
r	0.000360141	0.000744755	0.00447438	0.664776	0.177761	0.0666265	0.0226811	0.00201957	0.0114307	0.00379978	0.0118508	0.00132706	0.0148255	0.00311592	0.00429553	0.00425117	0.0056597
à	4.24492e-05	0.00785228	0.0028168	0.0368717	0.0536161	0.0599169	0.176859	0.00772859	0.114309	0.00305477	0.00677765	0.0123655	0.00740523	0.0536829	0.00950853	0.151306	0.295887
i	9.80657e-05	4.5765e-05	0.000677815	0.0355974	0.72491	0.118876	0.0287191	0.0656298	0.00095226	0.0203843	0.00132853	0.00203165	0.000386107	0.000104886	2.0341e-05	0.00013031	0.000108359
è	0.000477395	0.00126137	0.00292218	0.0387708	0.056926	0.592694	0.245058	0.0327841	0.0094809	0.00838891	0.00792014	0.000763138	0.00129878	0.000154908	2.78986e-05	9.64222e-05	0.000974688
s	6.47613e-05	1.95058e-05	0.000186565	0.00424927	0.180919	0.401326	0.078418	0.307605	0.000763482	0.0246506	0.000855012	0.000762786	0.000114325	1.08788e-05	4.55341e-06	2.06547e-05	2.9735e-05
s	0.000646367	0.000318215	0.00326418	0.0328625	0.262471	0.326197	0.103615	0.100472	0.0112205	0.123872	0.0212785	0.0041407	0.00747635	0.000681614	0.000166878	0.000581303	0.000737316
u	0.000131999	7.18772e-05	0.000737323	0.0225511	0.727772	0.00855608	0.0173089	0.0845236	0.0103248	0.0184112	0.00852466	0.0150658	0.0104113	0.0022432	0.0017083	0.00339117	0.0682666
ì	4.39896e-06	0.000145729	0.000158115	0.00515099	0.00385207	0.181442	0.311039	0.122839	0.227863	0.00960518	0.058324	0.0325744	0.0277461	0.0103684	0.00402233	0.00243144	0.00243331
b	0.000279885	0.0001103	0.000509883	0.00128298	0.0166626	0.174208	0.0842377	0.529545	0.0090885	0.167534	0.0107909	0.00422366	0.00107536	6.2498e-05	1.74014e-05	0.000116519	0.000253657
