 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.99943	0.000254709	0.000245466	4.2345e-06	8.13446e-07	6.73401e-06	6.24199e-07	1.34504e-06	1.2971e-06	9.41238e-06	7.71483e-06	4.75062e-06	1.6506e-07	3.26874e-05
à	0.60152	0.262288	0.127875	0.00286404	6.36283e-05	0.00289382	0.00013358	0.000875828	0.000669946	0.000413646	0.000235629	6.60388e-05	7.48132e-05	2.5367e-05
b	0.000605765	0.000177108	0.999152	1.3374e-05	4.16359e-08	1.86013e-05	9.50884e-08	2.39349e-06	1.04742e-06	1.2212e-06	1.36996e-06	2.59176e-06	5.31155e-06	1.928e-05
b	0.00570272	0.0132427	0.968285	0.00610508	0.000107901	0.00377437	0.000121098	0.000595184	0.000420962	9.3531e-05	0.000110406	3.25348e-05	0.00113129	0.000276936
e	0.00591757	0.00608837	0.855877	0.0090982	0.00213651	0.0737963	0.000905965	0.0394731	0.00240245	0.00084198	9.33067e-05	0.000253453	0.00178323	0.0013328
t	0.138967	0.216885	0.188429	0.361019	0.01471	0.0166741	0.0054422	0.0215543	0.0233312	0.00866737	0.00396319	0.000279286	4.36903e-06	7.37569e-05
o	0.025048	0.765255	0.0787984	0.0307155	0.035592	0.024483	0.00621656	0.0145855	0.00286059	0.00465541	0.0028764	0.00219813	0.000415186	0.00630006
à	0.0323387	0.0822257	0.0175842	0.649888	0.0564023	0.0383075	0.0108779	0.0397667	0.0235676	0.0407259	0.00685175	0.000692276	0.000200596	0.000571144
t	0.0105543	0.0186714	0.134359	0.765884	0.00947754	0.0375266	0.00408065	0.00520173	0.0091306	0.00302831	0.00103392	8.8264e-05	0.000813589	0.00015053
t	0.0072664	0.00566219	0.0248626	0.774164	0.00477642	0.142885	0.00330588	0.0217805	0.0122467	0.000379228	0.000230011	0.000141206	0.00210846	0.000190806
o	0.000975449	0.011972	0.00308437	0.0132674	0.042922	0.600045	0.0207937	0.192085	0.0046196	0.00437673	0.000380725	0.00166937	0.034738	0.0690709
k	0.00379786	0.011506	0.000297352	0.256982	0.123235	0.296753	0.0557582	0.0874194	0.107385	0.0483058	0.00782066	0.00058585	4.9641e-05	0.000104337
o	0.000655274	0.00913422	0.00206399	0.135312	0.245327	0.291204	0.0344078	0.133795	0.0187825	0.0532978	0.027602	0.0162152	0.000953916	0.0312492
r	0.00027603	0.0019607	2.26221e-05	0.0485231	0.476506	0.206179	0.0460321	0.0607071	0.0496107	0.0923058	0.0120265	0.000675798	0.000575611	0.00459924
à	0.000264128	0.00304134	0.000528228	0.0110545	0.12606	0.45377	0.0480001	0.187992	0.0255467	0.0838449	0.0212855	0.0144515	0.0003361	0.0238247
s	4.37333e-05	1.6303e-05	0.00516091	0.000990834	0.00287254	0.923554	0.00305565	0.0358114	0.0079001	0.00274186	0.000313821	0.000569208	0.00852804	0.00844168
i	0.000566772	0.00191824	0.0020994	0.0113654	0.0293811	0.618962	0.0891487	0.122574	0.0684468	0.0218118	0.019565	0.00279682	0.00954595	0.00181763
k	9.68592e-05	0.000172227	3.73556e-06	0.00185098	0.0516614	0.104862	0.330193	0.213084	0.262786	0.0299292	0.00486056	0.000112211	0.000206769	0.000181257
o	0.000263939	0.00077618	0.000585326	0.000989766	0.0512738	0.192557	0.0689933	0.483439	0.0330093	0.089044	0.0247709	0.0312366	0.000648811	0.0224119
r	4.70558e-05	0.000113335	4.1059e-06	0.000364915	0.0698321	0.0267911	0.302379	0.231658	0.216361	0.128678	0.0176889	0.000616689	0.000693512	0.00477202
à	9.26891e-05	0.000430296	0.000190919	0.000563734	0.0516891	0.0860583	0.107834	0.471513	0.0632511	0.107943	0.0334942	0.0245272	0.00121715	0.0511953
s	4.6782e-05	1.2178e-05	0.00560581	0.000126345	0.0019628	0.2385	0.0375598	0.50334	0.0821486	0.0133303	0.00213668	0.00270956	0.081831	0.0306907
i	0.000199337	0.000378711	0.000785788	0.000790306	0.0139959	0.0504311	0.140475	0.503125	0.164651	0.0448288	0.0393333	0.011428	0.0239054	0.0056734
s	2.53419e-05	1.85138e-05	1.35041e-06	6.23217e-05	0.00273655	0.00074031	0.0857614	0.0775984	0.698818	0.106871	0.0263125	0.000421456	0.00043636	0.000196627
i	0.00012159	0.000291429	0.000198033	0.000406868	0.00720391	0.0177799	0.0752938	0.373019	0.10465	0.137696	0.0790408	0.0996079	0.00598995	0.0987001
e	1.96876e-05	3.65585e-05	1.94661e-06	5.196e-05	0.00291105	0.000385357	0.0570839	0.0543205	0.392308	0.377187	0.107483	0.0032995	0.00110605	0.00380575
e	4.7916e-05	0.000145475	0.000165493	0.000121471	0.000900059	0.00166189	0.00615926	0.0350597	0.0695136	0.59768	0.223568	0.053085	0.00109219	0.0107992
e	0.000144232	0.00034551	0.000142589	0.000296474	0.00179574	0.00143938	0.00902624	0.0326262	0.137403	0.533506	0.218335	0.0588787	0.00221689	0.00384385
e	8.50892e-05	0.00021626	0.000318192	0.000171598	0.00073909	0.00232164	0.00284085	0.0309772	0.0371049	0.571122	0.242666	0.0951905	0.0059465	0.0102998
e	9.98224e-05	0.00027377	0.0002144	0.000210104	0.000889927	0.00167293	0.00230045	0.0197141	0.0318626	0.492002	0.283161	0.151789	0.00548278	0.0103275
t	0.000126914	0.00035036	0.000305051	0.000268635	0.000933798	0.00217545	0.00178333	0.016626	0.0206464	0.387725	0.293788	0.241724	0.0140326	0.0195145
è	0.000337814	0.000605659	0.000131765	0.000742829	0.00162557	0.00260337	0.00360307	0.0195271	0.0253317	0.0856614	0.138186	0.512403	0.0144246	0.194816
l	4.80389e-06	1.4076e-06	0.00603034	5.80484e-06	6.70132e-06	0.000758685	7.91883e-05	0.000831831	0.000888204	0.0090639	0.00682801	0.0828636	0.834677	0.057961
i	0.00023117	0.000398	0.00163379	0.000441014	0.000724118	0.00362481	0.00344594	0.00608492	0.0154266	0.108851	0.319746	0.300421	0.222305	0.016667
à	0.000128846	0.000213853	1.64704e-05	0.000218503	0.00116352	0.000242489	0.00308654	0.000981963	0.0137445	0.0679004	0.188377	0.272315	0.19311	0.2585
s	6.52229e-05	9.95243e-05	0.000912917	8.35593e-05	0.000125014	0.000496071	0.000350474	0.000377131	0.000996138	0.0178546	0.0825707	0.174489	0.715337	0.00624254
p	0.000492188	0.000418109	0.00208415	0.00101949	0.00103609	0.00795849	0.00473374	0.0150422	0.0275796	0.0551599	0.118317	0.365526	0.385415	0.0152187
r	5.2122e-05	9.4778e-05	7.17666e-05	0.000109934	0.000596625	0.000661352	0.00126673	0.00130099	0.00111743	0.00097478	0.00150036	0.0136041	0.182836	0.795813
o	0.000258404	0.000727441	0.000158003	0.000421261	0.0121927	0.00190599	0.0174743	0.00355087	0.00920553	0.00834831	0.00727566	0.00789256	0.134146	0.796443
</S>	0.000103114	0.000229182	4.1868e-05	0.000166186	0.000679657	0.000246317	0.000907295	0.000313092	0.00127663	0.00832701	0.0352182	0.0805033	0.0248144	0.847174
