 	questo	muro	vuole	uno	specchio	</S>
c	0.970184	0.0119866	0.0164395	0.000256966	0.000327774	0.00080516
ì	0.961421	0.0247703	0.0103995	0.00216886	0.000702889	0.000537647
t	0.980942	0.0171024	0.000894181	0.000863492	4.3437e-05	0.000154804
t	0.568068	0.398787	0.0316036	0.000773345	0.000647946	0.000120072
o	0.868872	0.0903385	0.0023072	0.000475065	0.0347846	0.0032223
t	0.910957	0.056707	0.0310638	0.000119018	0.00109556	5.78785e-05
ì	0.0101791	0.91886	0.00480233	0.0278694	0.0284011	0.00988765
c	0.0596907	0.853823	0.00766894	0.007394	0.00411284	0.0673104
h	0.0295449	0.642515	0.31388	0.00644046	0.00718402	0.000435255
o	0.179928	0.0686168	0.489967	0.004724	0.0366856	0.220078
t	0.000928785	0.000569679	0.990938	0.00400267	0.00314687	0.000413561
è	0.00144497	0.0224907	0.228954	0.333896	0.205308	0.207906
l	0.00206327	0.0031999	0.520624	0.19427	0.0108176	0.269025
i	0.000483269	0.00134701	0.962298	0.0236246	0.0116293	0.000617504
è	0.000800616	0.000122714	0.624783	0.0447561	0.275767	0.0537704
n	0.00237901	0.00169141	0.031162	0.474777	0.487071	0.00291982
a	0.014599	0.0160472	0.105233	0.376551	0.475703	0.0118665
n	0.000251978	4.01243e-05	0.0105565	0.0108667	0.732966	0.245319
j	0.0024644	0.00771284	0.00196995	0.200947	0.62377	0.163136
a	0.000538044	0.000703774	0.00357068	0.0639866	0.0707245	0.860476
l	0.000175353	0.000153925	0.000834702	0.00849077	0.434749	0.555597
ì	0.000232439	0.000482333	0.000236317	0.00781445	0.943888	0.0473469
</S>	0.00335356	0.00101873	0.00202135	0.0123347	0.130551	0.850721
