 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.810895	0.0737266	0.00437836	0.00291354	0.00159105	0.00456741	0.001836	0.100093
s	0.716528	0.196193	0.0336415	0.018859	0.00447798	0.0288206	0.000782278	0.000697267
ò	0.97876	0.00410677	0.00198336	0.0053685	0.00655655	0.000815943	0.000501133	0.00190735
z	0.864807	0.121706	0.0051033	0.000988505	0.0047072	0.000463527	0.000279215	0.00194481
i	0.359585	0.513804	0.0933094	0.0257756	0.00227127	0.00185911	0.00196712	0.00142877
m	0.000578024	0.498011	0.47794	0.0213269	0.000201559	0.00187022	4.15272e-05	3.06966e-05
i	0.0719337	0.0185666	0.460192	0.157423	0.149472	0.0690055	0.0213973	0.0520093
m	3.88815e-05	0.0281015	0.894527	0.0686747	0.000668858	0.00539724	0.000192275	0.00239987
i	0.0161377	0.0126077	0.565885	0.236033	0.0846731	0.026035	0.00864451	0.0499847
l	3.01925e-05	0.00612098	0.763813	0.205834	0.00185166	0.0102231	0.00077445	0.0113527
ì	0.00118019	0.00338111	0.378837	0.500751	0.0758814	0.0147891	0.0021306	0.0230496
s	0.0244212	0.0087293	0.545448	0.137118	0.171144	0.0294081	0.0108032	0.0729285
i	0.00758156	0.00519183	0.0999096	0.614813	0.19673	0.035416	0.0363686	0.00398874
a	1.69027e-05	0.00305829	0.119835	0.755892	0.0640218	0.0542862	0.000507471	0.00238183
t	0.000635522	0.00165177	0.00896884	0.402619	0.557686	0.0227926	0.00106479	0.00458182
s	0.00053244	0.000223719	0.00562674	0.155138	0.734685	0.0726256	0.00293914	0.0282293
è	0.000237557	0.00267659	0.130003	0.0889805	0.037537	0.0722368	0.0931019	0.575227
t	0.00859111	0.00437351	0.00809764	0.029114	0.688367	0.160354	0.0785419	0.0225611
ù	0.00345751	0.00035689	0.00194035	0.0365039	0.843602	0.0669666	0.0461122	0.00106095
o	0.00356813	0.000550284	0.00086859	0.00193707	0.506893	0.184814	0.0279369	0.273432
m	0.00241523	0.0041935	0.00179283	0.0176322	0.17356	0.724113	0.0503681	0.0259249
e	0.00795561	0.00043127	0.00546628	0.00628945	0.287288	0.328043	0.134743	0.229783
t	1.93082e-05	0.000450316	0.00139914	0.00167555	0.00277228	0.785029	0.08722	0.121434
i	0.00204243	0.000819972	0.00370276	0.0037566	0.0182176	0.268451	0.135771	0.567238
n	2.82571e-05	0.000571042	0.00203407	0.00146599	0.00132513	0.453386	0.202869	0.338321
A	0.00177468	0.000733256	0.00617415	0.00380958	0.016497	0.206139	0.256519	0.508353
n	0.00915615	0.000534734	0.000932613	0.000148439	0.00779991	0.157172	0.657171	0.167084
n	0.00235217	0.00037699	0.000472971	0.000454393	0.00160604	0.0230254	0.966957	0.00475512
a	0.00166096	5.88105e-06	0.00014895	0.000108425	0.0113931	0.0229739	0.699173	0.264536
</S>	1.12252e-05	0.000307597	0.000810682	0.000604948	0.000279873	0.0476087	0.0573679	0.893009
