 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.822786	0.176821	0.000159034	0.000130701	2.02231e-05	7.07239e-06	2.12098e-05	5.46116e-05
A	0.995712	0.00319766	0.000763696	0.000196012	0.000108323	2.13313e-05	6.72128e-07	4.72219e-07
n	0.896339	0.0987137	0.00462546	0.000262155	4.1106e-05	2.0848e-06	7.82099e-07	1.52506e-05
n	0.991897	0.00508522	0.0025057	0.000467718	3.37143e-05	4.00119e-06	4.9717e-06	2.0334e-06
a	0.777872	0.0753371	0.0965509	0.0411711	0.00752221	0.000128004	0.000960784	0.00045791
à	0.0346789	0.500066	0.439626	0.0191767	0.00388923	0.00253237	2.82909e-05	1.74567e-06
r	0.0177477	0.806666	0.166977	0.0078894	0.000541181	7.95918e-05	8.85941e-05	1.01102e-05
t	0.0448546	0.758489	0.175798	0.0189374	0.00169884	0.000143866	7.199e-05	6.70879e-06
e	0.234268	0.218599	0.119105	0.0763859	0.0280863	0.00196767	0.115901	0.205687
n	0.000646653	0.0818136	0.840762	0.0561433	0.0143091	0.00616464	0.000151214	8.89155e-06
a	0.00457992	0.294989	0.544843	0.133579	0.0117033	0.00480575	0.00131968	0.00418073
s	9.10866e-05	0.0133232	0.855589	0.101697	0.00940891	0.0167592	0.000744757	0.0023864
t	0.00249971	0.0766405	0.505145	0.34362	0.0353329	0.0138351	0.00837298	0.0145538
è	0.000879207	0.0530838	0.152287	0.107008	0.0960252	0.111197	0.0595886	0.41993
i	0.0112477	0.0588449	0.508727	0.324002	0.0722537	0.00251988	0.0117406	0.0106636
i	0.000273175	0.00233187	0.0113393	0.97298	0.0121543	0.000615149	0.000228839	7.75095e-05
t	0.000143295	0.000340698	0.00714519	0.920391	0.0639749	0.0061721	0.0016586	0.000174472
t	0.00117973	0.00216228	0.00803914	0.788028	0.0995786	0.0273378	0.032298	0.0413767
u	0.000101489	0.00171033	0.0265196	0.0302761	0.0501318	0.172639	0.0573013	0.661321
m	9.39983e-05	0.000446736	0.0047817	0.288996	0.451849	0.100446	0.0313266	0.12206
b	0.00324842	0.00227532	0.00849287	0.816696	0.121544	0.0174602	0.0199261	0.0103577
r	0.00018974	0.000358208	0.00629408	0.00847815	0.0101141	0.0273868	0.0466895	0.90049
ò	0.00010863	0.000442891	0.00166753	0.0113955	0.0098222	0.0130868	0.197285	0.766192
s	0.00455839	0.00358373	0.00445526	0.0345202	0.615067	0.0673099	0.245606	0.0248992
e	0.0378064	0.0150579	0.0149589	0.108733	0.628946	0.0968315	0.0925689	0.00509787
m	2.2636e-05	6.60656e-05	0.000661294	0.00466045	0.167331	0.670225	0.0651644	0.0918695
è	0.0486401	0.0185341	0.0258501	0.0445445	0.134363	0.223915	0.218546	0.285607
n	0.00938661	0.00253882	0.00436804	0.00943612	0.462876	0.0292824	0.262606	0.219505
a	0.00774923	0.00251649	0.00326869	0.00918168	0.218573	0.399668	0.330599	0.0284449
s	1.95035e-05	4.95074e-05	0.000316531	0.000475548	0.0259962	0.574372	0.317819	0.0809516
t	0.00183359	0.00095579	0.0014087	0.00184921	0.0184535	0.129025	0.233874	0.6126
e	0.000132208	0.000383669	0.000949743	0.00101871	0.0157519	0.0572764	0.0601726	0.864315
p	1.8067e-05	4.60814e-05	0.000254817	0.00022244	0.00466824	0.17668	0.229559	0.588551
l	0.000589252	0.000490331	0.000367583	0.000516818	0.00386897	0.0309655	0.255336	0.707865
ò	5.38994e-05	0.000100611	0.000366592	0.000368653	0.00572004	0.0296001	0.0175907	0.946199
n	0.00543669	0.00109208	0.00198549	0.00120712	0.0120829	0.0528169	0.623054	0.302325
n	0.0111601	0.00303656	0.00314466	0.00254251	0.0140582	0.0948882	0.833796	0.0373736
i	0.00259042	0.000688861	0.000466505	0.000721894	0.00578563	0.0021072	0.158836	0.828803
</S>	1.81479e-05	6.70169e-05	0.000235998	0.000177745	0.00149601	0.0505194	0.0745519	0.872934
