 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.362669	0.0243543	0.606918	0.00428322	9.33529e-05	5.56062e-05	4.89316e-05	5.2618e-06	1.90446e-05	1.30839e-05	1.79156e-05	0.000333083	0.00118935
n	0.760246	0.206107	0.0220831	0.0029319	0.00145692	0.00193417	0.00445947	1.80334e-05	2.71761e-05	5.3506e-05	2.66364e-05	0.000633603	2.22805e-05
ì	0.00846553	0.561462	0.331566	0.0224978	0.0262445	0.0237094	0.011909	0.000316013	0.00204819	0.00287444	0.000541739	0.00184033	0.00652482
c	0.00209258	0.988949	0.00238892	0.00442347	0.000623922	0.000755136	3.85512e-05	1.96861e-06	0.000498633	8.3579e-05	1.929e-05	4.50389e-06	0.000120288
h	0.0762659	0.802784	0.0893948	0.0220466	0.00310175	0.00147158	0.00427546	4.69425e-06	9.92976e-06	6.00457e-06	2.682e-06	0.000456897	0.000179529
a	0.00425421	0.796201	0.0241765	0.163711	0.00702065	0.00304833	0.000735201	9.97513e-05	0.000373858	0.000185414	5.70027e-05	6.37908e-05	7.41099e-05
n	0.00815828	0.0431521	0.664511	0.228879	0.033521	0.00726494	0.0138	0.000195352	5.43248e-06	1.43786e-05	1.83702e-05	0.000157233	0.000322428
d	0.000613812	0.195747	0.343144	0.317558	0.0733094	0.0293676	0.0121097	0.00427657	0.00740682	0.00289285	0.0031916	0.00236504	0.00801711
ì	0.0070366	0.0462575	0.0296132	0.23359	0.20669	0.183531	0.105412	0.0872309	0.00451662	0.00723916	0.0129477	0.0470224	0.0289124
s	0.00237146	0.11834	0.133771	0.660566	0.0468671	0.0170039	0.0203547	0.000133844	7.05811e-05	2.54761e-05	1.98691e-05	0.00040664	6.89409e-05
o	0.00104946	0.0249885	0.680481	0.221143	0.0321976	0.00959415	0.029984	0.000111386	1.20112e-05	6.62316e-06	3.82069e-06	0.00029464	0.000133213
n	0.000478867	0.00645277	0.00717555	0.243616	0.598281	0.0949789	0.0457601	0.00265551	4.29972e-06	1.81852e-05	4.71188e-05	0.000512522	1.96681e-05
t	0.000265103	0.00833775	0.0240893	0.252316	0.529162	0.11665	0.0413764	0.0108438	0.00691111	0.00163341	0.00172777	0.00133115	0.00535637
a	0.000478541	0.0236738	0.109516	0.210069	0.200013	0.0979595	0.071229	0.130759	0.0042804	0.00514975	0.00999348	0.0539794	0.0828993
i	0.00020899	0.00175991	0.00274871	0.128417	0.65581	0.140844	0.0462367	0.0181599	0.000111079	0.00040055	0.0009868	0.00218491	0.00213176
k	0.000256219	0.000814992	0.000450359	0.00865274	0.32459	0.577744	0.0816167	0.00397892	0.000163014	0.000183867	0.000231266	0.000491634	0.000826294
i	0.000247072	0.00210442	0.00146433	0.0201956	0.458056	0.443581	0.0400533	0.0140118	0.00364013	0.0027964	0.00269423	0.00561611	0.00554033
a	0.000230447	0.000412038	9.10554e-05	0.00449918	0.126057	0.632773	0.180241	0.0423625	0.000284296	0.000600776	0.00126486	0.00325594	0.00792807
t	0.000367301	0.00104492	0.000116171	0.0015745	0.0246867	0.689634	0.26384	0.0114993	0.00110262	0.000940091	0.00102938	0.00222366	0.00194111
è	0.000100891	0.0014656	0.0003412	0.00419877	0.0646531	0.732458	0.0554537	0.0537703	0.0273388	0.0172747	0.013137	0.0199782	0.0098296
r	0.000120739	0.010871	0.00193615	0.014954	0.0400596	0.731393	0.0458939	0.000426333	0.0467856	0.0105264	0.000359075	0.0118586	0.0848161
a	0.00110238	0.00656301	0.00227569	0.00448887	0.032024	0.533103	0.389786	0.00837441	0.00328266	0.00144869	0.000509962	0.0141861	0.0028557
m	0.000204542	0.000180423	7.19192e-05	0.000686023	0.00579678	0.105288	0.690912	0.183831	0.000899125	0.00125937	0.000939511	0.00466063	0.00527064
u	0.000710952	0.00899771	0.000484487	0.0042812	0.00958591	0.136839	0.128671	0.184913	0.318559	0.0751641	0.0488235	0.0496846	0.0332842
t	0.000180706	0.000105032	2.27795e-05	0.000193584	0.000703586	0.0227536	0.447794	0.485253	0.00580925	0.00229649	0.00233678	0.0044634	0.0280874
i	6.36445e-05	0.000919993	0.000234043	0.000920227	0.00192098	0.0199677	0.0368404	0.410719	0.329174	0.0710875	0.0281982	0.0331699	0.066784
n	0.000178567	0.000175665	3.31707e-05	0.000237006	0.000508361	0.00965462	0.237101	0.636561	0.0404378	0.011718	0.00531024	0.0103525	0.0477314
ì	0.000186525	0.00195057	0.0003309	0.00149638	0.00171772	0.00709387	0.0293337	0.218447	0.535128	0.0849176	0.0310931	0.0518809	0.0364238
c	0.000207428	0.0114841	0.00219407	0.00452271	0.00251487	0.0258689	0.0519872	0.00377557	0.444974	0.0825747	0.00135568	0.111687	0.256854
h	0.0017923	0.0241476	0.00364079	0.00490054	0.00458842	0.0159384	0.0761773	0.0950377	0.534635	0.118623	0.0141363	0.0890858	0.0172971
a	0.000655774	0.00242557	0.00258738	0.00401706	0.00350766	0.0199798	0.185685	0.0524002	0.0722209	0.0616224	0.00568864	0.415307	0.173902
p	0.000275794	0.000361284	0.000483636	0.000400287	0.000368037	0.000827088	0.0167051	0.189563	0.287758	0.379739	0.0619352	0.0219644	0.0396188
à	4.36076e-05	0.00061276	0.000124188	0.000425448	0.000445028	0.000757758	0.00110453	0.103639	0.659346	0.146875	0.0274592	0.0276084	0.03156
r	3.835e-05	0.0034454	0.000598294	0.000824067	0.000197767	0.000489587	0.000759838	0.000575352	0.606711	0.222926	0.001659	0.0541194	0.107656
o	0.000275956	0.00287973	0.000464691	0.000932802	0.000699055	0.00126488	0.00636125	0.0432753	0.378346	0.345766	0.0508552	0.15226	0.0166197
n	0.00020167	0.000195044	0.000102255	0.000247842	0.000199519	0.000444656	0.0115196	0.0880932	0.0186672	0.251961	0.150945	0.392409	0.0850142
t	5.63846e-05	0.000689982	7.5915e-05	0.000263404	0.000243832	0.000367539	0.000326962	0.0323937	0.534283	0.285374	0.0563128	0.0367807	0.0528322
a	9.32561e-05	0.0008415	0.000430409	0.00109028	0.00093426	0.00106801	0.00295655	0.160901	0.183138	0.120412	0.0739302	0.140453	0.313751
s	0.000100353	0.000145051	6.34466e-05	0.000169272	0.000114445	0.000166565	0.00173723	0.0702381	0.0797968	0.290615	0.141966	0.148144	0.266744
i	2.07468e-05	0.000257285	9.98859e-05	0.000220127	0.000164948	0.000138783	0.0002172	0.0187432	0.293958	0.417603	0.0717972	0.0698279	0.126952
n	0.000141558	0.000187878	7.42378e-05	0.000232044	0.000141383	0.000168668	0.00176424	0.0544533	0.0290627	0.215666	0.212071	0.192553	0.293485
a	5.58176e-05	0.000738319	0.000202014	0.000541593	0.000413126	0.000315206	0.000217619	0.023781	0.189653	0.427552	0.155199	0.105651	0.0956812
g	0.000190419	0.000208163	6.95473e-05	0.000248587	0.000146613	0.000162451	0.00162549	0.0563423	0.0238316	0.175504	0.216124	0.172724	0.352823
l	0.000110209	0.001404	0.000534975	0.00118209	0.000810526	0.000492001	0.000283313	0.0228548	0.103678	0.331862	0.222412	0.197245	0.117132
i	0.000319274	0.000638376	0.00043582	0.000947148	0.000551598	0.000458958	0.00607374	0.110714	0.059798	0.0632752	0.0376414	0.0974657	0.621681
s	5.27477e-05	0.000126306	6.45727e-05	0.000128221	7.57358e-05	7.45134e-05	0.00024034	0.00678943	0.00850118	0.0839605	0.178561	0.209199	0.512227
ì	6.3208e-05	0.000312816	0.00046244	0.000411665	0.000230825	0.000162546	0.000478545	0.0192788	0.0509313	0.271723	0.177649	0.356614	0.121682
a	9.82731e-05	0.00266746	0.00047862	0.000789599	0.000335001	0.000275864	0.000175361	0.000400174	0.0129137	0.14572	0.0240319	0.643901	0.168213
</S>	0.000425388	0.000824536	0.00142575	0.00102641	0.000571773	0.000406912	0.000773779	0.00661989	0.00156593	0.0400087	0.200989	0.479371	0.265991
