 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.996963	0.000103481	0.00286078	2.52415e-05	9.63352e-07	1.91671e-06	1.93939e-06	1.31011e-06	4.18352e-05
a	0.104997	0.0834468	0.738385	0.0455215	0.0138163	0.00691868	0.00247141	0.000588871	0.00385435
n	0.333662	0.652924	0.00960533	0.00122343	0.00214423	0.000121284	0.000302165	1.59221e-05	1.86353e-06
o	0.055936	0.79725	0.0721812	0.032747	0.017583	0.00401216	0.0059877	0.00215785	0.0121449
n	0.0884135	0.898426	0.00379399	0.00192266	0.00391145	0.000700151	0.00251567	8.47501e-05	0.00023219
ì	0.0645636	0.618268	0.157418	0.0900469	0.0275567	0.0102787	0.0200643	0.000324705	0.0114789
s	0.266064	0.256854	0.278966	0.165803	0.00593917	0.013541	0.00265817	0.00411377	0.00606044
o	0.208015	0.163228	0.56967	0.0491205	0.00569979	0.00184392	0.0001978	0.00205118	0.00017375
n	0.179954	0.425996	0.333172	0.0375547	0.0157737	0.0043305	0.00302347	4.69224e-05	0.000149435
t	0.00580212	0.135875	0.481633	0.310916	0.0355789	0.0146426	0.0106427	0.000157324	0.00475177
a	0.0350287	0.132205	0.140379	0.197164	0.195118	0.0414045	0.0555904	0.0226054	0.180505
t	0.0424428	0.488571	0.294317	0.0717082	0.0447836	0.011832	0.0233028	0.0016736	0.0213693
e	0.00219342	0.0638319	0.424582	0.362735	0.0601928	0.0388637	0.0136866	0.000356042	0.0335586
s	0.0136581	0.178915	0.566648	0.128375	0.0597098	0.0123182	0.0171063	0.00565982	0.0176097
m	0.00437117	0.0912547	0.414412	0.325564	0.0590425	0.0326389	0.0250834	0.00140093	0.046232
à	0.038851	0.310854	0.251603	0.130504	0.0802668	0.0394636	0.0383099	0.0541801	0.0559671
n	0.00218578	0.00995873	0.300522	0.521039	0.0591485	0.0655919	0.0161938	0.00793133	0.0174297
t	0.00297369	0.0294967	0.454372	0.35196	0.108597	0.0384777	0.00341619	0.0104661	0.000241694
e	0.000401388	0.0103841	0.0676932	0.19836	0.0722879	0.396265	0.014339	0.178876	0.0613935
ì	0.00205889	0.0219376	0.0683532	0.21702	0.614277	0.0556041	0.0146122	0.000608747	0.00552881
t	0.000375427	0.000911291	0.0364591	0.543239	0.317769	0.0955411	0.00440771	0.00102763	0.000269663
s	0.00230987	0.00594165	0.0294437	0.174734	0.338714	0.406726	0.0355701	0.00622077	0.000339977
e	3.63558e-05	0.000717721	0.0154857	0.0498499	0.0461556	0.155337	0.00486671	0.574553	0.152997
r	0.000505799	0.00192494	0.00421655	0.0300346	0.456074	0.399148	0.087424	0.000707365	0.019965
e	0.000132815	0.0004677	0.00263901	0.0420212	0.530462	0.345473	0.0303762	0.00257272	0.0458558
k	0.000479547	0.00112943	0.000640873	0.00592511	0.481499	0.337095	0.113246	0.022021	0.0379642
a	0.000537392	0.00158617	0.00414596	0.0228364	0.118594	0.598028	0.145809	0.00380695	0.104655
n	0.000800303	0.00141575	0.00039684	0.00205416	0.171913	0.224533	0.339345	0.157748	0.101794
a	0.000531398	0.00136549	0.00323334	0.01342	0.0658163	0.51033	0.23553	0.00682012	0.162954
v	0.000844803	0.00127883	0.000273891	0.000865269	0.0542818	0.0761935	0.38944	0.313452	0.163371
r	0.000803283	0.00199887	0.00408383	0.0110824	0.0228068	0.251927	0.422502	0.0170333	0.267762
è	0.000445195	0.000984387	0.000172908	0.000691223	0.0249487	0.0020646	0.0141068	0.552383	0.404203
t	0.00019552	0.000326308	0.00095624	0.00239326	0.00323092	0.0408866	0.113158	0.736521	0.102332
s	0.000299948	0.000582887	0.00145454	0.00283871	0.00779276	0.0514316	0.511669	0.411893	0.0120368
i	1.35362e-05	3.78024e-05	0.000250476	0.0017819	0.00569138	0.00660673	0.00372173	0.423417	0.55848
</S>	0.000359792	0.000429345	0.000337066	0.00057932	0.00508322	0.0134491	0.15416	0.0246457	0.800956
