 	ora	che	loro	non	vengono	più	</S>
à	0.999821	5.71985e-05	9.32755e-05	2.53724e-06	4.00364e-07	3.08937e-06	2.23839e-05
r	0.995498	0.00277366	0.000996611	0.000242592	6.8472e-05	7.34734e-05	0.000347554
t	0.697493	0.235755	0.0654262	0.000482587	0.000185112	0.000196636	0.000461338
e	0.189726	0.0379982	0.735962	0.00208262	0.00455236	0.021718	0.00796088
k	0.0979479	0.899993	0.0016614	0.000379575	1.70002e-05	3.04115e-07	2.45626e-07
a	0.0284899	0.686756	0.219131	0.0143214	0.025325	0.00206499	0.0239118
c	0.00397142	0.928537	0.0380544	0.0270058	0.00127919	0.000240769	0.000911662
ì	0.00706913	0.536233	0.332796	0.0507686	0.0268657	0.00278163	0.0434849
n	0.000648151	0.0329247	0.96474	0.000430569	0.000228236	0.000227389	0.00080141
i	0.00757085	0.310076	0.661241	0.0188144	0.00117814	0.000413568	0.000705765
e	0.00131507	0.188844	0.0486949	0.743331	0.0138407	0.00170896	0.00226499
n	0.000821143	0.0257823	0.228632	0.578157	0.14353	0.00301928	0.020059
è	0.00263694	0.0283765	0.0285981	0.0389427	0.726504	0.0436319	0.13131
r	0.00012671	0.00212685	0.936304	0.00903707	0.0253765	0.0130864	0.013942
k	0.00251459	0.0557449	0.335183	0.0947578	0.454844	0.0323049	0.0246511
o	4.44746e-05	0.000646274	0.129139	0.000285511	0.0357742	0.492493	0.341618
t	0.000653559	0.0147776	0.00130027	0.209373	0.436967	0.12672	0.210208
t	4.74234e-05	0.00031073	0.0019545	0.00287	0.577983	0.0767726	0.340062
e	0.000143255	0.00263315	0.000614968	0.00396136	0.0978818	0.2345	0.660265
p	5.57879e-05	0.000595846	9.49036e-05	0.0175925	0.688354	0.0937144	0.199592
l	0.00018631	0.00122714	0.00150734	0.00120948	0.27168	0.185625	0.538564
è	0.000214331	0.00515612	0.000473522	0.0033746	0.0346917	0.201793	0.754296
o	0.000261652	0.00239238	0.1516	0.000861075	0.160543	0.467427	0.216915
</S>	0.00229122	0.00385744	0.00105693	0.00168392	0.0804924	0.772748	0.13787
