 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.0145799	0.982469	0.00263359	4.23374e-05	0.000108225	1.23029e-05	8.5132e-06	2.44955e-05	0.000121922
ò	0.999424	0.000234755	0.000124101	4.7141e-05	0.000123648	3.73092e-05	4.20433e-06	6.59147e-07	4.16597e-06
t	0.952061	0.0468017	0.00104933	1.25678e-05	4.68618e-05	1.53447e-05	1.61917e-06	1.84531e-07	1.13823e-05
t	0.915639	0.0730258	0.0107206	0.000279413	0.000187444	3.40167e-05	2.51289e-05	5.30781e-05	3.49873e-05
e	0.999573	0.000183728	0.000204488	2.38451e-06	1.53204e-05	1.21458e-05	1.00762e-07	7.9857e-06	1.22668e-06
è	0.019754	0.843424	0.135956	0.000731319	2.35521e-05	1.46004e-05	5.61143e-05	4.04257e-05	6.7517e-08
s	0.0216306	0.510395	0.465235	0.00146558	0.000904015	8.66235e-05	0.000159132	0.000108063	1.65882e-05
t	0.0254792	0.0767968	0.889564	0.00267121	0.004389	0.000609868	0.000186595	0.000261234	4.16252e-05
a	0.793453	0.00649661	0.0641868	0.00383249	0.0380608	0.0403905	9.66628e-05	0.0126005	0.0408824
s	0.000416564	0.0491325	0.767416	0.176833	0.000826674	0.00115883	0.00195113	0.00225767	7.68888e-06
e	0.00554738	0.0179056	0.741642	0.139376	0.0450772	0.017495	0.0116114	0.00410289	0.0172429
o	5.95262e-05	0.00550783	0.307863	0.672852	0.000749121	0.00114637	0.00445272	0.006442	0.000927668
G	0.000289998	0.00200925	0.049928	0.874364	0.0480451	0.00930167	0.0118515	0.00188912	0.00232125
i	0.000653684	0.000205056	0.0137317	0.913809	0.0514216	0.00985078	0.00318776	0.00441889	0.00272198
u	3.2849e-05	0.000778134	0.0145211	0.929058	0.00933976	0.00630714	0.012241	0.0200339	0.00768841
v	0.00049594	0.00107478	0.00175876	0.19762	0.703303	0.0621723	0.0233745	0.00804898	0.00215143
à	0.00133322	0.000633756	0.00504715	0.804737	0.106197	0.0271195	0.0132208	0.0367097	0.0050016
n	0.00882902	0.10157	0.192675	0.0438129	0.429853	0.156424	0.00083073	0.0103032	0.0557023
n	0.0101555	0.00637316	0.0512273	0.108503	0.682064	0.11853	0.00841395	0.011638	0.00309552
i	0.00247913	0.000154443	0.00864006	0.00203607	0.369009	0.330197	0.000637381	0.0678528	0.218994
t	5.75405e-05	0.00126804	0.0093443	0.374322	0.178655	0.160084	0.0617501	0.178071	0.0364475
i	0.000200939	5.48165e-05	0.000672038	0.211831	0.569683	0.125088	0.00424107	0.0255556	0.0626739
n	3.65019e-05	0.000513767	0.00168231	0.435861	0.160912	0.153707	0.0508595	0.0945775	0.10185
A	0.000309474	0.000154602	0.000828696	0.0520643	0.616565	0.249841	0.00891936	0.0207761	0.0505415
n	0.000471546	0.00124817	0.00263626	0.000260204	0.465586	0.454866	0.000163131	0.00585186	0.0689168
n	0.000149953	0.000191819	0.000417651	0.00312198	0.829047	0.1528	0.00729987	0.00503838	0.00193327
a	0.000946274	2.64129e-05	0.000367936	0.00143169	0.517118	0.237942	0.00076155	0.0649451	0.176461
ì	3.07661e-05	0.00047366	0.000794002	0.0791108	0.0701088	0.346723	0.166318	0.28116	0.0552815
s	0.000220684	0.00116714	0.000686192	0.000227274	0.205862	0.740838	0.0342802	0.0157672	0.000951747
t	0.000143976	0.000135867	0.000530017	0.0012983	0.189485	0.773524	0.0185933	0.0143705	0.0019197
i	0.00158212	1.23503e-05	0.000133818	0.00146308	0.192883	0.276492	0.000400536	0.0369248	0.490108
n	2.38588e-05	0.000329064	0.000392568	0.0182281	0.0166327	0.118266	0.393296	0.419973	0.0328596
e	0.000195664	8.54167e-05	0.000298267	0.0009312	0.0895979	0.703642	0.0292435	0.0552609	0.120745
a	1.32915e-05	0.000132748	0.000137905	0.00351879	0.00361018	0.0633507	0.300638	0.435109	0.193489
n	0.000491541	0.000620335	0.00108332	0.000781095	0.00741176	0.102229	0.287723	0.507241	0.0924178
k	0.00340593	0.000883227	0.00411558	0.00925002	0.0198068	0.289889	0.124527	0.280754	0.26737
ò	0.000323833	0.000215138	0.000561485	0.0149842	0.0135562	0.0426764	0.0142514	0.129356	0.784076
r	0.0149927	0.00168764	0.00613002	0.000132557	0.0262895	0.387908	0.00832256	0.0911757	0.463361
a	0.00309088	0.000745686	0.00139539	0.000242251	0.0650543	0.2588	0.0741745	0.58384	0.0126573
m	2.13095e-05	0.000269047	0.000228498	0.00127005	0.000632315	0.00429403	0.193001	0.729832	0.0704512
a	0.00791514	0.0013842	0.00575345	0.00210406	0.00797816	0.0437424	0.0689494	0.320916	0.541258
r	1.71522e-05	9.78173e-05	9.54112e-05	0.000435339	9.30367e-05	0.000535533	0.0733097	0.487004	0.438412
è	0.000445047	0.000163484	0.000491852	0.000422377	0.0035891	0.00935492	0.0370465	0.587197	0.36129
o	0.00588945	0.00129529	0.00337523	2.85598e-05	0.00726566	0.0276606	0.0116009	0.587341	0.355543
n	0.00153728	0.00137257	0.00164847	0.000388585	0.00226337	0.00249914	0.0421301	0.762171	0.185989
t	0.00499816	0.00068038	0.00320096	0.00191241	0.00474697	0.0222585	0.037928	0.469801	0.454474
a	0.000607797	0.000359186	0.00154138	0.0025091	0.00132911	0.00764273	0.0547291	0.510858	0.420423
</S>	1.31876e-05	6.57865e-05	8.82935e-05	0.000108593	5.54364e-05	0.000122593	0.0118407	0.321331	0.666374
