 	non	aveva	dove	aveva	per	stare	</S>
e	0.895205	0.0494045	0.0445777	0.00209413	0.000828885	0.00103382	0.00685638
n	0.914353	0.0450851	0.0014525	0.0380532	0.000896158	5.28127e-05	0.000107585
ì	0.0226618	0.617698	0.129906	0.151909	0.0720154	0.00107774	0.00473256
c	0.000913204	0.994339	0.00181645	0.00252613	0.000202796	4.36166e-06	0.000198536
h	0.0734904	0.700783	0.200301	0.021615	0.00192195	0.000197065	0.00169153
e	0.00166066	0.753001	0.20657	0.0355718	0.000439907	0.000473829	0.00228215
p	0.0071895	0.00633561	0.940788	0.0384358	0.00557989	0.000327948	0.001343
u	0.000474582	0.0117014	0.657766	0.120448	0.0935889	0.0746145	0.0414065
ì	0.00132101	0.0014044	0.125476	0.835838	0.0296963	0.00414136	0.00212217
c	0.0122617	0.00164669	0.0803404	0.876491	0.0285053	0.000285858	0.000469206
h	0.00229065	0.0104302	0.0784581	0.86437	0.0422993	0.000960538	0.00119107
e	0.000499171	0.00105502	0.0210057	0.93835	0.00611362	0.00721121	0.0257656
n	0.00453294	0.00149393	0.0118382	0.0971695	0.761413	0.0882238	0.0353281
a	0.000404421	0.00203143	0.00466265	0.0135896	0.606619	0.322315	0.0503784
s	0.00058775	9.64638e-05	0.000203644	0.00634091	0.129114	0.776538	0.0871186
t	0.00069524	0.0017008	0.0056685	0.0055522	0.237685	0.684356	0.0643415
a	0.000133249	5.36405e-05	0.000844295	0.0027597	0.0354303	0.77504	0.185738
t	0.000422728	0.00012279	0.000367138	0.00107886	0.0217716	0.832217	0.14402
ì	0.00064237	0.00396663	0.00485396	0.00212445	0.0503026	0.857852	0.080258
</S>	0.000354655	0.00102813	0.00642198	0.0150339	0.0065468	0.0896112	0.881003
