 	è	che	stanno	ancora	alzati	</S>
è	0.995192	0.00181016	0.00120718	0.000710542	3.07677e-05	0.00104953
n	0.776141	0.12926	0.0298576	0.00377198	0.00031972	0.0606499
a	0.224766	0.697333	0.0693521	0.00485953	5.01075e-06	0.00368388
s	0.0844221	0.829264	0.082395	0.00391131	6.01548e-06	1.12717e-06
t	0.0196775	0.495989	0.406491	0.0488988	0.00350373	0.0254402
a	0.025651	0.630637	0.178915	0.0188734	0.0723705	0.0735532
s	0.0094987	0.0817141	0.901015	0.00647324	0.00123245	6.62792e-05
ù	0.00348203	0.114302	0.72585	0.0325004	0.02136	0.102506
n	0.00385367	0.0546788	0.866851	0.00228178	0.000900807	0.0714343
e	0.00544651	0.0522478	0.862615	0.0757842	0.000728894	0.00317795
a	0.00177147	0.0254057	0.213553	0.676084	0.0812202	0.00196586
n	0.00275055	0.00551049	0.025139	0.933164	0.0251827	0.00825366
k	0.00349845	0.0402303	0.0605046	0.230807	0.490137	0.174823
ò	8.23211e-05	0.0020379	0.00469007	0.0036322	0.128892	0.860665
r	0.00287906	0.00882742	0.0214478	0.00339862	0.00637592	0.957071
a	0.00917423	0.0288891	0.0750514	0.658947	0.0721188	0.155819
o	0.000783631	0.00208453	0.00373089	0.2813	0.685823	0.0262774
r	0.00224992	0.00512184	0.00302157	0.0168203	0.759298	0.213489
t	0.000681263	0.0063933	0.00349497	0.00574777	0.60847	0.375213
ì	0.000149043	0.00173984	0.000607493	0.0177236	0.313167	0.666613
</S>	0.00168208	0.00376884	0.00388425	0.000714557	0.0191698	0.97078
