 	ho	messo	uno	specchio	sul	muro	</S>
è	0.878584	0.0396237	0.0419177	0.00266273	0.00150073	0.000161905	0.0355488
v	0.00193476	0.0256842	0.960018	0.00131771	0.000544035	0.00146946	0.00903175
a	0.0231156	0.571019	0.393344	0.00662573	0.0001626	0.00191799	0.00381566
l	0.168881	0.571678	0.257917	0.00150202	7.81114e-06	6.92512e-06	7.21986e-06
a	0.0138442	0.582715	0.317543	0.0665655	0.00248114	0.00238542	0.0144657
è	0.054449	0.179858	0.739434	0.0227619	0.0017496	0.00121894	0.000529087
n	0.0134687	0.360074	0.500589	0.11763	0.00320659	0.00114879	0.00388275
a	0.0115696	0.682438	0.270115	0.0257162	0.000672476	0.0075464	0.0019421
n	0.0149865	0.224835	0.108014	0.55372	0.0873072	0.00720759	0.00392862
j	0.00127789	0.0152163	0.00756651	0.888848	0.0260972	0.022516	0.0384777
a	0.000430668	0.0239653	0.0116358	0.155675	0.355289	0.17208	0.280925
l	0.000615833	0.00517256	0.00129151	0.36482	0.48833	0.0255373	0.114233
ì	0.00116718	0.00584639	0.002051	0.533426	0.229025	0.112197	0.116288
s	0.000512605	0.0195949	0.00226601	0.0280124	0.0506894	0.620192	0.278732
t	0.00814927	0.145945	0.00910504	0.167153	0.0566694	0.5486	0.0643775
o	0.000150349	0.00203997	0.000999664	0.00743172	0.0554283	0.63822	0.29573
t	0.000316458	0.000973912	7.8881e-05	0.0159289	0.894708	0.0430913	0.0449022
ì	0.000111602	0.000450606	4.52839e-05	0.00846625	0.095169	0.680857	0.2149
c	0.000101395	0.000869198	9.47921e-05	0.00118129	0.0150134	0.916364	0.0663754
h	5.40765e-05	0.000188487	6.45333e-05	0.000508395	0.00562195	0.987613	0.00594921
o	0.000531913	0.00250504	0.000139019	0.00310957	0.258014	0.469456	0.266245
</S>	0.000578522	0.00152833	0.000244143	0.00196354	0.0482765	0.0267748	0.920634
