 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.95898	0.00696479	0.00562206	0.00605231	0.00528287	0.00197271	0.000982067	5.83747e-05	0.000127122	0.00121177	0.00081765	0.00199867	0.00206893	0.00786079
n	0.654803	0.27978	0.0494884	0.00168323	0.00747105	0.00148504	0.000946899	0.000130762	3.44462e-05	0.00150079	0.000706048	0.00180943	0.000142973	1.8072e-05
è	0.0128817	0.007978	0.909734	0.00662637	0.0171609	0.0148507	0.00078561	0.000586387	0.00603073	0.0132742	0.000414751	0.00151465	0.00335142	0.00481087
r	0.00180119	0.00392446	0.988358	0.00373564	0.000489104	0.000680883	2.19926e-05	9.66821e-06	0.000214237	0.00056747	8.23278e-06	5.11752e-05	4.06248e-05	9.67557e-05
t	0.0255771	0.320383	0.621557	0.0250299	0.00550635	0.00019841	0.000132974	0.000450046	1.97285e-05	0.000442297	6.69773e-05	0.000192614	0.000258497	0.000184757
i	0.000785031	0.0200476	0.861345	0.0140722	0.000702546	0.0155717	0.000520376	0.00102884	0.0228882	0.002423	0.000227923	0.00148446	0.0208397	0.0380634
s	0.00330254	0.0774267	0.647716	0.264594	0.00319535	0.000236627	0.000419864	0.00188428	8.92649e-05	0.000796071	0.000143057	0.000195558	7.36831e-07	4.0713e-07
e	0.00135368	0.0344089	0.916436	0.0116268	0.00756283	0.00422123	0.00262679	0.0014666	0.00736826	0.00388914	0.00129553	0.00118532	0.000655575	0.00590343
s	0.00361149	0.0335805	0.545106	0.377669	0.0104438	0.00592292	0.00544697	0.00499159	0.0045581	0.00209678	0.00302056	0.00311735	0.000139427	0.000295579
e	0.00615807	0.0387737	0.750602	0.0520774	0.0304276	0.0138877	0.0104207	0.00932192	0.0428019	0.0147461	0.0041157	0.00352288	0.00136752	0.0217772
t	0.00584254	0.108615	0.102627	0.508336	0.0552729	0.0441673	0.0329807	0.053303	0.0396316	0.0116179	0.0148941	0.0160187	0.000974153	0.00571877
t	0.0019264	0.172038	0.245951	0.333239	0.0346246	0.0157483	0.012042	0.0368693	0.0759283	0.0233229	0.00538337	0.00484189	0.00282968	0.0352564
à	0.0155519	0.277578	0.0769423	0.0381605	0.0138167	0.0581434	0.0540943	0.145639	0.126016	0.0178565	0.0355404	0.0340009	0.00988927	0.096771
a	0.00286509	0.186675	0.175795	0.0684501	0.121207	0.0913166	0.0343634	0.0364033	0.0553932	0.153691	0.00910002	0.0448245	0.0119577	0.00795843
n	0.00227562	0.0108707	0.00615297	0.0106549	0.356454	0.00694042	0.019115	0.508735	0.0122177	0.0607433	0.000894818	0.00231007	0.000867391	0.00176783
d	0.000221415	0.00248258	0.0135307	0.00105283	0.00898254	0.047121	0.0162317	0.0285228	0.713452	0.0269321	0.00983775	0.02157	0.0299741	0.0800891
e	0.000643611	0.0429418	0.00944891	0.00820188	0.00640593	0.085076	0.0437978	0.0561315	0.262146	0.0228313	0.0288715	0.0476702	0.0485351	0.337299
m	0.000234799	0.000580463	0.000503071	0.000336196	0.0336102	0.031321	0.0727463	0.0360377	0.619048	0.0854172	0.0219332	0.0336187	0.00733937	0.0572742
i	0.000711769	0.0015034	0.00311686	0.000866504	0.0243533	0.0114267	0.0313938	0.231321	0.586429	0.0536077	0.00554061	0.00648128	0.00452973	0.0387186
n	0.000489991	0.00164864	0.000212984	0.000780088	0.0197178	0.0116632	0.135868	0.370262	0.340394	0.016745	0.0327459	0.0289749	0.00292647	0.0375713
d	0.000499134	0.000704971	0.00144968	0.000206803	0.0113197	0.0042077	0.0186049	0.0303305	0.746383	0.0756556	0.0104768	0.0153509	0.012561	0.0722491
è	0.00018227	0.00273871	0.00107136	0.000548304	0.006561	0.00441696	0.00317957	0.007826	0.129488	0.0211893	0.0138977	0.0215655	0.132156	0.655179
l	0.000571337	0.000645229	0.00175734	0.000124656	0.0110948	0.00380462	0.0333608	0.0145514	0.0491684	0.483948	0.0304634	0.169116	0.158033	0.043361
a	0.00182765	0.00116681	0.00950003	0.000305798	0.00587299	0.00145788	0.00777322	0.0352238	0.110168	0.746732	0.00571406	0.0322712	0.0345605	0.0074264
p	0.000231027	0.000420589	0.000109908	0.00024083	0.00383919	0.000865466	0.0394037	0.0536217	0.116031	0.408923	0.104768	0.212671	0.0115876	0.0472869
l	0.000400986	0.000282843	0.00177867	7.54443e-05	0.000747445	0.0018882	0.0049621	0.00652402	0.369019	0.169111	0.0113065	0.046464	0.0913932	0.296047
è	0.00037034	0.00422781	0.000803315	0.00056625	0.0033934	0.00251538	0.0106036	0.117596	0.144206	0.0298137	0.0200228	0.0299105	0.068992	0.566979
o	0.000105404	6.62529e-05	0.00148819	1.4912e-05	0.000361386	0.00144366	0.0019934	0.000859599	0.0280206	0.194746	0.00995815	0.101473	0.544373	0.115097
k	0.000579466	0.00061117	0.000833474	0.000368435	0.000915402	0.000178272	0.00124345	0.00416519	0.0127476	0.692917	0.064081	0.105032	0.0681632	0.0481642
a	0.000199423	0.000342698	0.00180084	8.79503e-05	0.000167786	0.00111749	0.000958529	0.00201784	0.248327	0.0952377	0.00716097	0.046114	0.176171	0.420297
e	0.000304464	0.000198008	0.00022589	0.000108917	0.000529333	0.00046935	0.00283942	0.00201414	0.0152105	0.128136	0.189652	0.257869	0.1858	0.216644
m	0.000447806	0.0002552	0.00137913	6.03884e-05	0.000236565	0.000633254	0.000390933	0.000186636	0.00491748	0.0111358	0.00832432	0.0198313	0.625801	0.3264
è	0.000968023	0.00245523	0.00648266	0.000576314	0.000597564	0.00199101	0.00197531	0.00780138	0.215267	0.127781	0.0116406	0.053321	0.186976	0.382167
c	1.47155e-05	8.47251e-06	0.00143676	2.80033e-06	1.95794e-05	0.000415093	2.81206e-05	5.67743e-06	0.000405461	0.00529974	0.000525553	0.00901836	0.924371	0.0584486
h	0.00268613	0.000964527	0.0298575	0.000303326	0.00185024	0.00867098	0.00179065	0.000869544	0.00660243	0.0342589	0.00665266	0.0440423	0.721926	0.139524
i	4.63653e-05	0.000125581	0.000291071	4.1103e-05	7.287e-05	0.000113901	0.000138727	0.000160219	0.000445932	0.00794077	0.00358267	0.0117723	0.546457	0.428812
</S>	0.000108056	0.000141663	0.00016678	6.91063e-05	0.000118977	9.66318e-05	0.000139325	0.000128231	0.000282229	0.00156132	0.0026369	0.00306745	0.0509341	0.940549
