 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.994079	0.000136943	0.00552237	2.84453e-05	2.04576e-05	1.73093e-05	0.000195003
a	0.0450348	0.0423079	0.808029	0.0872938	0.013552	0.000753205	0.0030298
n	0.498046	0.482728	0.0126678	0.00518991	0.00132088	4.36403e-05	4.23399e-06
o	0.0627388	0.717714	0.130399	0.0366951	0.0226022	0.00947431	0.0203762
n	0.107907	0.882988	0.00266288	0.00351535	0.0019703	0.000472281	0.000483954
ò	0.069992	0.679848	0.135191	0.0500262	0.0454135	0.00150027	0.0180284
n	0.393376	0.248411	0.276667	0.0104216	0.0162179	0.0243839	0.0305231
t	0.295769	0.169839	0.522307	0.00689714	0.00122189	0.00362715	0.000338265
a	0.00189213	0.00998242	0.625809	0.0532195	0.0160029	0.234952	0.0581423
t	0.217317	0.591998	0.135326	0.0464283	0.00816638	0.000130975	0.000633308
a	0.00773349	0.284793	0.544108	0.0934194	0.0193747	0.0010768	0.0494944
s	0.0405883	0.51053	0.34426	0.0724563	0.0104511	0.00824703	0.0134676
ì	0.00508271	0.14353	0.587782	0.119075	0.0349309	0.00250155	0.107097
n	0.0020311	0.0041188	0.929118	0.00960559	0.00378242	0.0215968	0.0297472
n	0.00215923	0.0209307	0.944636	0.0240065	0.00581364	0.00223829	0.000215278
e	0.000747548	0.00449568	0.207352	0.0174112	0.0154194	0.594284	0.16029
f	0.00519272	0.0669693	0.125525	0.756592	0.037676	0.000810999	0.00723428
a	0.000415848	0.00572804	0.315721	0.570609	0.0349528	0.00362123	0.0689513
n	0.000958744	0.0115191	0.0146287	0.911513	0.0196923	0.0174181	0.0242698
o	0.000353883	0.00377624	0.0459244	0.732312	0.0814201	0.00301818	0.133195
ò	0.00131468	0.00851786	0.00401984	0.753689	0.0668727	0.0804565	0.0851299
k	0.000799678	0.00107386	0.0104996	0.17456	0.764562	0.0451956	0.00330963
a	0.00073077	0.00247689	0.0308054	0.306516	0.290543	0.362664	0.00626394
v	0.00115028	0.00290094	0.000831311	0.0986053	0.253124	0.541866	0.101522
r	0.00170259	0.00635361	0.0122438	0.0988261	0.487961	0.0269856	0.365927
è	0.00023159	0.00109065	0.000256228	0.00890819	0.0013179	0.7301	0.258096
c	0.000335172	0.000544191	0.00212306	0.00562777	0.214376	0.642608	0.134386
h	0.000117669	0.000271442	0.00236499	0.00232309	0.0394754	0.951685	0.00376221
i	0.000299371	0.000272996	0.000733108	0.00735891	0.0383943	0.812242	0.140699
</S>	0.000603504	0.000663364	0.000724373	0.00403773	0.0399634	0.0159322	0.938075
