 	sta	e	dorme	nel	letto	</S>
s	0.964515	0.00477293	0.0130742	0.000306095	0.00298584	0.0143459
t	0.993352	0.0032327	0.00270273	2.89968e-05	3.52521e-05	0.000648743
e	0.991557	0.00670513	0.000976716	0.000309205	0.000202675	0.000249171
c	0.133809	0.862217	0.00390145	4.92956e-05	1.12672e-05	1.23455e-05
e	0.0954523	0.550358	0.313508	0.0128973	0.00178174	0.0260031
p	0.0454856	0.924954	0.0127009	0.00636837	0.000676789	0.00981471
l	0.0382814	0.475391	0.335199	0.06138	0.00800157	0.0817474
ò	0.0394111	0.13286	0.0449119	0.327943	0.0113218	0.443552
n	0.009951	0.217068	0.6089	0.00589279	0.147149	0.0110388
n	0.00807228	0.062392	0.923376	0.000323877	0.00453788	0.0012979
i	0.00078389	0.00572904	0.0585856	0.00955216	0.0265109	0.898838
s	0.00221329	0.0441611	0.154166	0.610806	0.00861194	0.180042
t	0.000407659	0.00277958	0.484097	0.387501	0.0158279	0.109387
o	0.00027232	0.00517418	0.0242532	0.670817	0.0098671	0.289616
g	0.000316627	0.00317162	0.120927	0.657554	0.00151354	0.216517
r	0.00108184	0.00281863	0.078587	0.778929	0.0225223	0.116061
à	0.000118983	0.00317812	0.000906322	0.173334	0.11083	0.711632
t	0.000576374	0.00240424	0.0369715	0.0261663	0.804686	0.129196
t	0.000643117	0.00116336	0.122442	0.0143246	0.848871	0.0125556
i	5.94348e-05	0.000114261	0.00576115	0.00883759	0.0170422	0.968185
</S>	0.000292456	0.000834135	0.00876295	0.0803036	0.0161602	0.893647
