 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.0956371	0.886987	0.0171305	0.000149638	9.65822e-06	3.69713e-06	1.70984e-06	3.10051e-06	1.312e-06	6.66753e-07	2.00816e-06	7.35489e-05
j	0.347088	0.64174	0.00947216	0.000261547	0.000215884	0.000584931	0.000307227	0.000274792	4.14667e-05	1.74337e-06	4.73453e-06	7.3894e-06
i	0.336131	0.409113	0.182975	0.0239686	0.0145519	0.00559304	0.00370038	0.00182913	0.00132505	0.000113041	0.000606671	0.0200937
n	0.186047	0.807924	0.00430244	0.00077941	0.000279023	0.000322481	0.000205504	7.8625e-05	5.83885e-05	7.72415e-07	1.58669e-06	6.94281e-07
è	0.10659	0.421727	0.315294	0.0391287	0.0326407	0.0137473	0.00883866	0.00546757	0.00717184	0.000593251	0.00125655	0.0475447
k	0.0541392	0.904941	0.0365526	7.73932e-05	0.000709146	0.00234798	0.00044661	0.000357599	4.30619e-05	9.97447e-06	2.0689e-05	0.000354953
a	0.0745293	0.909759	0.0154156	8.83673e-05	2.45879e-05	0.000113525	2.593e-05	1.23735e-05	1.7663e-06	6.747e-08	4.11826e-07	2.87833e-05
t	0.0886513	0.483462	0.231139	0.0829787	0.0245886	0.0558803	0.020014	0.00848882	0.00439857	0.000159356	0.000168355	7.02366e-05
è	0.00855757	0.067678	0.655702	0.104072	0.0971065	0.0336271	0.0124758	0.00255229	0.00410808	0.00169247	0.00134513	0.0110827
l	0.00214959	0.161771	0.812609	0.000397602	0.00445541	0.0128277	0.00179847	0.0012021	6.98135e-05	2.56068e-05	6.3028e-05	0.00262988
i	0.0017735	0.114818	0.8623	0.0125201	0.00334063	0.00306103	0.00126574	0.000482601	5.77605e-05	1.12679e-06	1.45859e-05	0.000365173
n	0.00127785	0.027285	0.547966	0.283544	0.0502259	0.0558607	0.0209851	0.00972258	0.00261695	0.000134567	0.000193741	0.000187499
a	0.00018656	0.00208037	0.831324	0.0607167	0.0596736	0.0271031	0.00822774	0.00227308	0.00273203	0.000738379	0.000485309	0.00445892
p	0.000293904	0.0054249	0.27134	0.486563	0.107808	0.0814847	0.0225408	0.0140361	0.00606497	0.00084442	0.000576942	0.00302281
u	0.000260347	0.00111874	0.453253	0.220988	0.210495	0.0645019	0.0250933	0.00549806	0.00496009	0.00230312	0.00195168	0.00957606
l	0.000126475	0.00156294	0.0419006	0.685397	0.154612	0.0762443	0.0206719	0.0124636	0.00382787	0.000583129	0.000414835	0.00219483
i	0.000345572	0.000752389	0.146842	0.425895	0.299937	0.0736921	0.0244503	0.00512127	0.00594027	0.00243276	0.00224744	0.0123443
