 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.937263	0.0172387	0.0179162	0.00205579	0.00624615	0.00544865	0.000244743	0.000244762	0.00125905	0.0120826
n	0.58054	0.292613	0.0282092	0.0269882	0.0456688	0.022252	0.000112341	0.000142302	0.00337563	9.86124e-05
è	0.0142791	0.33987	0.337785	0.0152062	0.0704373	0.215711	0.00229316	0.000709798	0.00161944	0.00208933
g	0.00612242	0.418577	0.562137	0.00156478	0.00141402	0.00978091	3.39132e-05	2.22624e-05	0.000193757	0.000153056
r	0.0141654	0.138898	0.781429	0.0420362	0.0128418	0.00769998	1.73365e-05	3.31477e-06	0.00278054	0.000128381
a	0.00144065	0.0342392	0.843697	0.0706791	0.0270494	0.0117052	0.000917572	0.000196834	0.00625205	0.00382281
t	0.00511766	0.0573634	0.428197	0.420839	0.0851918	0.0023523	0.000656813	0.000262503	4.5895e-06	1.52837e-05
s	0.000257816	0.0175797	0.865285	0.0644572	0.0223943	0.00599923	0.0124015	0.00349888	0.00100807	0.00711841
a	0.00736103	0.061063	0.0449237	0.5403	0.210735	0.00215607	0.0150491	0.0488192	0.000925605	0.0686675
m	0.00149207	0.0166867	0.067371	0.629438	0.248757	0.00879671	0.0103436	0.012613	8.44338e-05	0.00441763
à	0.00281659	0.0119872	0.196946	0.531694	0.158509	0.0617433	0.0119764	0.0031943	0.00142089	0.0197128
i	0.00121792	0.0114692	0.31187	0.314831	0.124575	0.0535353	0.00290955	0.0015097	0.109844	0.0682376
è	0.000624577	0.00046201	0.00165601	0.178367	0.801449	0.0148624	0.00162868	0.000183957	4.69871e-05	0.000719434
n	0.000363049	0.000426972	0.00024744	0.0198033	0.864145	0.112831	0.00103528	4.01191e-05	0.00108603	2.25407e-05
a	0.00129665	0.0139839	0.0116678	0.0419295	0.478412	0.413301	0.0142944	0.00195109	0.0224355	0.000728476
g	0.000548572	0.000626826	6.39876e-05	0.0496675	0.686122	0.0602158	0.155632	0.0383672	0.00159098	0.00716537
r	0.00176136	0.0160157	0.00813013	0.0103088	0.17881	0.268591	0.311491	0.12004	0.0125109	0.0723416
à	0.00140603	0.00176905	0.00030858	0.0242114	0.0245231	0.00283918	0.0785708	0.243684	0.0215847	0.601103
m	0.000982195	0.0035143	0.000798009	0.00194784	0.142892	0.411081	0.0612546	0.00269237	0.366614	0.00822367
m	0.000960019	0.00468263	0.0100496	0.00198473	0.144202	0.65694	0.0708055	0.00229514	0.105902	0.00217773
a	7.26378e-06	0.000215963	0.00104432	3.33779e-05	0.00455695	0.173278	0.0605733	0.00181156	0.48443	0.274049
s	0.000678485	0.000513397	3.14588e-05	0.00289009	0.06416	0.0150488	0.227071	0.55421	0.00415783	0.131239
o	3.69578e-05	0.000149149	0.000126137	9.63125e-05	0.00298392	0.0530119	0.596287	0.102565	0.0251309	0.219613
n	0.000123818	0.000142772	9.59429e-06	0.000250891	0.00418398	0.00199376	0.151221	0.774644	0.00538111	0.0620498
a	0.000100975	0.00107678	0.000645339	0.000227153	0.00150301	0.00821319	0.233443	0.587329	0.0275317	0.13993
d	0.000206348	0.000245212	1.44728e-05	0.000310403	0.00229306	0.000446704	0.0607671	0.841681	0.0156936	0.0783422
e	0.000330968	0.00188896	0.00120273	0.000498867	0.00298152	0.00433168	0.215533	0.462295	0.0263617	0.284575
r	0.000417029	0.000528599	3.45071e-05	0.000580541	0.00262244	0.000282983	0.0786573	0.629957	0.0213917	0.265528
f	0.000266716	0.00141921	0.00109815	0.00039718	0.00181296	0.00256943	0.226552	0.354842	0.0200169	0.391026
ò	0.000312716	0.00121109	0.000151693	0.000635784	0.00617662	0.00151475	0.274503	0.133877	0.00817012	0.573448
m	3.08754e-05	0.000671707	0.00122311	2.64715e-05	0.000100052	0.00106197	0.000819458	0.00115353	0.967201	0.0277116
m	0.000264937	0.00181954	0.00401568	0.000205762	0.000694696	0.0104253	0.0210646	0.0434166	0.897058	0.021035
u	3.40444e-06	0.000128938	0.000488918	2.65274e-06	6.15649e-05	0.00212985	0.0136436	0.0041437	0.299387	0.68001
</S>	0.000606259	0.00059856	5.64896e-05	0.000678324	0.0015244	0.000336774	0.0226442	0.116668	0.0127657	0.844121
