 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.905567	0.029109	0.0608808	0.000783322	0.00027661	0.000872997	0.00251031
i	0.928337	0.00103517	0.0701093	0.00038744	6.82964e-05	1.61763e-05	4.69352e-05
k	0.341725	0.649128	0.00734413	0.00145125	0.000332528	1.59626e-05	3.19023e-06
à	0.0249285	0.114302	0.822649	0.00356343	0.0173109	0.00243471	0.0148106
n	0.0243845	0.924905	0.0292545	3.54957e-05	0.0166953	7.19305e-05	0.00465361
n	0.0366751	0.82751	0.130812	0.00176433	0.00299292	5.9353e-05	0.000186874
i	0.0544346	0.142768	0.575256	0.00232746	0.18271	0.000616137	0.0418883
e	0.0360509	0.811053	0.063199	0.0804901	0.0039092	0.00523691	6.14346e-05
A	0.000695518	0.0756782	0.89736	0.00729952	0.0164665	0.000998305	0.0015023
n	0.000602681	0.0210481	0.619671	0.21074	0.147093	0.000716205	0.000129502
n	9.73938e-05	0.0105995	0.970121	0.00907842	0.00987448	0.000149727	7.98255e-05
a	6.36748e-05	0.00265606	0.797167	0.00224683	0.0804489	0.00313121	0.114287
o	0.000681089	0.0155165	0.00888041	0.894679	0.0534231	0.0212414	0.00557869
s	0.000136416	0.00153953	0.0378054	0.359063	0.593575	0.0034295	0.00445109
à	0.000745826	0.00405835	0.0240129	0.425535	0.444444	0.0303003	0.0709034
m	1.74437e-05	0.000203823	0.00494056	0.00533062	0.984792	0.000263688	0.00445149
b	0.000109764	0.000942348	0.0394341	0.0606768	0.895018	0.00214163	0.00167739
a	0.000155285	0.000396768	0.0144708	0.0265788	0.00919857	0.335752	0.613448
p	0.000384686	0.0008005	0.000757585	0.0592474	0.0425729	0.705263	0.190974
o	0.000885023	0.00187365	0.0037723	0.0519809	0.0863334	0.393467	0.461687
r	0.000210376	0.00085467	0.000131894	0.00575082	0.00309485	0.477679	0.512278
n	0.00112745	0.00227905	0.00158627	0.0151871	0.0157421	0.633589	0.330489
ò	0.00105297	0.00213803	0.000503239	0.102864	0.00509596	0.268093	0.620253
</S>	0.00228958	0.0214076	0.0348835	0.00320414	0.11047	0.101428	0.726318
