 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.979297	0.0178777	0.00250109	1.04421e-05	5.59941e-06	1.0245e-05	4.272e-05	9.5103e-05	0.000160028
a	0.882907	0.0813025	0.0263367	0.00200861	0.0017708	0.00262663	0.00125111	0.000696589	0.00110017
m	0.135952	0.838731	0.0234801	0.000424235	0.00100981	0.00012264	0.000275146	3.61342e-06	1.11181e-06
à	0.0348593	0.756766	0.0619934	0.0521913	0.0219353	0.0330778	0.0135879	0.00277721	0.0228122
t	0.0103346	0.97806	0.0104562	0.000340115	3.05143e-05	0.000417847	0.000123788	1.70004e-05	0.000219495
i	0.145823	0.558217	0.283401	0.00699414	0.00315685	0.00203001	0.000272553	5.54387e-05	4.97998e-05
è	0.028602	0.0323206	0.911635	0.0226864	0.00372899	0.000300951	0.000717557	7.5176e-06	1.22029e-06
n	0.00188237	0.0057257	0.963202	0.0263781	0.0019996	0.000365108	0.000371913	4.9151e-05	2.6437e-05
a	0.00882241	0.0706451	0.839313	0.0656522	0.00924038	0.00507146	0.00113395	6.05949e-05	6.13352e-05
p	0.00247297	0.00504062	0.160753	0.564706	0.256721	0.0051978	0.00478659	0.000257125	6.41432e-05
r	0.00277396	0.0112966	0.0348507	0.768955	0.112531	0.0363855	0.0223648	0.00165622	0.00918669
à	0.00737581	0.0118501	0.0295806	0.296141	0.1754	0.0218068	0.0212877	0.194611	0.241947
m	0.00372635	0.0255569	0.183747	0.37277	0.211733	0.13034	0.0632868	0.00618525	0.00265513
a	0.00553953	0.0188827	0.116352	0.541442	0.197116	0.111027	0.00609406	0.00190162	0.00164525
n	0.000443343	0.000297995	0.00467621	0.0632312	0.874443	0.0348398	0.0137055	0.00510522	0.00325762
a	0.000614893	0.00124412	0.00113827	0.0955704	0.671046	0.199846	0.0133348	0.00272836	0.0144774
s	0.000376596	0.00020641	0.00112232	0.052953	0.791963	0.0904728	0.0180031	0.0144923	0.0304108
t	0.000859062	0.00133376	0.000773642	0.0533179	0.46516	0.393157	0.0206258	0.0164811	0.0482914
u	0.00164326	0.00101582	0.00148796	0.130011	0.333741	0.0168273	0.0280847	0.211382	0.275807
d	0.000497973	0.000399477	0.00098822	0.026108	0.437613	0.317729	0.051817	0.0592711	0.105576
i	0.000987408	0.00129164	0.00103031	0.0341826	0.183324	0.585845	0.028505	0.0832161	0.0816181
è	0.00118393	0.000590236	0.00147456	0.0202215	0.220974	0.235675	0.110462	0.15229	0.257129
t	0.000876986	0.00373913	0.00357155	0.00057566	0.00426434	0.756911	0.223603	0.00522933	0.00122885
s	0.00202711	0.00456146	0.00218282	0.00153141	0.00991027	0.812224	0.156309	0.00944738	0.00180596
i	2.75605e-05	5.35701e-05	2.82407e-05	0.00334334	0.00461548	0.00895322	0.00386843	0.719381	0.259729
è	0.000437012	0.000425342	0.000533876	0.00212713	0.0134231	0.0433949	0.428204	0.298089	0.213366
n	0.000275452	0.00095249	0.00127138	0.000126191	0.000310456	0.0219288	0.934684	0.0389077	0.00154316
a	0.00501759	0.0130473	0.00750809	0.00350165	0.00982527	0.301975	0.582015	0.0607271	0.0163833
p	0.000205895	0.000161205	0.000187524	0.000486497	0.00111739	0.0020316	0.14074	0.592042	0.263028
r	0.00496573	0.00727732	0.00257287	0.0077199	0.00696529	0.0299724	0.146143	0.380274	0.41411
à	0.00108879	0.00062041	0.000440773	0.00520951	0.0129546	0.00329667	0.0104749	0.251556	0.714359
m	0.00148719	0.0053415	0.00306147	0.000890279	0.00102012	0.00612097	0.358265	0.449223	0.17459
a	0.014084	0.0450586	0.0167558	0.0111065	0.00761084	0.0778591	0.231415	0.510966	0.0851449
</S>	0.000250698	0.000142159	0.000206991	0.000341956	0.000490568	0.000194619	0.0419744	0.275754	0.680645
