 	avete	cucinato	le	verdure	</S>
e	0.813837	0.0603887	0.0028836	0.0604672	0.0624231
m	0.234861	0.754028	0.00704436	0.00375193	0.000314956
a	0.0575215	0.674781	0.030786	0.231562	0.00534939
r	0.628116	0.340135	0.0261848	0.0052828	0.000281879
è	0.0519667	0.504997	0.0340533	0.392078	0.0169058
s	0.00578463	0.981845	0.00151725	0.00540248	0.00545013
s	0.0342381	0.892026	0.0275699	0.0455954	0.000570211
a	0.0146092	0.12572	0.0856881	0.582649	0.191333
t	0.0152058	0.0979282	0.859283	0.0259058	0.00167697
o	0.00129071	0.0671475	0.786845	0.0896139	0.0551032
t	0.00161924	0.00929289	0.954234	0.0120903	0.0227633
a	0.00165371	0.0185914	0.581987	0.285141	0.112627
l	0.00271051	0.0106827	0.738985	0.101739	0.145882
à	0.00121145	0.0121937	0.0619398	0.896053	0.0286017
c	0.000106469	0.0295913	0.00419537	0.0249229	0.941184
h	0.0100804	0.169588	0.0669163	0.74691	0.00650445
a	0.00411423	0.0168122	0.139037	0.689038	0.150998
n	0.000706127	0.00111014	0.00641753	0.966634	0.025132
a	0.00480117	0.0100958	0.00645326	0.87266	0.105989
</S>	0.00072815	0.000284346	0.00647917	0.096758	0.89575
