 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.954189	0.00779564	0.0063501	0.00299917	0.0215233	0.00110024	0.00158072	0.000103689	0.00435828
n	0.645553	0.303099	0.0299401	0.00168085	0.017855	0.00153746	0.000327438	3.18963e-06	4.21193e-06
è	0.0182411	0.0112108	0.911651	0.0087582	0.0340423	0.00259652	0.010227	0.000314443	0.00295829
r	0.00311742	0.00650178	0.982527	0.0026182	0.00377734	0.000160681	0.000949861	1.59051e-05	0.000331848
t	0.033933	0.385223	0.510643	0.0335425	0.0356203	0.000830285	9.56092e-05	5.4083e-05	5.8367e-05
i	0.000815676	0.0197399	0.754294	0.0126249	0.00192277	0.00092743	0.00460805	0.13587	0.0691977
s	0.00322102	0.0739462	0.636821	0.271418	0.0122068	0.00232385	6.31397e-05	5.53193e-07	3.69826e-07
e	0.00130728	0.0312524	0.922223	0.0126583	0.012956	0.008583	0.00521556	0.000396115	0.00540866
s	0.00294285	0.027979	0.632057	0.298342	0.0241208	0.012742	0.00150931	5.59909e-05	0.000251432
i	0.00501507	0.0298802	0.794868	0.0415132	0.0619789	0.0377054	0.0137617	0.000418548	0.0148592
t	0.00617024	0.130487	0.174564	0.403976	0.177229	0.0842833	0.0158371	0.000945725	0.00650827
t	0.00156977	0.16883	0.369932	0.308356	0.0687283	0.0332762	0.0160453	0.00171684	0.0315453
à	0.0220978	0.397016	0.11789	0.0788665	0.061128	0.0949495	0.0314936	0.029415	0.167144
a	0.00172136	0.119927	0.144537	0.0213379	0.624785	0.0435487	0.0283157	0.0110274	0.0048006
n	0.000750017	0.00448953	0.00224597	0.00156475	0.951285	0.0364369	0.00300663	3.10686e-05	0.000190546
k	0.000851235	0.0117942	0.074111	0.00325612	0.114661	0.0400294	0.330504	0.0459266	0.378866
ò	0.000164925	0.00899264	0.0105618	0.00135387	0.00683131	0.00385195	0.0455475	0.106474	0.816222
r	0.000938322	0.00364235	0.0299771	0.000645679	0.348872	0.0565855	0.271436	0.181137	0.106766
a	0.00138273	0.0034149	0.00851895	0.000638774	0.676407	0.122368	0.141698	0.0359088	0.00966328
e	0.000870153	0.005438	0.000856401	0.00236693	0.2986	0.360621	0.172612	0.128225	0.0304109
n	0.00277461	0.00134905	0.00798717	0.000308043	0.0292823	0.0946827	0.786129	0.036057	0.0414301
è	0.00211771	0.00528392	0.0135732	0.00106862	0.00901957	0.0244659	0.42702	0.0423106	0.47514
p	5.96166e-05	5.71715e-05	0.00466853	1.5527e-05	0.00402325	0.00397869	0.143579	0.663837	0.179781
r	0.00295428	0.00205684	0.0141294	0.000345805	0.0246509	0.0409533	0.290892	0.581405	0.0426131
ò	1.42481e-05	0.000178241	0.00048922	3.55955e-05	0.000793247	0.000426172	0.00360061	0.634171	0.360292
n	0.00070194	0.00112371	0.00224382	0.000166823	0.0308631	0.0124976	0.0206229	0.684069	0.247711
t	0.00391795	0.00191082	0.0167325	0.000426191	0.00636526	0.0100922	0.136876	0.734547	0.0891322
o	4.98959e-06	1.45386e-05	0.000344445	8.72766e-06	7.47629e-06	1.1398e-05	0.00415902	0.500982	0.494468
</S>	0.000178365	0.000300527	0.000216388	0.00013614	0.000850162	0.00236598	0.00661917	0.0912671	0.898066
