 	la	casa	la	costruiscono	i	muratori	</S>
t	0.989891	0.00330474	0.00248316	0.0012537	4.32997e-05	0.000200329	0.00282363
o	0.996397	0.00138517	0.00212513	4.96123e-05	3.82573e-06	1.77074e-05	2.13087e-05
s	0.135544	0.857044	0.00443255	0.00296592	6.31729e-06	5.63844e-06	8.87661e-07
p	0.253344	0.542896	0.130237	0.0262802	0.00300256	0.00714073	0.0370997
ì	0.385606	0.414189	0.0351019	0.0432709	0.0445407	0.0272397	0.0500516
t	0.0271742	0.8686	0.0487301	0.0537933	0.000134959	0.000403087	0.00116459
i	0.165496	0.32775	0.431834	0.0737556	9.00164e-05	0.000484711	0.000589296
t	0.017443	0.0373982	0.851301	0.0925517	0.000824775	0.00040401	7.70215e-05
o	0.00653031	0.0102189	0.883079	0.0269031	0.0331169	0.00956263	0.0305896
f	0.00319417	0.00826514	0.825867	0.125256	0.0200385	0.00584486	0.0115345
a	0.00287099	0.00707479	0.789196	0.0747337	0.041828	0.0128827	0.0714142
b	0.00197071	0.00493093	0.386722	0.439372	0.0864394	0.0187285	0.0618364
b	0.00254771	0.00687433	0.599456	0.188637	0.0576165	0.0260649	0.118803
r	0.00347276	0.00638041	0.0443702	0.0445503	0.112379	0.429172	0.359675
i	0.00047292	0.000965664	0.0117982	0.0099036	0.0301688	0.210834	0.735857
k	0.00126943	0.00195712	0.0579136	0.525748	0.143669	0.121742	0.147701
è	0.013087	0.0139253	0.0746684	0.647221	0.0541035	0.104061	0.0929335
o	0.00034944	0.00470289	0.0365319	0.653645	0.00249503	0.14674	0.155535
n	0.00321574	0.00266014	0.0126882	0.776079	0.128594	0.0404833	0.0362793
e	0.00383196	0.00432689	0.0115001	0.0260769	0.323862	0.432671	0.197732
i	0.00017071	0.000257463	0.000304955	0.0332327	0.717914	0.148013	0.100108
f	0.00075703	0.00242002	0.00153303	0.00380894	0.261398	0.620435	0.109648
a	0.00171175	0.00122907	0.00273386	0.00193948	0.274815	0.570366	0.147205
b	0.000168658	0.000297693	0.000188753	0.00405818	0.339064	0.419617	0.236607
b	0.000583255	0.000888175	0.00126547	0.00110412	0.127693	0.593938	0.274528
r	0.000489951	0.000433851	0.000889624	0.00759673	0.0496924	0.220987	0.719911
i	0.000132145	0.00014535	0.000426644	0.00326548	0.0277425	0.100903	0.867384
k	0.000510462	0.000498476	0.0006987	0.00214703	0.134915	0.524079	0.337151
a	0.00302635	0.00250231	0.00438246	0.000857504	0.0795629	0.84616	0.0635082
t	0.000339076	0.000327653	0.00020097	0.000902246	0.217136	0.266716	0.514378
ò	0.000229509	0.000160081	0.000352801	0.000152477	0.0336827	0.740504	0.224919
r	0.000389622	0.00324416	0.00166907	0.00139106	0.00186424	0.771054	0.220387
i	0.00123955	0.00331733	0.00342354	0.00225351	0.0161674	0.920881	0.0527172
</S>	0.000542052	0.000613326	0.000332761	0.0014911	0.0320164	0.177139	0.787865
