 	il	morto	vuole	pianto	</S>
t	0.972278	0.0134369	0.00639025	0.00220724	0.00568708
o	0.845751	0.0772662	0.0735365	0.00212968	0.00131682
n	0.0180962	0.981057	0.000833865	1.14093e-05	1.40022e-06
a	0.00847412	0.765326	0.159063	0.0269554	0.0401822
p	0.0485218	0.949468	0.000861655	0.000427164	0.000721738
e	0.0235187	0.755795	0.0849854	0.0349501	0.10075
s	0.07628	0.840537	0.0160152	0.0152339	0.0519341
a	0.0374951	0.76855	0.0801132	0.058782	0.0550601
m	0.0614762	0.734537	0.0289725	0.0380988	0.136916
m	0.00734622	0.82431	0.153963	0.00842948	0.00595063
è	0.0132537	0.595945	0.0263577	0.050232	0.314212
n	0.00121254	0.262567	0.574533	0.125172	0.0365155
o	0.00304473	0.325064	0.610956	0.0564168	0.00451832
t	0.0084281	0.400349	0.469377	0.0756338	0.0462125
è	0.000565225	0.016497	0.746535	0.0762587	0.160144
l	9.95696e-06	0.0286289	0.593993	0.209785	0.167583
i	0.000208059	0.00706725	0.953353	0.032947	0.00642486
g	0.000565785	0.0153843	0.101789	0.784348	0.097913
l	0.000361072	0.00317093	0.10147	0.288357	0.606641
e	0.00280855	0.003898	0.00446183	0.166305	0.822526
m	4.66142e-05	0.00162809	0.04495	0.3416	0.611775
m	4.79183e-05	0.00121098	0.0166612	0.850444	0.131636
è	0.000188967	0.00251052	0.00484421	0.192765	0.799691
n	0.000776287	0.0104088	0.00113157	0.932818	0.0548655
o	0.000220285	0.00430305	0.0524631	0.923172	0.0198418
</S>	0.000206512	0.0014311	0.0029028	0.681597	0.313863
