 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.991831	0.00772735	0.000269276	3.00471e-05	3.48962e-06	1.31604e-06	4.97725e-06	1.14338e-05	0.000121321
o	0.993266	0.00446472	0.00169044	0.00047384	4.62618e-05	7.63907e-06	1.29251e-05	1.74729e-05	2.10491e-05
f	0.102218	0.89349	0.00407025	0.000172663	3.61599e-05	4.42401e-06	3.34208e-06	5.09684e-06	4.55102e-07
à	0.0355083	0.792155	0.0753278	0.0553805	0.018825	0.0007944	0.000954754	0.00368796	0.0173666
i	0.000350941	0.998615	0.000422848	0.000254524	8.39508e-05	5.49865e-06	3.24801e-05	1.1068e-05	0.000224017
e	0.0448505	0.0432312	0.905024	0.0063282	0.000182134	3.10233e-05	3.47802e-05	1.73571e-05	0.000300686
e	0.000406497	0.00895463	0.982415	0.00776216	0.0003581	2.46391e-05	4.22824e-05	8.10032e-06	2.86419e-05
t	0.000177426	0.00272245	0.348083	0.623645	0.0230945	0.00131144	0.000636599	3.58679e-05	0.000294062
è	0.000644461	0.00797568	0.24301	0.46251	0.230108	0.0250913	0.0106923	0.000175178	0.0197941
l	6.42717e-05	0.0807515	0.0444854	0.825978	0.0105461	0.00391425	0.00807397	0.00420188	0.0219851
i	0.00173573	0.0143136	0.288564	0.656486	0.0156234	0.00274227	0.00101129	0.0184801	0.00104432
f	0.000301697	0.00285459	0.0912266	0.51689	0.314865	0.0418151	0.0289209	0.00118986	0.00193574
a	0.000183484	0.00333881	0.00546429	0.62982	0.282634	0.0285865	0.023864	0.000576851	0.0255324
m	9.60318e-05	0.000789857	0.0194021	0.287249	0.542061	0.0795057	0.048737	0.00430398	0.0178559
è	0.00010413	0.0017784	0.00569018	0.651052	0.26712	0.0238313	0.0121726	0.00112978	0.0371216
n	9.67548e-05	0.0180753	0.00117231	0.387817	0.148791	0.02248	0.0163378	0.353667	0.0515633
o	0.000267433	0.00357503	0.00337511	0.31441	0.545366	0.0540627	0.0124781	0.0630373	0.00342869
s	0.000149809	0.0002658	0.00106652	0.0119424	0.376583	0.516832	0.0854136	0.00265796	0.00508941
ù	2.9285e-05	0.000527814	0.000225104	0.0379406	0.572694	0.2203	0.121328	0.00185254	0.0451027
b	1.86766e-05	0.00250128	0.000101453	0.014788	0.175554	0.0638388	0.0285197	0.687347	0.0273306
i	7.39617e-05	0.00120197	0.000559706	0.0296328	0.679842	0.192403	0.0398816	0.0480611	0.00834345
t	0.000102157	0.000161895	0.000248526	0.00142403	0.0942577	0.389215	0.499232	0.00805183	0.00730695
o	4.96612e-05	0.000823411	0.000107351	0.00404302	0.0633363	0.241903	0.504653	0.00933609	0.175748
è	1.99424e-05	0.000107139	0.000188325	0.00046983	0.0360708	0.107342	0.80719	0.0207352	0.0278765
p	0.000202898	0.00193511	0.000945555	0.00155183	0.00659468	0.08716	0.552392	0.332443	0.0167741
r	0.000200893	0.00468935	0.000412044	0.00677284	0.0709236	0.107132	0.511104	0.286413	0.0123523
è	9.85684e-06	6.97791e-05	1.80462e-05	0.00153734	0.0225563	0.0215518	0.00733631	0.410406	0.536515
s	6.9185e-05	0.0022469	0.000105374	0.000127675	0.000850164	0.000810215	0.0118464	0.949206	0.0347381
t	0.000487322	0.00885439	0.000978326	0.00726017	0.0212642	0.0170514	0.38768	0.488297	0.068127
o	2.49066e-05	0.000289333	1.8628e-05	0.00120331	0.00333052	0.0147214	0.0740273	0.359822	0.546563
</S>	0.000163986	0.00026319	0.000212988	0.000205239	0.00301537	0.0178044	0.14525	0.142671	0.690414
