 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.997954	0.00154778	0.000190865	0.000105469	5.48845e-06	1.29378e-05	6.60469e-06	5.99569e-07	6.88352e-06	0.000169517
s	0.998274	0.000316036	0.000505389	8.92389e-05	2.60461e-05	7.26893e-05	8.34364e-05	8.5008e-07	2.38951e-06	0.000630304
e	0.993181	0.00423181	0.00183396	0.000461461	4.98349e-05	0.000119023	9.80087e-06	5.53487e-07	6.65678e-07	0.00011172
l	0.384517	0.463578	0.120941	0.00893289	0.00953636	0.011491	0.000736467	0.000247378	1.75476e-05	2.20229e-06
a	0.18586	0.423363	0.170411	0.0766834	0.0551595	0.039338	0.0211833	0.00677082	0.00453083	0.0166993
n	0.0454405	0.596733	0.260899	0.00656179	0.0423259	0.026999	0.0177374	0.00218369	0.00107244	4.69314e-05
a	0.0528667	0.35744	0.294557	0.0817605	0.0655138	0.0578741	0.0362695	0.00731541	0.00968583	0.0367175
v	0.00287775	0.387107	0.438029	0.0114194	0.091618	0.0324411	0.0238686	0.00642777	0.00533052	0.000880314
r	0.0274236	0.280548	0.462659	0.087957	0.056463	0.0459868	0.0122443	0.00423948	0.0020944	0.0203841
ì	0.00200939	0.0241734	0.0492438	0.0630041	0.209105	0.0548217	0.0490579	0.0421998	0.315722	0.190663
k	0.0160103	0.207882	0.63408	0.0833992	0.0274229	0.0281088	0.00176738	0.000124513	0.000215979	0.00098957
o	0.103686	0.135895	0.642968	0.100962	0.00727768	0.00580784	0.000154302	1.66705e-05	1.72262e-05	0.00321549
a	5.18785e-05	0.0737854	0.146962	0.188716	0.531059	0.0425329	0.00491999	0.00394016	0.00667397	0.0013592
f	0.000263146	0.00228543	0.0226858	0.4353	0.493805	0.0397923	0.00277879	0.000844764	0.000515993	0.00172884
ù	0.000506001	0.00198842	0.0123617	0.269188	0.555354	0.0848381	0.038196	0.0192149	0.0124115	0.00594103
r	0.00603882	0.0032997	0.0646718	0.63132	0.0908297	0.0540445	0.00256679	5.83695e-06	5.4106e-05	0.147168
n	0.00108126	0.0066155	0.048492	0.286358	0.43838	0.21008	0.00545498	0.000400024	0.000270062	0.00286896
o	0.00031182	0.00239104	0.012066	0.597158	0.0303114	0.0191873	0.014723	0.000340219	0.00215454	0.321357
k	1.52008e-05	0.00217882	0.0114796	0.0647845	0.274119	0.541563	0.0529348	0.00904914	0.0379218	0.00595457
a	0.000380864	0.00156917	0.002538	0.0674798	0.556067	0.2383	0.0410372	0.0094635	0.0163244	0.0668408
k	1.128e-05	0.000987899	0.00210747	0.0104071	0.255777	0.49481	0.0880212	0.0169615	0.0791371	0.0517794
a	0.000952884	0.00349507	0.00364263	0.00908742	0.121303	0.35673	0.23551	0.0330892	0.055581	0.180609
n	1.70278e-05	0.0012601	0.00121284	0.00286926	0.0656752	0.189007	0.246462	0.0529316	0.298708	0.141857
n	0.000676764	0.00357829	0.00304261	0.00515571	0.0442481	0.167724	0.376072	0.042153	0.101228	0.256122
i	1.22453e-05	0.00137704	0.00136717	0.00648061	0.0417327	0.0142469	0.0272213	0.036445	0.211728	0.659389
u	4.94876e-05	0.00137143	0.000766128	0.00160906	0.00634106	0.0168951	0.190849	0.0623508	0.27852	0.441248
n	0.000842356	0.00272216	0.001305	0.00189918	0.00289718	0.00931363	0.224787	0.270324	0.466194	0.0197157
r	0.00146581	0.00337601	0.00388729	0.0190703	0.0619646	0.157328	0.312319	0.0345332	0.271181	0.134875
ù	2.89043e-05	0.00172923	0.00129151	0.00768413	0.0239629	0.0215901	0.0325675	0.0257987	0.226526	0.658821
s	0.0191554	0.00999764	0.0164568	0.00368858	0.00632129	0.0416966	0.301772	0.030215	0.0488066	0.52189
t	0.078326	0.0414415	0.0477769	0.0156461	0.0297986	0.112509	0.422471	0.0843922	0.105582	0.0620568
i	0.00177556	0.000322083	0.000871858	0.0049404	0.0023725	0.00671979	0.0501277	0.0024433	0.0126638	0.917763
k	1.19753e-05	0.000459353	0.000270808	0.000517441	0.000992804	0.00245356	0.0432055	0.248852	0.630764	0.0724727
o	0.00142019	0.00326909	0.00265206	0.00148229	0.00320921	0.00280061	0.0224978	0.205217	0.270425	0.487027
k	5.23106e-06	0.00036325	0.00011424	9.29925e-05	0.000315487	0.000201984	0.00652906	0.159393	0.572548	0.260436
a	0.000953837	0.00301851	0.00226902	0.00123436	0.00259899	0.00183037	0.00888279	0.0852078	0.162814	0.73119
l	7.85001e-06	0.000564953	0.000172233	0.000145932	0.00040373	0.00020145	0.00418076	0.119481	0.501878	0.372965
ù	0.000420179	0.00243842	0.0013794	0.00156552	0.00185825	0.00129874	0.00924088	0.0727983	0.294537	0.614463
</S>	0.00387119	0.00102631	0.00123081	0.00143486	0.000340441	0.000744733	0.00510178	0.00113742	0.00315564	0.981957
