 	non	mi	aspetti	che	non	vengo	</S>
m	0.0635291	0.250835	0.0173821	0.0441999	0.00620908	0.580288	0.0375569
ì	0.0164201	0.0265833	0.618946	0.0680095	0.00540082	0.167449	0.0971907
m	0.00814961	0.957703	0.00421946	0.0201552	0.000224318	0.00811906	0.00142946
e	0.0356095	0.665706	0.0880427	0.166925	0.00291014	0.0347974	0.00600954
m	0.0289459	0.377359	0.0517589	0.528231	0.0132513	0.000448589	5.50233e-06
ì	0.00083444	0.00670428	0.834689	0.0369697	0.0132496	0.0901759	0.0173767
n	0.000137017	0.076341	0.479197	0.388029	0.0052672	0.0415931	0.00943568
e	0.000992675	0.00410761	0.549787	0.423169	0.0134261	0.00772533	0.000792078
k	0.000328472	0.00363225	0.0112763	0.745928	0.237455	0.00121677	0.000163375
a	0.00276489	0.0158082	0.0826006	0.384053	0.109435	0.258833	0.146506
e	0.000859807	0.00173867	0.00510684	0.144337	0.701207	0.0407611	0.105989
n	0.0102597	0.0163118	0.0196008	0.0748171	0.322614	0.471964	0.084433
è	0.00506437	0.0326781	0.0108295	0.0418854	0.0427215	0.681119	0.185702
r	9.13074e-05	0.00449708	0.00720694	0.0203972	0.00314368	0.759484	0.205179
k	0.00876659	0.0342971	0.0296596	0.147377	0.0390905	0.713988	0.0268214
u	5.26423e-06	0.000242055	0.018754	0.00504479	0.000234658	0.819463	0.156256
m	0.00101867	0.00131289	0.00150296	0.00852907	0.0291889	0.843543	0.114904
e	0.000775978	0.00311818	0.00686624	0.0028588	0.00165553	0.289809	0.694916
</S>	0.000399773	0.000410469	0.000341636	0.000432164	0.00189858	0.174157	0.82236
