 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.897073	0.0208097	0.0228066	0.0143134	0.0143346	0.00392604	0.0043426	0.00173397	0.00166147	0.0189983
i	0.0219404	0.0238015	0.590059	0.00396958	0.0334443	0.27701	0.00405316	0.0191022	0.00187071	0.0247493
n	0.241932	0.653618	0.0707945	0.0143845	0.0147865	0.0025749	0.00174978	0.000148492	3.60358e-06	7.06931e-06
d	0.0189353	0.237536	0.49078	0.0379807	0.0681175	0.0819615	0.0243134	0.0121741	0.00280181	0.0253994
è	0.00595555	0.051538	0.412292	0.265247	0.0504054	0.116905	0.0400598	0.0138296	0.00887539	0.034892
l	0.0115065	0.0731677	0.678247	0.142179	0.065845	0.0268001	0.00141628	0.000307525	0.000392939	0.000138043
a	0.0254373	0.153565	0.672238	0.0801919	0.0662308	0.00201749	0.000131269	2.56566e-05	6.65242e-05	9.55753e-05
à	0.00243715	0.0528721	0.29439	0.596566	0.0504804	0.00110697	0.00203276	5.77137e-05	3.51422e-05	2.15705e-05
l	0.00103671	0.00657577	0.243491	0.710537	0.0322157	0.0053585	0.000597665	3.01825e-05	0.000124363	3.33177e-05
l	0.00100304	0.0104054	0.450693	0.185993	0.339647	0.0107796	0.000606638	0.000540014	0.000282598	5.02116e-05
e	7.13046e-05	0.00602522	0.220422	0.00361983	0.0649307	0.535695	0.00171205	0.0270977	0.0894744	0.0509517
s	0.00077789	0.0128735	0.0387261	0.151122	0.753521	0.0178367	0.0224702	0.00195579	0.00019297	0.00052325
è	0.000620344	0.00188622	0.170055	0.0574498	0.587461	0.0771598	0.0210598	0.053838	0.00615927	0.0243099
t	0.000112675	0.000152284	0.0400939	0.0159508	0.428526	0.504637	0.000515747	0.00227613	0.00089407	0.00684121
t	0.000305129	0.000626333	0.0247098	0.019523	0.92594	0.0171237	0.00573613	0.00484474	0.000858548	0.000332495
e	1.30181e-05	0.000798793	0.0357244	0.00174429	0.0240923	0.400577	0.00244968	0.0705039	0.14225	0.321847
k	0.000224311	0.0013699	0.00239441	0.0150239	0.896743	0.0432967	0.0356603	0.00383562	0.000245594	0.00120611
a	0.000510986	0.000244238	0.00844053	0.00210709	0.808858	0.0725786	0.0182072	0.0471093	0.00956824	0.0323754
v	0.000451372	0.000322056	0.000595711	0.00192889	0.748932	0.124628	0.0871712	0.00751629	0.000986152	0.0274684
ò	0.000908106	0.000517037	0.00928983	0.000708054	0.587	0.0839326	0.0380969	0.218668	0.0143807	0.0464991
e	4.87289e-05	8.95799e-06	0.00167554	4.6855e-05	0.125343	0.850778	0.00129115	0.00860811	0.00168061	0.0105187
n	0.00461942	0.001782	0.00546184	0.00149075	0.349915	0.151139	0.334526	0.128534	0.00990561	0.0126271
ì	0.000381391	0.000348316	0.00466862	0.000181257	0.0615122	0.127558	0.0326751	0.4041	0.0591541	0.309421
m	0.000154739	2.37369e-05	0.0014668	4.13523e-05	0.0176704	0.646916	0.0200947	0.21974	0.0213497	0.0725419
e	0.0008717	0.000157109	0.00646858	0.000111969	0.017847	0.49375	0.0581592	0.325746	0.0840834	0.0128048
p	0.000549222	0.000319028	0.000501768	0.000206011	0.00616338	0.00116678	0.19082	0.3566	0.170514	0.27316
r	0.000206195	0.000114939	0.0015292	4.2641e-05	0.00169118	0.00112379	0.0135987	0.745266	0.0764279	0.16
ò	0.000269968	0.000907998	0.00117198	0.000577213	0.00498051	0.000621631	0.00574925	0.0428615	0.0760451	0.866815
n	0.00150409	0.000423055	0.00435874	0.000218607	0.00370055	0.0017574	0.0113818	0.148045	0.756951	0.0716599
t	0.00555209	0.00170416	0.0230683	0.00090693	0.0148595	0.00488088	0.0175047	0.330909	0.581468	0.0191465
a	1.78466e-05	2.24077e-05	0.000994711	1.53779e-05	0.000218239	0.00415577	0.000196271	0.0578865	0.248366	0.688126
</S>	0.000297133	0.000309155	0.000296255	0.000202731	0.00071643	0.000113138	0.0131506	0.0453925	0.327448	0.612074
