 	tu	le	hai	cucinati	le	verdure	</S>
e	0.99274	0.00341774	0.000464016	9.69601e-05	2.49749e-05	0.000849746	0.00240636
s	0.263208	0.732558	0.00360263	0.000268346	0.00012252	0.000222589	1.78859e-05
ù	0.508438	0.209602	0.227088	0.0188133	0.00301018	0.0277532	0.00529496
t	0.738631	0.0754088	0.171272	0.0108888	0.000102592	0.000726855	0.00297082
a	0.0555376	0.649881	0.281387	0.0088247	0.000349548	0.00396952	5.06207e-05
m	0.0184102	0.673012	0.275293	0.0206313	0.00984317	0.00277565	3.49429e-05
à	0.00315189	0.0751705	0.538865	0.126365	0.0165721	0.226787	0.0130876
r	0.00159554	0.00245429	0.929442	0.0613719	7.26986e-05	0.000447003	0.00461698
e	0.00196109	0.0693842	0.869075	0.0416002	0.00380593	0.0139315	0.000241862
t	0.0010421	0.131997	0.0636218	0.244358	0.548091	0.00943496	0.00145545
s	0.000165891	0.00334467	0.163132	0.718002	0.0509672	0.0480687	0.016319
e	0.000638636	0.117881	0.022866	0.0313516	0.242333	0.148236	0.436694
t	0.000481371	0.00773557	0.0151257	0.251747	0.558872	0.0647072	0.101332
a	7.98068e-05	0.00084663	0.0118462	0.381035	0.399175	0.159782	0.0472353
l	0.000139806	0.00405063	0.000486987	0.00839536	0.937353	0.0179558	0.0316185
à	0.000555879	0.00180276	0.00676531	0.039251	0.134103	0.79291	0.0246122
c	0.00303495	0.000936173	0.0192993	0.0925993	0.0301831	0.052297	0.80165
h	0.0183516	0.020106	0.196772	0.0305473	0.125322	0.603353	0.00554824
a	0.00150348	0.00327668	0.00336307	0.0181167	0.358793	0.524503	0.0904436
n	0.000377907	0.00052577	0.000428089	0.000590924	0.0234599	0.953096	0.0215208
a	0.000909353	0.0023843	0.00473378	0.00400242	0.00851931	0.917138	0.0623124
</S>	0.000214553	0.000984185	0.000193408	0.000375746	0.0374078	0.351317	0.609508
