 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.976761	0.0228446	0.000141325	3.14805e-06	2.18908e-05	3.57112e-06	5.80298e-06	1.24996e-05	0.000205814
ù	0.99497	0.00498432	2.44277e-05	1.32963e-05	3.00941e-06	1.95843e-06	8.06947e-07	7.19113e-07	1.92694e-06
t	0.995355	0.00278572	0.00125044	1.28748e-05	0.0001562	0.000100234	3.49436e-05	3.42657e-05	0.000270741
t	0.976319	0.0214466	0.00204005	9.71309e-05	1.36455e-05	5.12886e-05	2.29198e-06	2.56272e-06	2.7682e-05
o	0.928756	0.0709382	0.000195119	1.39817e-06	1.06368e-05	6.87032e-05	1.47011e-06	1.30207e-05	1.50194e-05
t	0.864797	0.125273	0.00969509	0.000171665	1.95888e-05	3.71537e-05	5.61033e-06	3.30332e-07	4.45014e-07
r	0.220069	0.687414	0.021746	0.014992	0.0114982	0.0245182	0.00621515	0.00667756	0.00686925
a	0.557059	0.0609634	0.290766	0.0516855	0.00638146	0.00221745	0.00558012	0.00221008	0.0231379
v	0.0600833	0.626154	0.276461	0.0241984	0.00520348	0.00379288	0.00284328	0.000366907	0.000896879
ù	0.0110191	0.762554	0.179299	0.013116	0.00935955	0.00873706	0.00356562	0.00209153	0.0102581
d	0.000776787	0.994898	0.00309433	2.80336e-05	0.000162217	0.000193006	2.65796e-05	3.33904e-05	0.000787703
i	0.078165	0.745112	0.161416	0.0104891	0.00216637	0.00168182	9.95817e-05	0.000137749	0.000733221
e	0.00669982	0.0557216	0.871352	0.0629489	0.0022961	0.000671079	0.000265288	1.74594e-05	2.80586e-05
e	0.000136569	0.0196946	0.933895	0.0378883	0.00524981	0.00179086	0.000526534	9.43704e-05	0.000723728
t	0.000286197	0.00469715	0.152182	0.782502	0.0432053	0.0142402	0.00158492	0.000361484	0.000940479
o	0.000908853	0.0129214	0.0275476	0.702843	0.096004	0.0720717	0.0319943	0.0345284	0.0211809
n	0.000129513	0.000579334	0.105288	0.744896	0.130314	0.00524249	0.00610457	0.000389875	0.00705625
è	0.0015371	0.0165863	0.0304644	0.299346	0.201652	0.207662	0.077402	0.097034	0.0683166
g	0.000618117	0.084573	0.0239388	0.00550646	0.503218	0.0819599	0.0138987	0.0127926	0.273494
r	0.008309	0.049652	0.0594503	0.204954	0.423669	0.226504	0.00982634	0.0104515	0.00718362
a	0.000989215	0.0738601	0.00755472	0.00240808	0.0427205	0.21928	0.0254201	0.166865	0.460902
t	0.000325395	0.000470552	0.0055215	0.145811	0.229177	0.398443	0.152106	0.0241432	0.0440013
s	0.000187347	0.000968357	0.00020442	0.112223	0.482176	0.2366	0.0545622	0.0725478	0.0405305
e	0.00038874	0.000562556	0.022334	0.0999864	0.0263579	0.0132643	0.0734081	0.0515393	0.712159
è	8.66919e-05	0.000207788	0.000660168	0.0319754	0.149853	0.332529	0.176196	0.0401697	0.268322
n	0.000590305	0.00308415	0.000861178	0.00166102	0.0660147	0.877234	0.0454519	0.00343633	0.00166663
a	0.000990239	0.00457505	0.00110267	0.0112469	0.141328	0.71048	0.0750408	0.0524217	0.00281419
p	0.000170618	7.7537e-05	0.00090563	0.0395405	0.0343163	0.160957	0.620623	0.0203259	0.123083
o	0.00026294	0.00103367	0.000245984	0.00355911	0.0326041	0.239959	0.365401	0.305307	0.0516276
è	0.000150824	0.000117537	0.000647082	0.0124963	0.0145232	0.0551173	0.674289	0.0402058	0.202453
t	0.000742861	0.00652411	0.00206348	0.000239869	0.0117437	0.306607	0.482122	0.179353	0.0106043
a	0.000754392	0.00375056	0.000375851	0.000915334	0.0109421	0.263017	0.358461	0.352813	0.00897188
</S>	9.44153e-05	0.000122613	0.000304852	0.0013911	0.00377818	0.0160914	0.249342	0.181488	0.547387
