 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.778725	0.212512	0.00758281	0.000421564	2.54322e-05	2.89675e-05	5.69812e-05	0.000103789	0.000544025
à	0.985238	0.0142666	0.000239512	0.000231036	9.61255e-06	6.25428e-06	2.82229e-06	4.40673e-06	1.63336e-06
o	0.869694	0.120797	0.00228366	0.00666475	0.000149428	3.26671e-05	9.54095e-05	1.16397e-05	0.00027184
c	0.175665	0.818455	0.00548725	0.000217516	5.09329e-06	0.00013743	3.94188e-06	1.2785e-05	1.62623e-05
e	0.202176	0.744915	0.0186635	0.0175537	0.00477008	0.00596541	0.000474319	0.000516512	0.00496587
r	0.0111541	0.9736	0.0106008	0.000862222	0.000708385	0.0030019	2.82177e-05	4.07261e-05	4.04583e-06
k	0.0169181	0.61962	0.139584	0.10264	0.041141	0.0432955	0.00371648	0.00530759	0.0277772
è	0.0789602	0.266366	0.419446	0.0444077	0.0514284	0.0548756	0.010935	0.0570805	0.0165006
o	0.0144805	0.472179	0.451321	0.0313074	0.00311206	0.0134312	0.0113542	0.00202379	0.000791272
n	0.00207699	0.0669613	0.928044	0.00209007	2.01704e-05	0.000718132	8.40511e-06	2.01388e-05	6.12812e-05
t	0.00457951	0.0859903	0.385982	0.13876	0.193023	0.048765	0.0303648	0.067752	0.0447837
a	0.00212906	0.0313651	0.102036	0.0185718	0.171583	0.0261563	0.0113454	0.319119	0.317695
è	0.000202695	0.0203079	0.888386	0.033417	0.0198391	0.0201921	0.000779597	0.00833205	0.00854356
n	0.000190639	0.00152273	0.948799	0.0473186	0.000269584	0.00168808	0.000148113	2.95575e-05	3.35649e-05
a	0.00224515	0.0106344	0.770375	0.159168	0.0178884	0.0321563	0.00542926	0.00137569	0.000727958
m	0.000129278	0.0115703	0.45009	0.222297	0.130586	0.159486	0.00269423	0.0122406	0.0109073
à	0.00330569	0.00417558	0.0657489	0.312472	0.43237	0.0817903	0.019965	0.0197913	0.0603819
k	0.000955049	0.00249273	0.178978	0.581381	0.0166455	0.00397344	0.150667	0.00464176	0.0602649
i	0.000299031	0.000851229	0.079807	0.813804	0.0453638	0.0495045	0.00637914	0.00136619	0.00262513
n	5.71644e-05	0.00129642	0.0339068	0.0654104	0.439025	0.408282	0.00395614	0.0179392	0.0301274
a	0.000426526	0.000505904	0.0041305	0.107663	0.768476	0.0515561	0.015429	0.00784319	0.04397
k	4.65378e-05	0.000609	0.00580546	0.0319359	0.596768	0.246236	0.00667833	0.0256521	0.0862693
a	0.000980843	0.000647134	0.00171319	0.0180448	0.818292	0.0528878	0.0200558	0.0261505	0.0612279
k	3.74747e-05	0.000491354	0.00212559	0.0103577	0.432999	0.378179	0.0130169	0.0272254	0.135568
u	0.000988876	0.000705789	0.00139273	0.00908725	0.723914	0.0764334	0.0244128	0.055966	0.1071
n	4.53902e-05	0.00055133	0.00117622	0.00342314	0.244181	0.423209	0.0199638	0.0453121	0.262138
s	0.000677823	0.000608673	0.00117189	0.00706198	0.564823	0.100409	0.0320901	0.0934719	0.199686
u	3.62219e-05	0.00029547	0.00109949	0.0014185	0.0193681	0.00962469	0.00675184	0.219957	0.741449
m	7.95272e-05	0.000163444	0.000300168	0.00157808	0.0774631	0.0705041	0.0226947	0.177471	0.649746
è	0.00316947	0.00230395	0.00321516	0.0109344	0.23905	0.248724	0.0294618	0.356547	0.106595
i	0.00110161	0.000557218	0.000613711	0.00204313	0.0181085	0.0212436	0.736642	0.0510426	0.168648
o	0.000856487	0.000920543	0.00105313	0.00147136	0.0181742	0.326705	0.0134978	0.537214	0.100108
l	0.000706186	0.000775422	0.000827145	0.000527021	0.0118373	0.0878403	0.147183	0.690494	0.0598096
ì	0.00157028	0.000601143	0.000643428	0.000487939	0.0332063	0.0296843	0.0514402	0.6465	0.235866
b	0.000139291	6.31186e-05	7.72945e-05	0.000197722	0.000565361	0.00183598	0.804017	0.101429	0.091676
e	0.000643557	0.000714584	0.000949691	0.00112748	0.013206	0.0964889	0.0988394	0.750431	0.0375997
n	2.59438e-05	5.21493e-05	4.96711e-05	2.28976e-05	0.000586492	0.00791998	0.00149715	0.759602	0.230243
z	0.000603481	0.000408281	0.00047426	0.000374171	0.00516288	0.0093267	0.0482517	0.314142	0.621256
ì	8.76438e-05	0.000195796	0.000188245	0.000109422	0.0284332	0.0240725	0.00252634	0.64897	0.295417
n	0.000403441	0.000610983	0.000871557	0.00036177	0.00093125	0.0152589	0.161263	0.662651	0.157648
a	0.00364695	0.00318924	0.0038649	0.00228756	0.00841251	0.0647746	0.065946	0.803519	0.0443589
</S>	2.58944e-05	5.38132e-05	4.85786e-05	1.75303e-05	0.000275442	0.00246828	0.000573376	0.474773	0.521764
