 	sul	muro	vuole	uno	specchio	</S>
s	0.980802	0.00241793	0.0149636	0.000256163	0.000454039	0.00110634
t	0.923705	0.0673502	0.00742924	0.000996135	0.000321549	0.000197915
o	0.965197	0.0324203	0.00094897	0.000386704	0.000979176	6.82408e-05
t	0.952353	0.0409743	0.00650162	4.26747e-05	0.000121729	6.31899e-06
ì	0.00509536	0.952715	0.00197278	0.00932908	0.029246	0.00164164
c	0.00973668	0.950508	0.00159211	0.0027437	0.00529769	0.0301217
h	0.0539244	0.77449	0.167608	0.00204186	0.00139806	0.000537465
o	0.796508	0.0278289	0.1534	0.000491574	0.0136653	0.00810664
t	0.00149943	0.0115919	0.979681	0.00311571	0.00362919	0.000483245
è	0.00216214	0.0825629	0.190665	0.330564	0.274291	0.119754
l	0.000528366	0.0175315	0.636475	0.0598346	0.0091924	0.276439
i	0.000249754	0.0028206	0.989827	0.00367945	0.00320873	0.000214037
o	0.0053123	0.00028393	0.920871	0.0166516	0.0433492	0.0135318
j	0.000226661	0.00178692	0.0119847	0.808561	0.168217	0.00922363
a	0.000529549	0.00130659	0.00118149	0.70398	0.235382	0.0576203
l	0.000456871	0.000475381	0.0318501	0.131888	0.324522	0.510808
ì	0.000225374	0.00235129	0.00100664	0.343064	0.526137	0.127216
</S>	0.000295737	0.00123323	0.011247	0.0600447	0.03686	0.890319
