 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.951239	0.0467703	0.000290492	0.000335699	7.2855e-05	1.04238e-05	3.23627e-05	0.000125257	6.11393e-05	0.00106214
d	0.943992	0.0256082	0.010647	0.00790792	0.00418156	0.00252752	0.000658207	0.00401824	0.000437224	2.20911e-05
r	0.271513	0.574604	0.0266045	0.0115251	0.0308078	0.00400788	0.0362098	0.0256572	0.00347756	0.0155932
e	0.382841	0.0613037	0.173295	0.198625	0.0843672	0.0586204	0.00452075	0.0220523	0.0014124	0.012962
f	0.492434	0.180072	0.133731	0.102564	0.0339908	0.0324774	0.00526193	0.0173433	0.000245234	0.00188055
f	0.26294	0.512015	0.0906767	0.0333529	0.0199885	0.0141929	0.0220215	0.026862	0.00181738	0.0161333
ò	0.104659	0.00679756	0.106313	0.268512	0.177839	0.243156	0.00578536	0.0188399	0.00312715	0.0649716
m	0.00183227	0.396074	0.0138667	0.326267	0.0579133	0.0187171	0.0116614	0.0102473	0.162775	0.000646441
m	0.0083139	0.947264	0.0234916	0.0146834	0.00161759	0.000941379	0.000798473	0.000421513	0.00216205	0.000305737
u	0.000740954	0.499962	0.00384893	0.117657	0.214932	0.00659235	0.0766038	0.0038231	0.049396	0.0264437
e	0.0920026	0.00287307	0.0750962	0.13067	0.170234	0.496836	0.00926098	0.0217647	0.000428324	0.000834861
m	0.0030935	0.00587601	0.0802928	0.279442	0.413513	0.103866	0.0894856	0.0202392	0.000814822	0.0033773
o	0.00127158	0.00407753	0.00366851	0.120668	0.579668	0.121795	0.0905968	0.0247213	0.0111782	0.0423561
m	0.000860643	4.04452e-05	0.00622504	0.128367	0.428123	0.410171	0.00527547	0.00803428	0.000338241	0.0125642
a	0.00128598	0.00865864	0.00347041	0.0699813	0.452327	0.12319	0.163074	0.0722285	0.0286983	0.0770857
i	0.00133191	4.64669e-05	0.00388761	0.0849501	0.235378	0.601822	0.0116472	0.0140968	0.000818148	0.0460218
g	0.000209466	0.000886382	0.000882745	0.00779334	0.0723325	0.304167	0.569121	0.0339305	0.00331349	0.00736318
r	0.00201438	0.00404522	0.00258549	0.049113	0.148712	0.187934	0.416946	0.0543695	0.0159017	0.118379
a	0.00443595	0.000210925	0.00564394	0.0377102	0.0213594	0.0513888	0.0115435	0.0230819	0.00757752	0.837048
m	0.000480779	0.000426524	0.00121311	0.0137316	0.0340124	0.15035	0.278418	0.0680778	0.0031922	0.450098
m	0.00154114	0.00313394	0.00200542	0.00510295	0.0190768	0.116455	0.749794	0.0667722	0.00792556	0.0281935
è	0.00111312	0.000294566	0.0019546	0.0129992	0.0248468	0.0696483	0.0130885	0.00797437	0.0113392	0.856741
n	0.00014156	0.0786456	0.00173413	0.0129219	0.00240675	0.00323779	0.063431	0.0975443	0.730327	0.00960982
a	0.000678355	0.016945	0.00146266	0.00914023	0.0106162	0.0502341	0.479448	0.0699038	0.356794	0.00477824
a	0.00070866	3.98806e-05	0.000977039	0.00326507	0.00358136	0.151883	0.0745633	0.699622	0.00812035	0.0572387
n	0.000370272	0.00237511	0.00133066	0.0024672	0.00284484	0.0097951	0.304454	0.366048	0.168164	0.142151
g	0.0036744	0.00762453	0.00248314	0.0127569	0.013894	0.0373842	0.241861	0.069041	0.0956038	0.515678
r	0.00165002	0.000308743	0.00137367	0.00791555	0.00765271	0.0689264	0.00885858	0.00833408	0.0115063	0.883474
à	0.00191347	0.000394562	0.00144728	0.00828915	0.0091685	0.0239434	0.00352194	0.00474659	0.00468363	0.941891
m	0.000123567	0.0105998	0.000724123	0.0045475	0.00157408	0.00587055	0.0300335	0.0355368	0.839299	0.0716914
m	9.1565e-05	0.0156331	0.000437877	0.000963341	0.0012634	0.000622528	0.0317747	0.031063	0.911471	0.00667982
a	8.93536e-06	0.00279637	2.98085e-05	0.000504734	0.00155509	9.40719e-05	0.0316726	0.0147113	0.298435	0.650193
</S>	0.00194127	8.43203e-05	0.0022514	0.00234506	0.00141499	0.0170245	0.0041859	0.22982	0.0152088	0.725724
