 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.949188	0.048599	0.00162781	7.11308e-05	4.15472e-05	6.17077e-05	9.48033e-06	4.6111e-06	0.000396395
e	0.993632	0.00122881	0.00346024	4.52609e-05	0.00142437	0.00016048	1.77611e-06	2.50483e-06	4.49044e-05
f	0.929376	0.0386782	0.0268434	0.000660977	0.00429773	0.000106955	2.09966e-05	1.2223e-05	3.19289e-06
ò	0.225938	0.594175	0.0461553	0.106975	0.0161521	0.0055796	0.000153963	0.000276739	0.00459484
r	0.00346264	0.993731	0.000245355	0.00237975	2.699e-05	8.99261e-05	2.41223e-07	1.32414e-06	6.28086e-05
s	0.141642	0.274867	0.55958	0.00487788	0.0180211	0.000708534	1.03113e-05	0.000116222	0.000176692
i	0.0383745	0.780388	0.0781082	0.0600802	0.0304511	0.00729801	0.000397109	0.00251394	0.00238874
è	0.0473147	0.036293	0.901134	0.00277083	0.0111533	0.000691866	0.000634203	2.92198e-06	5.49193e-06
n	0.000527352	0.00695518	0.977427	0.0129207	0.00207236	5.73972e-05	1.20499e-05	1.17586e-05	1.59123e-05
a	0.00147268	0.0400851	0.916177	0.0349916	0.00614513	0.00103337	2.43774e-05	3.69455e-05	3.40346e-05
m	0.00107086	0.000437877	0.919231	0.0213561	0.0556208	0.00191736	0.000294756	2.87824e-05	4.26774e-05
b	0.00208964	0.00933876	0.151823	0.751131	0.0231105	0.0363756	0.00771887	0.000529378	0.0178832
ì	0.00243293	0.00374233	0.0844456	0.419175	0.0344483	0.0258824	0.0655216	0.0958856	0.268466
k	0.00162267	0.0119485	0.684234	0.129305	0.117268	0.0517331	0.000946622	0.00153645	0.00140616
e	0.00170656	0.00833475	0.458212	0.349503	0.169503	0.010626	0.00010316	0.00158176	0.000429557
à	0.000374628	4.471e-05	0.0169365	0.0003907	0.955598	0.0180253	0.0057015	0.00078628	0.0021428
t	0.000240748	0.000732391	0.00739383	0.00230926	0.970028	0.0182132	0.000622439	0.000333215	0.000127119
t	0.000868264	0.00230243	0.00169731	0.00572764	0.819022	0.168363	0.000826462	0.000991074	0.000201593
i	0.000160326	0.0012178	0.000408161	0.0239229	0.0870684	0.240238	0.0151193	0.308913	0.322951
f	0.000280742	6.84053e-05	0.00131994	1.77088e-05	0.466941	0.450424	0.0615097	0.00209953	0.0173392
i	0.000535262	0.00227667	0.000766579	0.00521002	0.507582	0.410354	0.0160284	0.00424593	0.0530006
n	0.000211937	8.26744e-05	0.000369463	2.95679e-05	0.0270172	0.874821	0.05727	0.00419416	0.0360039
è	0.000658811	0.00212845	0.000506863	0.000746791	0.0685313	0.829654	0.0480413	0.00229455	0.0474384
s	0.000204156	0.00146456	0.000683679	0.00218089	0.00487978	0.760365	0.0302785	0.181899	0.0180444
t	0.00214054	0.00617165	0.00167457	0.0018758	0.0179732	0.855589	0.0789711	0.0321138	0.00349076
r	0.000218451	0.00064917	0.000173396	0.0105025	0.00559044	0.0661386	0.0143355	0.322228	0.580164
a	0.000127919	0.000577959	0.000195709	0.000104269	0.0157144	0.00644113	0.0524692	0.460636	0.463734
o	0.000356461	0.000163899	0.000372465	2.38906e-05	0.00314993	0.0809167	0.734374	0.0323301	0.148313
l	0.00189627	0.00467705	0.00144756	0.000305178	0.0020938	0.0963018	0.754925	0.0998713	0.0384825
à	0.00427294	0.00473861	0.00166951	0.00266587	0.0028622	0.126313	0.607805	0.0554426	0.19423
d	2.80598e-05	0.000247885	7.97611e-05	0.000754496	2.18291e-05	0.00504482	0.0234011	0.961681	0.0087408
r	0.00112747	0.00509265	0.000894447	0.00199823	0.000660498	0.0642437	0.274322	0.637893	0.0137675
o	4.43826e-05	0.000355427	2.17673e-05	0.000420934	0.00017555	0.00790477	0.0335465	0.564065	0.393466
</S>	0.000151845	8.96025e-05	0.000136098	9.26963e-06	0.000202006	0.00288976	0.0876216	0.0498659	0.859034
