 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.791148	0.0118896	0.172015	0.0204008	0.0013238	0.00058698	0.000419095	0.000217865	3.03533e-05	0.000316666	0.00165147
n	0.559453	0.382311	0.0474429	0.0060289	0.00206216	0.00159115	0.000759022	0.000340182	2.68935e-06	3.78597e-06	5.08215e-06
è	0.0166911	0.0140541	0.686559	0.205954	0.021236	0.0242004	0.0207132	0.00628795	2.97992e-05	7.08464e-05	0.00420441
r	0.000111049	0.00135705	0.971314	0.0265076	0.000286396	0.000366221	4.49128e-05	4.88677e-06	6.71785e-08	4.35718e-08	7.45892e-06
k	0.0676128	0.350602	0.497757	0.0672619	0.0110126	0.00480111	0.000341778	0.000269902	3.26652e-06	1.28996e-05	0.000325266
e	0.000315582	0.00229553	0.652788	0.211494	0.0501437	0.0696445	0.00420764	0.00242172	2.21137e-06	2.20723e-05	0.00666475
s	0.00740944	0.154206	0.753387	0.056089	0.0169023	0.0107651	0.000862698	0.000323681	4.17088e-05	1.23288e-05	4.10571e-07
e	0.0186662	0.0572123	0.520258	0.159574	0.125	0.0824521	0.0175049	0.00671717	0.00079206	0.000378334	0.0114453
k	0.00640064	0.0357439	0.807218	0.100082	0.0252813	0.0209017	0.00266896	0.00132771	0.000152722	0.000185952	3.73136e-05
a	0.00265029	0.0215345	0.614703	0.196463	0.0793286	0.0601519	0.0101057	0.00755457	0.0007358	0.000311232	0.00646152
i	0.00722778	0.0335757	0.235584	0.492801	0.131751	0.0779241	0.0113786	0.00627941	0.000992479	0.00150919	0.000977349
m	0.000782229	0.00323297	0.0325278	0.729136	0.168088	0.0577242	0.00628356	0.00145086	0.000131774	5.76479e-05	0.000584702
è	0.000826033	0.0160034	0.042012	0.577662	0.201396	0.128684	0.0169557	0.0102106	0.000575009	0.000451307	0.00522371
r	1.96315e-05	0.000550358	0.087145	0.71703	0.127901	0.0619104	0.00164345	0.00126472	5.07754e-06	3.13654e-05	0.00249955
i	0.00478913	0.0269449	0.0328933	0.226758	0.505111	0.114292	0.0657616	0.00910947	0.000533524	0.000774943	0.0130316
è	0.000384984	0.00729568	0.00121255	0.0196828	0.557056	0.359751	0.0448616	0.00521432	0.0020144	0.00217997	0.000346808
s	0.000949315	0.00101058	0.00187012	0.0202833	0.589934	0.329716	0.0507997	0.00376294	0.000753922	0.000261722	0.000657766
s	0.000693664	0.00121291	0.0025265	0.0062636	0.526757	0.323171	0.118704	0.0175701	0.000819808	0.000236071	0.00204463
u	3.20895e-05	0.00119895	0.00137586	0.00216039	0.012015	0.0271225	0.0361041	0.0916932	0.00464751	0.10448	0.71917
m	0.00019807	0.000318654	0.000300224	0.000975177	0.0407225	0.137267	0.685212	0.10916	0.0145722	0.00672944	0.00454539
u	0.0014871	0.000892778	0.0023674	0.00380682	0.112041	0.20698	0.350366	0.162064	0.0193432	0.00692401	0.133728
a	0.000326318	0.000203108	9.75519e-05	0.000186688	0.00936586	0.0357115	0.726098	0.118981	0.0448053	0.0308979	0.0333263
v	0.000347783	7.57557e-05	0.000381103	0.000451169	0.00279246	0.00940899	0.683486	0.238089	0.0407084	0.00543961	0.0188204
ò	0.000449614	0.000529806	0.000595109	0.000523542	0.00529066	0.00747072	0.339236	0.41638	0.097574	0.0291145	0.102836
r	4.15017e-05	2.22817e-05	0.00238677	0.00155096	0.00249012	0.0072513	0.388816	0.410111	0.00250467	0.00385268	0.180973
a	0.000556057	0.000206898	0.000869603	0.00069109	0.00321033	0.00255231	0.361107	0.534775	0.0454349	0.0110223	0.0395748
s	7.38803e-05	8.45082e-05	4.42091e-05	4.88147e-05	0.00023709	0.000310956	0.0567774	0.152086	0.343776	0.432684	0.0138768
o	0.000259619	0.000103288	0.000277624	0.000197981	0.00101886	0.00062543	0.0418343	0.10772	0.207128	0.0750805	0.565754
t	7.26779e-05	4.24866e-05	3.29658e-05	3.38903e-05	0.00010919	0.000108919	0.0138601	0.04192	0.263706	0.624369	0.0557443
o	0.000212228	0.000124123	0.000237812	0.00016246	0.000599832	0.000400754	0.00834976	0.0158252	0.182933	0.126003	0.665151
t	0.000106079	3.47869e-05	3.86005e-05	3.89039e-05	0.000111776	9.03726e-05	0.0056887	0.0198852	0.154803	0.726871	0.0923313
s	0.000150293	0.00011681	0.000170545	0.000114954	0.000462293	0.000231704	0.00228735	0.00619596	0.107222	0.207121	0.675927
o	0.000119691	0.000251995	2.72571e-05	2.81996e-05	0.000181591	0.000114223	0.00500464	0.0147936	0.139621	0.639497	0.200361
m	0.000137596	5.56927e-05	0.000120037	0.000110061	0.000233868	0.000154218	0.00125163	0.00709952	0.0222186	0.29409	0.674529
ì	0.000937108	0.000539863	0.00154654	0.00131268	0.00170566	0.0013299	0.00837536	0.00918071	0.0747924	0.614696	0.285584
</S>	0.000112575	5.93985e-05	0.00179554	0.00104281	0.00100372	0.00071577	0.00181762	0.010042	0.00323156	0.0579914	0.922188
