 	lo	sentii	ee	che	arrivava	</S>
t	0.977828	0.0179379	0.000575749	7.391e-05	0.000300069	0.00328463
o	0.993708	0.000921097	0.00386729	0.000366844	0.000587226	0.000549026
n	0.463485	0.525391	0.0101789	0.000933235	4.8815e-06	7.70404e-06
ì	0.0208147	0.16118	0.238001	0.140346	0.352358	0.0873015
k	0.00234566	0.937848	0.0323602	0.00258288	0.00682789	0.0180353
u	0.133097	0.821591	0.0439826	0.000922106	0.000244853	0.000162492
s	0.121249	0.598795	0.276774	0.00309646	7.27757e-06	7.85575e-05
a	0.00397472	0.16833	0.588435	0.179784	0.0235091	0.0359674
e	0.00521972	0.0686283	0.900791	0.017493	0.000336982	0.00753147
e	0.000464957	0.0243792	0.779655	0.187153	0.00129383	0.00705383
k	0.00035367	0.0112772	0.0377145	0.946704	0.0010031	0.0029476
a	0.000682039	0.0164592	0.0568778	0.668504	0.0852482	0.172229
è	0.000621314	0.0243799	0.239555	0.578767	0.0401738	0.116502
s	0.00322083	0.13735	0.018047	0.74733	0.0872175	0.0068343
t	0.00074507	0.0399272	0.00605449	0.77709	0.170743	0.00544115
a	1.03646e-05	0.000130246	0.000254511	0.00224126	0.818486	0.178878
z	0.000414675	0.00467096	0.0258108	0.330051	0.037782	0.601271
z	9.95017e-05	0.00177157	0.00158608	0.28989	0.498008	0.208644
e	0.000785739	0.0023455	0.00814425	0.0241414	0.165207	0.799376
</S>	6.53009e-05	0.000535563	0.00102763	0.0640452	0.0593215	0.875005
