 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.675986	0.0117382	0.249989	0.0510968	0.00265714	0.000395175	0.000908622	0.000155432	3.43009e-05	0.000170162	0.000937103	0.00593243
n	0.552428	0.399098	0.0347752	0.00624181	0.00408815	0.00103526	0.00184777	0.000228728	6.76044e-06	0.00014273	9.27044e-05	1.46803e-05
è	0.0177598	0.017304	0.266278	0.327036	0.13737	0.0219165	0.172491	0.0162314	3.77193e-05	0.00525701	0.00840091	0.00991779
r	0.000137222	0.00141253	0.913798	0.0794935	0.00384568	0.000146009	0.00113333	1.2252e-05	6.04176e-08	6.08419e-06	4.27618e-06	1.10744e-05
t	0.0908965	0.407818	0.390416	0.0683223	0.0361194	0.00445584	0.00110032	0.000245777	1.26046e-05	3.91443e-05	0.000218722	0.000355077
i	0.00103814	0.0150179	0.281269	0.285978	0.135384	0.0545813	0.120129	0.0208917	0.00033831	0.00235291	0.0276036	0.055416
n	0.00421364	0.0848747	0.782479	0.103677	0.0181942	0.00629126	8.56832e-05	0.000134101	1.63108e-05	3.19574e-05	1.11202e-06	4.94047e-07
è	0.00561607	0.0484211	0.66515	0.145772	0.0801193	0.0262879	0.014227	0.00530787	0.000396501	0.00139506	0.000674345	0.0066329
s	1.66808e-05	0.000531533	0.85454	0.136843	0.00604162	0.000600004	0.00122032	3.71569e-05	4.87581e-07	1.31775e-05	3.78745e-05	0.000118831
s	0.0265349	0.0625331	0.591141	0.173578	0.108178	0.0210254	0.014778	0.000830251	0.000101708	0.000306209	0.00035745	0.000636961
u	0.003184	0.0266229	0.22403	0.204051	0.166865	0.105776	0.178814	0.0119127	0.00588127	0.00796924	0.0222111	0.042683
m	0.00407776	0.0424895	0.164594	0.447109	0.263798	0.0708911	0.00346687	0.0016934	0.000474086	0.00134134	3.4721e-05	3.04557e-05
u	0.00107994	0.00897192	0.317499	0.214586	0.235245	0.110017	0.0572206	0.023385	0.00133447	0.00488075	0.00298494	0.0227955
k	0.00178976	0.0235097	0.047896	0.146579	0.607508	0.148485	0.00445308	0.00602597	0.00238108	0.00476717	0.000537603	0.00606813
u	0.00107239	0.00577051	0.0187848	0.0525051	0.550227	0.22517	0.0494754	0.049208	0.00287775	0.0077876	0.00515608	0.0319652
à	0.000903168	0.0126599	0.00455181	0.00700871	0.713105	0.216355	0.00608964	0.00956306	0.00511221	0.00474697	0.000792157	0.0191128
i	0.000501245	0.00100754	0.00451503	0.00460539	0.694161	0.17398	0.117557	0.00272419	0.000405457	0.000247821	0.000156408	0.000139357
s	0.000221488	0.000273459	0.000483685	0.000455845	0.122356	0.753052	0.101919	0.0202913	0.000226715	0.000398324	8.81798e-05	0.000233043
à	0.000287172	0.00103793	0.000956756	0.00102729	0.150881	0.492227	0.104613	0.122002	0.0103822	0.0179022	0.0304771	0.068206
m	7.53843e-06	4.47247e-05	0.00413083	0.0023833	0.0882846	0.101893	0.785462	0.00506449	0.000164966	0.00157625	0.00330527	0.00768357
b	0.000532515	0.000217366	0.0017075	0.00148785	0.108343	0.233953	0.61986	0.0194229	0.00149353	0.004822	0.00551888	0.00264097
a	4.80746e-05	0.000756995	0.000610749	0.000544913	0.00767624	0.0121903	0.10266	0.0689747	0.0160062	0.0257894	0.331908	0.432834
v	0.000219951	0.000191724	0.000261792	0.000215493	0.00321714	0.0539126	0.138269	0.473437	0.0853157	0.171133	0.00971626	0.06411
ò	0.000482281	0.000464522	0.000601715	0.000449068	0.00278386	0.0769151	0.11734	0.459477	0.130336	0.0828428	0.0369492	0.0913585
r	3.95541e-05	3.42264e-05	0.00138814	0.000851354	0.00153993	0.00995498	0.65778	0.210671	0.00939455	0.0250829	0.0465054	0.0367583
a	0.000574267	0.000214494	0.000763662	0.00044575	0.00116102	0.0115396	0.108196	0.648813	0.08568	0.0677563	0.0554947	0.0193613
s	6.82713e-05	7.92884e-05	5.51963e-05	3.3293e-05	0.00012884	0.00154165	0.00194603	0.128759	0.313881	0.497253	0.0139629	0.0422917
o	0.000342796	0.000151331	0.000400563	0.00023532	0.000288451	0.00212578	0.00457523	0.100375	0.210125	0.312639	0.157034	0.211708
t	0.000112511	7.57069e-05	7.0439e-05	3.69146e-05	9.48607e-05	0.000547493	0.000561641	0.0462197	0.26001	0.57433	0.0229933	0.0949466
s	0.000324644	0.000236287	0.000392912	0.000246508	0.000242397	0.00117576	0.00125503	0.0173949	0.123729	0.454474	0.144628	0.2559
o	0.000335157	0.000789058	0.000100004	3.89586e-05	0.00019712	0.0020308	0.000543382	0.0423875	0.466946	0.0259793	0.0299718	0.430681
m	7.08117e-05	3.50271e-05	6.7449e-05	5.20683e-05	6.80051e-05	0.000172331	0.000148719	0.006537	0.0165236	0.190529	0.184074	0.601723
ì	0.000906764	0.000710692	0.00123739	0.00101793	0.00120051	0.00228442	0.00963278	0.0302383	0.0973733	0.532138	0.211867	0.111393
n	0.000123271	6.88655e-05	0.00122284	0.000841046	0.00051016	0.000551971	0.00779377	0.0110109	0.0102519	0.176997	0.655738	0.13489
a	0.00114609	0.000434366	0.0019771	0.00105119	0.000766413	0.00133122	0.00132407	0.0105513	0.0104744	0.147931	0.797457	0.025556
f	9.54276e-05	0.000122319	7.83485e-05	4.7098e-05	7.65028e-05	0.000146327	5.38637e-05	0.00246182	0.0490131	0.255106	0.243233	0.449566
è	0.0012133	0.000347634	0.00157782	0.000939075	0.000677913	0.0014149	0.000584645	0.00104811	0.00448652	0.123291	0.649932	0.214487
r	7.42626e-06	3.04508e-06	0.000247864	0.000171232	7.91609e-05	4.81935e-05	0.00119814	0.00115714	0.000310659	0.0286876	0.904183	0.0639064
i	0.000133344	5.77038e-05	0.000205803	0.000130629	0.000106413	0.000166343	0.000281393	0.00429564	0.00459231	0.0676472	0.874184	0.0481988
</S>	2.62206e-05	3.21752e-05	2.47089e-05	1.77727e-05	2.27448e-05	3.25152e-05	1.04655e-05	0.000246617	0.00180274	0.0139045	0.123147	0.860733
