 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.979108	0.0122943	0.00731208	0.000137358	0.000248514	1.12818e-05	7.38951e-06	0.000118367	0.000762994
c	0.359649	0.519853	0.0909394	0.000909674	0.0278089	0.000384647	3.51259e-05	0.00036833	5.21476e-05
h	0.00892868	0.932375	0.0113806	0.0265473	0.0130213	0.00169611	0.000612955	0.000600154	0.00483757
r	0.0683153	0.919967	0.00600669	0.000776695	0.00412064	0.000663639	7.00491e-05	6.70747e-05	1.24349e-05
ò	0.0288497	0.662376	0.161725	0.0635433	0.0392961	0.0125779	0.00294465	0.00627484	0.0224128
n	0.00952558	0.424354	0.412249	0.0942212	0.0268098	0.00353359	0.000962516	0.0255298	0.00281421
o	0.0510485	0.279918	0.650189	0.00643916	0.0112612	3.81057e-05	1.66649e-05	0.000783883	0.000306068
k	0.0338819	0.027944	0.925093	0.00294964	0.00901674	0.000820699	8.77966e-05	0.000150383	5.60082e-05
a	0.00334388	0.0855016	0.421143	0.277673	0.104678	0.0492373	0.00546459	0.0175204	0.0354379
m	0.00693455	0.0115006	0.913941	0.0173011	0.0250995	0.0124589	0.00096267	0.000726141	0.0110756
b	0.0010538	0.0165924	0.402842	0.390012	0.0974007	0.0322637	0.0042754	0.0116804	0.0438792
è	0.0612686	0.0874572	0.102318	0.0475757	0.0506974	0.102019	0.0317372	0.0189617	0.497965
n	0.000533722	0.0030001	0.119287	0.602474	0.245195	0.00389501	0.00137099	0.0235144	0.000730208
n	0.000173088	0.00107813	0.197468	0.682828	0.113744	0.000884138	0.000142485	0.00322961	0.000452624
i	3.4213e-05	0.00356791	0.00661039	0.663383	0.0179294	0.0337386	0.0171947	0.136532	0.12101
è	0.00108148	0.00143888	0.0298756	0.0791315	0.430653	0.415065	0.0212198	0.00188949	0.0196448
n	9.63486e-05	0.000292979	0.00265678	0.176269	0.796441	0.0210423	0.00137039	0.00158916	0.000242058
a	0.000200716	0.000970905	0.00804067	0.226452	0.44001	0.259467	0.0312584	0.0312422	0.00235705
f	0.000184481	0.000212866	0.00174076	0.0058616	0.113429	0.764795	0.0789824	0.00264351	0.0321507
à	0.000502041	0.00260497	0.00339796	0.0057557	0.0110727	0.502215	0.37356	0.0664428	0.0344494
o	1.26228e-05	0.000807247	0.000961532	0.0861938	0.105091	0.250928	0.209903	0.259004	0.0870992
p	0.00105112	0.00311942	0.00407719	0.010067	0.0108148	0.123736	0.783247	0.0472266	0.0166611
o	4.47317e-05	0.000363099	0.00026111	0.00319436	0.000842979	0.272409	0.554852	0.0459301	0.122103
d	0.000127368	0.000348877	0.000568193	0.000550258	0.00278063	0.270198	0.473124	0.0397281	0.212575
d	7.83647e-05	0.000759603	0.000642127	0.00270094	0.000453643	0.0846244	0.691359	0.116251	0.103131
h	0.000301798	0.00120311	0.000532656	0.00392146	0.00346451	0.219324	0.0611319	0.0300286	0.680092
à	0.000147579	0.000506492	0.000313008	0.001294	0.00143807	0.111342	0.111726	0.040505	0.732727
g	3.35148e-05	0.000183972	0.000483976	0.000525745	0.000582324	0.00109516	0.0166658	0.975926	0.00450329
l	0.000603605	0.00688939	0.0112115	0.0157275	0.0035687	0.00699689	0.19195	0.756231	0.00682096
i	5.13782e-05	0.000688752	0.000286378	0.00342273	0.00090296	0.0517295	0.174991	0.18746	0.580467
c	0.000429157	0.000791753	0.000597983	0.000568844	0.0013212	0.0502416	0.0364411	0.134837	0.774771
è	0.000455888	0.00266399	0.00134535	0.00329279	0.000231559	0.00816643	0.159643	0.595774	0.228427
a	4.19277e-06	0.000123865	8.83042e-05	0.000545011	0.000127058	0.000344478	0.00569624	0.942171	0.0509001
</S>	0.000409141	0.00112718	0.000761359	0.00154189	0.000396922	0.00134434	0.0100249	0.4323	0.552094
