 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.999153	0.000647054	0.000115111	4.45393e-06	3.34838e-05	4.92731e-06	9.82229e-07	4.13349e-05
à	0.428714	0.518126	0.0429404	0.00407839	0.00606133	2.51585e-05	4.50283e-05	1.01233e-05
b	0.00187597	0.00686352	0.990621	4.06144e-05	0.000534686	1.15363e-05	1.01954e-05	4.24435e-05
b	0.00554061	0.197043	0.767855	0.0156908	0.0126802	6.50147e-05	0.000905262	0.000220865
e	0.00572685	0.112379	0.83866	0.0225875	0.00635243	0.000977324	0.00779925	0.00551797
t	0.0940019	0.4286	0.11707	0.343141	0.0170382	7.41188e-05	9.51377e-06	6.57983e-05
o	0.0051612	0.955555	0.0154578	0.0159542	0.00131413	0.00206289	0.00037275	0.00412227
u	0.0349306	0.176543	0.0176376	0.757202	0.011238	0.000295207	0.000463173	0.00168997
k	0.00134744	0.0383244	0.0198623	0.819013	0.119848	0.000478106	6.55848e-05	0.0010606
o	0.00434609	0.198357	0.00282258	0.726711	0.0439495	0.00877594	0.000503349	0.0145349
r	0.00155516	0.0118651	0.00017114	0.964896	0.0130106	0.000569936	0.0015448	0.00638717
a	0.00197142	0.138489	0.00606181	0.521909	0.124523	0.112138	0.00237173	0.0925368
s	0.00284596	0.0147607	9.28365e-05	0.926392	0.0336574	0.00107824	0.00338674	0.0177857
ì	0.00259632	0.10854	0.00332586	0.569178	0.120479	0.0864803	0.00268568	0.106714
u	0.00144238	0.00756836	0.0439965	0.140607	0.246983	0.100889	0.223697	0.234816
è	0.0011597	0.002943	0.00116129	0.12118	0.871825	0.000688646	0.000206739	0.000834937
n	0.000130334	7.9192e-05	0.00355911	0.00204425	0.946829	0.0376081	0.00942221	0.000327836
a	0.00163217	0.0135596	0.0127665	0.0443076	0.596319	0.172875	0.152402	0.00613809
n	0.000653826	0.00142724	0.000139171	0.0269697	0.371063	0.314222	0.218436	0.0670893
e	0.000107323	0.00141607	0.00034587	0.00100291	0.00584223	0.948927	0.00252514	0.0398337
à	0.000346787	0.00093429	5.53591e-05	0.00485965	0.0319314	0.570848	0.207969	0.183056
s	9.16902e-05	0.0003322	0.00342047	0.000149107	0.0118245	0.0675119	0.914846	0.00182457
p	0.000349789	0.00307047	0.00240163	0.00290987	0.0817384	0.310916	0.586483	0.0121301
r	2.4007e-05	0.000403961	0.000120179	0.00026872	0.00232021	0.0238708	0.0784955	0.894497
o	0.000105064	0.000846283	0.000136171	0.00199143	0.0165894	0.00407956	0.0249804	0.951272
</S>	0.000383584	0.00109076	0.000157191	0.00123233	0.0139621	0.0650693	0.0351846	0.88292
