 	Marika	è	che	si	sposa	domani	</S>
M	0.995337	0.00356273	6.59082e-05	2.7115e-05	5.68737e-06	9.878e-05	0.000902298
a	0.953302	0.0134822	0.0129159	0.0101933	0.000407759	0.00071046	0.00898838
r	0.35357	0.524247	0.0918839	0.018312	0.00881951	0.00264928	0.00051786
ì	0.735668	0.144888	0.0735341	0.0192416	0.00332996	0.00053092	0.0228072
k	0.16456	0.807331	0.0153208	0.00468082	0.000172316	0.00553459	0.00240046
a	0.478118	0.517481	0.00325925	0.000148668	3.07094e-05	0.000688031	0.000274402
è	0.00520337	0.625226	0.305861	0.0237113	0.0363979	0.00235384	0.00124646
n	0.0323793	0.683388	0.258371	0.0202647	0.00130881	0.00249918	0.00178961
a	0.0191558	0.148979	0.738669	0.0711028	0.00125755	0.0202751	0.000561304
r	0.000254593	0.0242402	0.149057	0.565945	0.246411	0.00567279	0.00841994
m	0.000837816	0.00385065	0.208139	0.699708	0.0668937	0.00483291	0.0157381
a	0.000370719	0.00198277	0.145839	0.578338	0.100232	0.017527	0.155711
s	5.38823e-05	0.00173632	0.0496541	0.288723	0.523681	0.0116267	0.124525
t	0.00156287	0.00187142	0.0815327	0.43911	0.286718	0.0328981	0.156308
ì	0.000641941	0.00782099	0.148287	0.102879	0.142922	0.0283103	0.569139
à	0.000301118	0.00112156	0.0038616	0.00401302	0.00229304	0.981128	0.00728198
v	0.00132022	0.0131177	0.00149169	0.00136788	0.0151302	0.945212	0.02236
v	0.000823651	0.000637066	0.00144219	0.00114913	0.00167401	0.993116	0.00115823
r	0.00104248	7.01387e-05	0.00195436	0.00902425	0.00172479	0.705103	0.281081
i	0.00123727	0.000134744	0.00539507	0.0155804	0.00565511	0.0329638	0.939034
</S>	7.50369e-05	0.000121844	0.000405071	0.00071652	0.0102004	0.000774237	0.987707
