 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.999162	0.000653195	0.000102558	5.69294e-06	1.2719e-05	2.15164e-06	6.14065e-05
à	0.510753	0.410395	0.0735676	0.00505047	0.000143742	7.5456e-05	1.44945e-05
b	0.00195905	0.00408749	0.993762	3.16448e-05	8.87373e-05	1.60669e-05	5.49708e-05
b	0.00401485	0.0537288	0.93464	0.00563631	0.00050299	0.00119534	0.00028205
i	0.00551827	0.0503471	0.912737	0.00948595	0.00220844	0.0111079	0.00859552
t	0.114044	0.36155	0.147616	0.372717	0.00391362	1.55527e-05	0.000144197
o	0.00635602	0.944304	0.0262368	0.0130925	0.00245346	0.000431281	0.00712583
u	0.0362111	0.117425	0.0175437	0.823612	0.00233264	0.000803987	0.0020718
k	0.00148613	0.0263962	0.0219174	0.925398	0.0231673	7.42005e-05	0.00156103
o	0.00476704	0.18024	0.00257402	0.732301	0.0465284	0.000957641	0.0326318
r	0.00151557	0.00950554	0.000179032	0.970136	0.00614762	0.00370136	0.00881451
a	0.00192515	0.0998082	0.00603983	0.495708	0.210636	0.00399878	0.181884
s	0.00313098	0.0133489	0.000106552	0.918034	0.0223017	0.00988169	0.0331957
ì	0.00191426	0.0672969	0.00244144	0.439752	0.310229	0.00393424	0.174432
u	0.00104787	0.0023955	0.0248249	0.0415312	0.143047	0.519237	0.267916
t	0.00355326	0.005028	0.00297393	0.182749	0.798969	0.00168068	0.0050464
è	0.000416755	0.00394062	0.000238249	0.00877792	0.826635	0.0156569	0.144335
l	8.82845e-06	2.15025e-05	0.00193788	0.000167297	0.548525	0.144224	0.305115
i	0.000470799	0.00284757	0.00428524	0.00632122	0.764227	0.210471	0.0113771
à	0.000696702	0.000820406	7.40204e-05	0.00615086	0.202785	0.700311	0.0891617
s	7.35176e-05	0.000225816	0.00149964	0.000100967	0.042297	0.946715	0.0090886
p	0.000221223	0.000929176	0.00120564	0.000918165	0.0727694	0.90952	0.0144361
r	5.15497e-05	0.000409704	7.17016e-05	0.000289637	0.0111495	0.0554181	0.93261
o	0.000214122	0.00124309	0.000150659	0.00198055	0.00970859	0.029112	0.957591
</S>	0.000282079	0.000692123	9.02025e-05	0.000758159	0.0218615	0.0176299	0.958686
