 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.99037	0.00672074	0.00249827	0.000312106	2.9443e-06	5.68269e-06	2.69961e-07	1.67186e-05	8.36615e-07	6.69405e-06	7.389e-07	1.38521e-06	1.9764e-05	4.37467e-05
p	0.979297	0.00177489	0.0113455	0.000586805	0.00135815	0.00205853	4.13635e-05	0.00147649	0.000470842	0.00073072	7.3077e-05	0.000357863	0.000402607	2.61371e-05
à	0.668916	0.280587	0.0149105	0.0203312	0.00219391	0.00263043	0.000152231	0.00448522	0.000457198	0.00012254	0.000184762	0.000299647	0.000722234	0.00400768
o	0.975013	0.0195161	0.00423378	0.000304963	5.44296e-05	0.000152676	4.95079e-07	0.000624506	1.14944e-05	1.78356e-06	6.47324e-06	9.79779e-06	8.01273e-06	6.26072e-05
v	0.235368	0.298313	0.453416	0.00748918	0.0015416	0.00140794	8.55864e-05	0.000904617	0.000207457	0.000269953	2.80048e-05	8.76022e-05	0.000433635	0.000447197
r	0.0218422	0.919574	0.0263764	0.00946971	0.00514432	0.00482583	0.000412157	0.00435171	0.0013014	0.000664987	0.000931913	0.000396905	0.000468908	0.00423931
ì	0.0232488	0.280109	0.283285	0.0245495	0.115833	0.047206	0.0640705	0.0124435	0.0410425	0.0241436	0.0235243	0.014681	0.013321	0.0325416
s	0.00328383	0.362271	0.595347	0.0206347	0.00493036	0.00475966	0.000324787	0.00790351	0.000105625	0.000298826	1.26568e-05	1.35313e-05	8.82643e-05	2.65562e-05
k	0.0109607	0.284397	0.677669	0.0159911	0.00403132	0.00331245	0.000224399	0.0029927	0.000123227	7.71542e-05	1.06224e-05	1.3496e-05	0.00012651	6.94184e-05
o	0.000637287	0.942812	0.00773297	0.0312825	0.00241005	0.00423502	2.02515e-05	0.00818035	0.00063404	3.05566e-05	4.94088e-05	0.000190006	0.000763102	0.00102215
n	0.000639669	0.00817084	0.69253	0.0517823	0.139128	0.0368871	0.0403869	0.00470247	0.0161964	0.00650808	0.00228769	0.000661622	8.84298e-05	3.0755e-05
t	0.000358916	0.306079	0.53174	0.0712119	0.0413086	0.0207005	0.00328229	0.0139479	0.00309708	0.000685626	0.00181567	0.000283776	0.000385124	0.00510362
a	0.000454831	0.0593942	0.16422	0.100624	0.188722	0.0691948	0.133813	0.00824769	0.0459018	0.0132422	0.0273405	0.0081743	0.0133831	0.167289
