 	non	mi	aspetti	che	non	vengo	</S>
m	0.0635291	0.250835	0.0173821	0.0441999	0.00620908	0.580288	0.0375569
ì	0.0164201	0.0265833	0.618946	0.0680095	0.00540082	0.167449	0.0971907
m	0.00814961	0.957703	0.00421946	0.0201552	0.000224318	0.00811906	0.00142946
e	0.0356095	0.665706	0.0880427	0.166925	0.00291014	0.0347974	0.00600954
m	0.0289459	0.377359	0.0517589	0.528231	0.0132513	0.000448589	5.50233e-06
ì	0.00083444	0.00670428	0.834689	0.0369697	0.0132496	0.0901759	0.0173767
n	0.000137017	0.076341	0.479197	0.388029	0.0052672	0.0415931	0.00943568
i	0.000992675	0.00410761	0.549787	0.423169	0.0134261	0.00772533	0.000792078
k	0.000431599	0.00396005	0.00967934	0.671028	0.313339	0.00134896	0.000212865
a	0.00289582	0.0175538	0.0769528	0.364596	0.106983	0.285816	0.145203
e	0.000874949	0.00176823	0.00512934	0.14254	0.699435	0.0407797	0.109473
n	0.0103987	0.0164807	0.0197135	0.0753439	0.320232	0.474954	0.0828772
è	0.00502592	0.0322169	0.0108791	0.0418228	0.0424409	0.684947	0.182667
r	8.68642e-05	0.00443415	0.00727788	0.0208351	0.00302775	0.754431	0.209907
k	0.00879721	0.034164	0.029932	0.147092	0.0392265	0.713776	0.0270121
o	5.19939e-06	0.00024029	0.0187702	0.00507054	0.000232332	0.820666	0.155016
m	0.00114021	0.00144198	0.00147264	0.00889056	0.0319128	0.837383	0.117759
e	0.000655575	0.00251789	0.00608711	0.00236317	0.00145722	0.2854	0.701519
</S>	0.000394996	0.000392203	0.000322048	0.000418445	0.00192981	0.172558	0.823984
