 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.919054	0.0682643	0.00991506	0.000556091	7.89965e-05	0.000251941	0.00187945
m	0.114155	0.875937	0.00891072	0.000946728	2.0796e-05	2.22438e-05	7.09826e-06
à	0.0572558	0.63935	0.226128	0.0495077	0.019225	0.0031785	0.00535505
k	0.00682594	0.989872	0.0017896	0.000777199	0.000436212	1.1504e-05	0.000287165
i	0.0509301	0.944211	0.00351635	0.00128746	3.68947e-06	1.58992e-05	3.58615e-05
n	0.456319	0.40317	0.0667151	0.0711534	0.000123928	0.00241715	0.000101365
a	0.023709	0.316966	0.436654	0.161274	0.0311846	0.00365932	0.0265541
t	0.0634974	0.128816	0.45932	0.310317	0.00235154	0.0215734	0.0141249
è	0.00342923	0.00622007	0.850763	0.0650513	0.0448872	0.00865154	0.0209979
l	0.000314122	0.130995	0.750396	0.0610731	0.0135265	0.00169848	0.0419968
i	0.000700946	0.0205644	0.924293	0.052891	0.000350446	0.000598722	0.000601477
s	0.00124572	0.00240438	0.0728827	0.906614	0.00127908	0.012309	0.00326506
t	0.000281877	0.000872465	0.559589	0.34624	0.0627306	0.00656189	0.0237238
i	0.00188788	0.000768856	0.0503566	0.0762778	0.0316956	0.64986	0.189153
a	0.000527064	0.000731748	0.0568339	0.853714	0.006997	0.0393239	0.0418724
m	0.000613139	0.00202745	0.0130528	0.930521	0.0387047	0.00844981	0.00663119
m	0.000983509	0.00200594	0.0409021	0.628925	0.169507	0.124742	0.0329345
è	0.000625912	0.000598336	0.0112353	0.258124	0.0477331	0.169372	0.512312
n	0.00383749	0.052851	0.00281088	0.236829	0.514173	0.107368	0.0821311
i	0.00322625	0.00611384	0.0976475	0.468476	0.30204	0.106596	0.0159011
a	0.000674434	0.000362541	0.0016364	0.390911	0.105721	0.469676	0.0310186
t	0.000140085	0.000622367	0.00100313	0.0478756	0.836935	0.0732873	0.0401366
t	0.000981228	0.000296042	0.00133808	0.0241922	0.668507	0.200086	0.104599
o	0.000874753	6.22633e-05	0.00157096	0.0347281	0.0311844	0.680953	0.250627
m	0.000179443	0.000151336	0.000309386	0.0227804	0.152524	0.618759	0.205297
e	0.000311773	0.000585071	0.00133755	0.0186623	0.581265	0.312075	0.0857628
k	0.000531986	0.000156992	0.000177774	0.018209	0.0521078	0.633954	0.294862
k	0.000820028	0.00119949	0.00166748	0.0118386	0.214483	0.700136	0.0698557
à	0.000329588	0.000137405	0.000896172	0.045052	0.0554513	0.279705	0.618429
n	0.00406816	0.0389576	0.00587026	0.00936752	0.0535473	0.710897	0.177292
i	0.00191607	0.00418532	0.0191684	0.0133413	0.429998	0.499378	0.0320129
k	0.000167083	6.47723e-05	4.38773e-05	0.00203294	0.003462	0.862492	0.131737
o	0.000639405	0.000550567	0.00326483	0.00272338	0.0639485	0.542477	0.386397
</S>	0.000108471	3.57294e-05	3.86254e-05	0.000639279	0.00413356	0.557496	0.437548
