 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.999637	0.000338049	1.36316e-05	1.05641e-06	3.6e-07	2.5342e-07	1.90735e-07	2.42557e-07	4.8432e-07	2.26975e-07	8.35618e-06
r	0.988071	0.0113777	0.000117171	1.58387e-05	2.10046e-05	1.48627e-05	3.19795e-05	2.55241e-05	4.70804e-05	3.44039e-05	0.000243411
t	0.796688	0.18168	0.0106635	0.000221364	0.000224933	8.51927e-05	1.42907e-05	3.13321e-05	2.39509e-06	0.0100188	0.000369723
e	0.254546	0.381181	0.355226	0.00388637	0.002212	0.000557406	0.000401765	0.000275875	3.83225e-05	0.000843633	0.000831306
n	0.249655	0.745869	0.00387694	0.000251555	0.000259406	6.453e-05	5.62483e-06	1.59166e-05	8.84186e-07	3.56695e-07	8.39415e-08
a	0.0989621	0.444197	0.315264	0.0151312	0.0238587	0.0247212	0.0218072	0.0183537	0.00778906	0.00270486	0.0272112
i	0.026731	0.808904	0.124693	0.00813204	0.0153872	0.00973088	0.00167747	0.00441509	8.03036e-05	5.94928e-05	0.000189904
v	0.0014727	0.0922733	0.811649	0.0464611	0.0163938	0.0138065	0.00475793	0.0090635	0.000341611	0.000442688	0.00333795
ò	0.00304729	0.0205366	0.875739	0.0187742	0.022842	0.0182703	0.0120778	0.0112597	0.00213793	7.54645e-05	0.0152392
s	0.00147316	0.15981	0.831734	0.00193786	0.000472376	8.71325e-05	9.28555e-05	4.28062e-05	5.66044e-05	0.00299876	0.00129475
t	0.011652	0.0233452	0.827737	0.0722689	0.0347122	0.0115352	0.00069469	0.000905003	1.90737e-05	0.0164146	0.000715916
e	0.00441191	0.00388097	0.558775	0.0580149	0.0542001	0.0262495	0.0170081	0.00375536	0.000240961	0.128754	0.144709
s	0.00175186	0.00397952	0.177756	0.409346	0.278647	0.1048	0.010888	0.0124412	0.000156799	4.84986e-05	0.000184913
t	0.000379947	0.000910355	0.664395	0.0695729	0.103154	0.0780486	0.0417083	0.0152563	0.00842381	0.000951711	0.0171988
u	0.00158517	0.000886369	0.0446739	0.468987	0.1637	0.120503	0.0509016	0.020253	0.0105005	0.00372514	0.114284
d	0.000287831	0.00110422	0.269326	0.329697	0.242289	0.099969	0.0271893	0.0187106	0.00252618	0.00035017	0.00855063
i	0.000695111	0.0012628	0.159795	0.15297	0.284959	0.20012	0.101216	0.0412954	0.0154462	0.000562065	0.0416791
è	0.000138796	0.000274823	0.00466241	0.399043	0.457926	0.101141	0.0153276	0.0116862	0.00058091	0.000430137	0.00878833
o	0.000922382	0.00569781	0.0104302	0.601412	0.35283	0.0194752	0.000781091	0.0007138	3.77256e-05	0.00751594	0.000183522
n	0.000532737	0.000992299	0.00162023	0.0162564	0.778219	0.19588	0.00393187	0.00217075	2.96155e-05	0.00020076	0.000166405
a	0.000760691	0.000436543	0.00913217	0.0662237	0.613072	0.164399	0.080335	0.0209493	0.00567607	0.000911343	0.0381033
n	7.38215e-06	6.47435e-05	4.74656e-05	0.00377537	0.533555	0.410597	0.036803	0.0114185	0.000407836	0.00107088	0.00225316
a	0.000445753	0.000355345	0.00322457	0.0112095	0.448739	0.316998	0.135153	0.0321413	0.0218794	0.000432794	0.0294215
m	1.6872e-05	6.78784e-05	3.76974e-05	0.00212686	0.35392	0.55042	0.0638565	0.0183776	0.000667179	0.00253643	0.00797312
à	0.000602545	0.000873956	0.00321669	0.00491832	0.339482	0.402545	0.153361	0.0387885	0.0130812	0.00082123	0.0423097
s	0.000474418	0.0107435	0.00677579	0.00110497	0.173364	0.0801857	0.0247721	0.00329692	0.00073233	0.664493	0.0340577
o	0.000441957	0.000587898	0.00223685	0.00282822	0.199591	0.474215	0.159731	0.0917139	0.0021865	0.0530188	0.0134481
n	4.12129e-05	7.48019e-05	2.06494e-05	0.000972374	0.0732283	0.521349	0.203411	0.197592	0.000367935	0.0016246	0.00131793
a	0.000119963	0.000100816	0.000627234	0.000261187	0.0191345	0.275714	0.569075	0.0789274	0.0315408	0.00188543	0.0226135
d	1.64865e-05	4.71319e-05	1.27744e-05	0.000111581	0.01976	0.382257	0.425711	0.156661	0.00223226	0.00403146	0.00915895
i	0.000151974	0.000165346	0.000732611	0.000237417	0.0121848	0.159598	0.592991	0.096938	0.0341846	0.00278304	0.100033
v	4.34845e-05	6.83491e-05	2.25931e-05	0.000160675	0.00665514	0.107787	0.475137	0.358065	0.011167	0.0057985	0.0350951
e	0.00029235	0.000112115	0.000863977	0.000138582	0.00326673	0.0574149	0.70779	0.147069	0.0387588	0.00133059	0.0429639
n	2.5408e-05	7.16345e-05	1.87446e-05	7.65161e-05	0.00341	0.0790166	0.394676	0.448179	0.0165296	0.0190419	0.0389543
t	0.000210904	0.000115723	0.000661756	0.00010541	0.00187522	0.0275992	0.552031	0.242048	0.0855718	0.00203884	0.0877417
