 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.691366	0.308258	0.000292157	3.37735e-06	3.01899e-06	2.75038e-06	2.86926e-05	4.51461e-05
t	0.982426	0.0173195	8.53515e-05	9.6829e-06	1.02623e-05	2.86108e-05	1.40901e-05	0.000106311
e	0.95944	0.0365898	0.00369352	5.5773e-05	3.985e-05	2.1367e-05	0.000117829	4.2067e-05
l	0.931521	0.0563526	0.00613836	0.00441973	0.00127338	0.000168728	0.000122399	3.39384e-06
a	0.159161	0.385332	0.274271	0.0471696	0.0883457	0.0123081	0.00878425	0.0246286
e	0.248163	0.194384	0.222686	0.159122	0.0940679	0.0622246	0.0186779	0.000674417
M	0.00463424	0.891076	0.0391438	0.0222599	0.0322969	0.00499859	0.00343801	0.00215275
a	0.281296	0.318938	0.27692	0.0530028	0.0491267	0.00357454	0.00468246	0.0124602
r	0.0329031	0.0519264	0.585496	0.103077	0.0986316	0.105285	0.0219675	0.000713473
ì	0.063489	0.356833	0.46648	0.0358222	0.0461417	0.00449403	0.00809235	0.0186476
a	0.593848	0.314237	0.0847105	0.00218069	0.000666747	0.00354998	0.000365694	0.0004418
à	0.00797837	0.194327	0.722757	0.0626612	0.00871681	0.00063711	0.00155697	0.00136554
v	0.021758	0.332581	0.606838	0.0366856	0.00131723	0.000195547	0.000142222	0.000481944
v	0.00484597	0.0786358	0.897694	0.0130407	0.00262505	0.000822525	0.00207004	0.000265715
r	0.0027236	0.0831171	0.152077	0.0252175	0.00612708	0.0507454	0.203856	0.476137
i	0.00301048	0.0361347	0.014367	0.0517779	0.020998	0.0647149	0.63625	0.172747
n	0.000230723	0.00823609	0.00362699	0.766037	0.109129	0.0591563	0.0262248	0.0273594
a	0.000457231	0.00154995	0.0324647	0.646368	0.237441	0.034998	0.0180736	0.0286475
r	1.69248e-05	8.72975e-05	0.000980227	0.611104	0.115192	0.0351029	0.169769	0.0677482
t	0.000507054	0.00272273	0.00716975	0.468363	0.230129	0.0807086	0.101675	0.108725
i	9.59444e-06	0.000226132	0.00045356	0.0631518	0.0140247	0.0318407	0.727936	0.162358
s	3.23202e-05	7.77434e-05	0.000268256	0.23403	0.163021	0.107635	0.271134	0.223802
e	0.00101763	0.00199644	0.00588802	0.129995	0.187322	0.108592	0.32108	0.244109
m	2.70252e-05	4.4978e-05	0.000189874	0.0827192	0.085279	0.0870751	0.462012	0.282653
è	0.00817972	0.00201617	0.0154942	0.0336746	0.422177	0.178575	0.21135	0.128533
n	0.0316118	0.00853015	0.00222935	0.0100497	0.0296779	0.135194	0.279819	0.502888
a	0.0114287	0.0380078	0.0163711	0.0576935	0.528406	0.209408	0.120658	0.0180269
</S>	1.4786e-05	1.85088e-05	8.37366e-06	0.00610226	0.035766	0.197317	0.730062	0.0307117
