 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.988675	0.00711388	0.00403026	1.37222e-05	8.58907e-06	9.76431e-06	3.47658e-06	3.20818e-06	0.000141811
a	0.954494	0.0383991	0.00695091	8.62824e-05	2.79876e-05	2.87974e-05	3.81229e-06	1.56931e-06	7.69585e-06
t	0.883373	0.104393	0.0106712	0.000150838	0.000139509	0.00125996	1.07055e-05	3.62007e-07	1.40617e-06
r	0.0253001	0.917161	0.0104334	0.0343786	0.00505909	0.00256789	0.000345963	0.0010163	0.00373788
a	0.544023	0.350043	0.0352474	0.0220146	0.0112106	0.00924293	0.0108303	0.00692932	0.0104587
v	0.402241	0.534574	0.0412985	0.00504806	0.00493388	0.00918119	0.00226594	3.29404e-05	0.000423943
ù	0.0290938	0.892031	0.0440252	0.00892867	0.0089467	0.013753	0.000613654	0.000186306	0.0024221
d	0.00328147	0.9791	0.0161048	0.000736757	0.00019661	0.000361681	5.35116e-05	5.87886e-05	0.000106609
i	0.0882212	0.686432	0.21839	0.0012785	0.00069201	0.00478821	3.53523e-05	2.15435e-05	0.000141675
a	0.111302	0.0247393	0.853045	0.0022087	0.00179487	0.00587921	0.000971673	5.76749e-06	5.34617e-05
p	0.0012597	0.019166	0.961015	0.00571088	0.00458458	0.0074125	0.000209024	2.68879e-05	0.000614803
l	0.00217847	0.035708	0.69361	0.189344	0.0450698	0.0125434	0.00832233	0.00217105	0.0110526
è	0.0728831	0.0651823	0.103414	0.102664	0.0322104	0.0167918	0.0458106	0.0206505	0.540393
o	0.000670261	0.173804	0.654016	0.131033	0.0155995	0.016739	0.00225855	0.00266072	0.00321863
n	0.00295581	0.00162631	0.89161	0.0739092	0.00804519	0.0215333	6.73457e-05	5.11094e-06	0.000247991
ò	0.000225567	0.0061307	0.13849	0.734118	0.057144	0.0169081	0.0106189	0.00639337	0.0299713
r	5.00278e-05	0.00926706	0.067784	0.856008	0.0407889	0.0153858	0.00142052	0.000704147	0.00859158
r	0.000289744	0.00317344	0.0526214	0.694663	0.138761	0.106174	0.00297078	0.000704879	0.000640675
i	0.000347519	0.0198909	0.0348352	0.760403	0.0420271	0.0472924	0.0179095	0.00950037	0.0677944
a	0.000226429	7.26481e-05	0.00374436	0.169303	0.497361	0.302873	0.0239787	0.000140037	0.00230172
è	8.45996e-05	0.000258481	0.00101553	0.138731	0.561861	0.293365	0.00344752	0.00017702	0.00105925
r	0.000107857	0.00077688	0.000652908	0.0263444	0.160287	0.807627	0.00384048	0.000224957	0.000139042
k	0.000261273	0.00216198	0.002463	0.0252262	0.455386	0.49847	0.0144416	0.00134466	0.000244436
u	1.1189e-05	0.00971298	0.00319476	0.422489	0.185382	0.0428111	0.0947624	0.0772076	0.164429
t	0.000274473	3.87389e-05	0.00053954	0.00737514	0.101563	0.733597	0.129962	0.00066063	0.0259905
t	0.00010641	0.000683706	0.000377754	0.0299598	0.434504	0.246554	0.185136	0.0404635	0.0622142
e	0.000807755	0.00031738	0.00129553	0.0788983	0.117273	0.04838	0.434896	0.023512	0.29462
g	9.52801e-05	2.3168e-05	0.000141978	0.00283387	0.109357	0.66794	0.165703	0.000910329	0.0529943
r	0.000273909	0.00266142	0.000705478	0.0127002	0.1073	0.477946	0.275437	0.0505702	0.0724063
a	0.00118163	0.000383482	0.000430043	0.0232318	0.0133442	0.0181734	0.0748376	0.106203	0.762215
m	0.000109847	0.000186837	0.000196173	0.00128417	0.0106005	0.186229	0.33051	0.0156529	0.455231
m	0.000702658	0.00674759	0.00127114	0.00944967	0.0303969	0.72576	0.145412	0.0407109	0.0395488
è	0.000606754	0.00219347	0.000366869	0.00540889	0.00993511	0.0387501	0.0545486	0.117092	0.771098
n	0.00546857	0.243655	0.0157495	0.00408682	0.00413469	0.0745029	0.267026	0.251911	0.133465
a	0.0012256	0.0212215	0.00446141	0.00538171	0.0148926	0.166208	0.183597	0.590755	0.0122567
s	0.000375782	6.05294e-05	0.000185177	0.000174479	0.00122615	0.116367	0.740991	0.033901	0.106718
i	0.000294345	0.00150384	0.000975136	0.00115821	0.00524966	0.0241667	0.397189	0.320081	0.249382
n	0.000309268	9.90852e-05	0.000146756	0.000244475	0.000605655	0.0198092	0.48923	0.135155	0.3544
ì	0.000302996	0.00179176	0.000847796	0.00131125	0.00302617	0.00798381	0.278301	0.448851	0.257584
t	3.68442e-05	0.0373091	0.00112823	0.00353801	0.00235009	0.0622125	0.188923	0.419939	0.284563
t	0.000138946	0.00152515	0.000490805	0.000597538	0.0013921	0.00762276	0.098183	0.856163	0.0338871
a	1.03786e-05	0.00226733	8.24296e-05	0.00252306	0.00167735	0.00302192	0.0172929	0.470101	0.503024
</S>	0.000243288	5.57093e-05	0.000168991	0.000131763	0.000407392	0.0107476	0.0686549	0.0262877	0.893303
