 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.974487	0.0202923	0.00035508	0.00025497	0.00103558	3.81379e-05	3.77816e-05	0.00011454	0.00338511
f	0.706677	0.238745	0.00363612	0.00194372	0.0448478	0.00360534	0.000241535	1.53035e-05	0.000288168
è	0.283081	0.28607	0.00466738	0.0626278	0.302804	0.0157393	0.0102438	0.000758549	0.0340084
n	0.0426243	0.888678	0.000101921	0.00560252	0.0520425	0.00833403	0.000738049	0.000287376	0.00159169
e	0.136231	0.851383	0.00863149	0.000881971	0.00227089	0.000348217	5.21413e-06	2.41178e-05	0.00022327
t	0.0669416	0.875202	0.0553358	0.000973999	0.00132864	7.89355e-05	0.000108735	2.10661e-05	8.81594e-06
e	0.00311483	0.905509	0.0325641	0.022294	0.00822983	0.0076589	0.00641015	0.00358048	0.0106385
k	0.0148075	0.692426	0.259611	0.0102378	0.0101953	0.00643775	0.00308351	0.00036427	0.00283659
a	0.00285828	0.564933	0.12857	0.101975	0.0785608	0.0415504	0.0176912	0.00505139	0.0588097
o	0.00710015	0.152176	0.667165	0.0859657	0.0151915	0.0301214	0.00901526	0.00164318	0.0316218
l	0.000906984	0.0587417	0.436428	0.361505	0.115945	0.00843545	0.00446832	0.00124541	0.0123241
à	0.00098772	0.034113	0.126127	0.718601	0.0470888	0.0156351	0.0182875	0.00414788	0.0350113
d	3.87964e-06	0.00708442	0.00068598	0.946001	0.0342784	0.00972596	2.83331e-05	0.000121527	0.00207046
r	0.000263655	0.0467324	0.0565268	0.781109	0.0878366	0.0250309	0.000327093	0.000873307	0.00130034
o	0.000100488	0.00763462	0.00281128	0.856298	0.0401019	0.0177664	0.00221232	0.00478024	0.0682951
m	0.000417807	0.00456627	0.0467766	0.0501276	0.77638	0.0219192	0.088876	0.00260847	0.00832853
b	8.48512e-05	0.00116978	0.0127683	0.592001	0.0424972	0.321415	0.00672968	0.00897017	0.0143638
ì	0.000579327	0.00286058	0.0751935	0.325292	0.0233624	0.367764	0.0320904	0.0195199	0.153338
k	4.60312e-05	0.00250073	0.00457395	0.0962741	0.486335	0.395325	0.00230411	0.00499056	0.00765048
e	1.02146e-05	0.000319578	0.000249545	0.150873	0.140063	0.706453	0.000706292	0.00095205	0.000373642
a	0.000147199	0.000308119	0.0028579	0.000252638	0.0371181	0.00375727	0.835826	0.0145508	0.105182
p	0.000201286	0.00166464	0.000314681	0.000582774	0.0278921	0.00751205	0.619	0.309808	0.0330246
ò	0.000260283	0.00217261	0.000786701	0.000818049	0.00324232	0.00540627	0.609597	0.269868	0.107848
t	0.000150391	0.00213428	0.000711572	0.00179358	0.00499987	0.0216195	0.0685637	0.795519	0.104508
t	0.000607497	0.00559048	0.000346206	0.00777672	0.00642247	0.0811368	0.109976	0.777087	0.011056
u	0.000269062	0.00071247	0.000187683	0.000509248	0.0023312	0.0205179	0.0667162	0.0460567	0.8627
</S>	4.18572e-05	0.000143835	0.000159216	7.63376e-05	0.000297959	1.56857e-05	0.0187219	0.0100637	0.97048
