 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.995472	0.00280681	0.000841568	1.5267e-05	6.85303e-05	1.19321e-05	0.0001628	0.000620697
p	0.384248	0.583126	0.0263132	0.00151945	0.00474656	8.52288e-06	2.279e-05	1.48108e-05
e	0.083123	0.896291	0.00820426	0.0033807	0.00436441	4.92303e-05	0.00204528	0.00254203
t	0.886375	0.0268898	0.0740505	0.00694955	0.00568401	3.20614e-05	1.34304e-05	5.61869e-06
à	0.26534	0.0256734	0.144898	0.195261	0.096509	0.0920893	0.0791301	0.101099
c	0.154754	0.626714	0.0362986	0.00830992	0.00211411	0.00164713	0.0216389	0.148523
i	0.376774	0.0534146	0.480026	0.0355168	0.0532701	1.66393e-05	0.000255996	0.000725736
a	0.0489544	0.000123461	0.831004	0.101889	0.0178534	0.000105422	3.82558e-05	3.23922e-05
k	0.00347852	0.00233968	0.628099	0.242276	0.120256	0.000300386	0.000734671	0.0025159
è	0.0225643	0.00232171	0.219707	0.508947	0.075455	0.0557824	0.0708166	0.0444062
c	0.00373073	0.242278	0.0610078	0.168042	0.0213958	0.00405519	0.0673127	0.432178
c	0.0098726	0.0273176	0.0801966	0.539669	0.333639	0.00076556	0.00475948	0.0037801
i	0.00186963	0.00595667	0.000866318	0.00291777	0.00070355	0.00179545	0.596518	0.389372
a	0.0101708	0.000187848	0.162143	0.623388	0.136579	0.0209814	0.028179	0.018371
a	0.000306011	0.000298693	0.00465168	0.841304	0.148399	0.00119762	0.000864436	0.00297875
n	0.00128119	0.00164798	0.00374386	0.604179	0.346601	0.0237102	0.0121916	0.00664509
d	0.00312446	0.000983767	0.00186005	0.295465	0.0204154	0.319257	0.257489	0.101405
ì	0.00074915	0.000145326	0.00266498	0.011961	0.00282869	0.14225	0.410209	0.429191
n	0.00239458	0.0269589	0.00172054	0.281939	0.385304	0.0140623	0.149853	0.137768
n	0.00443741	0.0110991	0.00350953	0.398567	0.51324	0.0213357	0.0341583	0.0136529
u	3.96562e-05	0.000913661	1.96973e-05	0.00331199	0.000187907	0.000545041	0.59801	0.396972
n	0.000651736	0.000117261	0.00106407	0.0901343	0.165424	0.0669967	0.449273	0.226339
e	0.000157778	7.94417e-05	0.000100132	0.00700858	0.0137048	0.438721	0.283637	0.256591
i	0.000312168	4.61184e-05	0.000490272	0.019279	0.0769405	0.482111	0.251836	0.168985
g	0.000344621	0.000535642	0.000408067	0.00328482	0.0135617	0.12981	0.709363	0.142693
e	0.000822882	0.000315536	0.000340061	0.00679041	0.0102905	0.229769	0.643547	0.108125
n	0.00034554	7.11514e-05	0.000434063	0.00408152	0.0249963	0.233553	0.46397	0.272549
i	0.000410812	0.000296346	0.00021963	0.00188489	0.0031298	0.173886	0.671339	0.148833
t	0.000414974	4.85772e-05	0.000436393	0.00264521	0.0169022	0.184852	0.483608	0.311092
ò	0.000114638	3.67995e-05	3.8268e-05	0.000312556	0.000522543	0.0686056	0.753855	0.176515
r	0.000213557	0.0260376	9.4767e-05	0.000801351	0.00361156	0.00329334	0.523345	0.442603
i	0.00136641	0.00545996	0.000980892	0.00675452	0.0408294	0.0249013	0.839481	0.0802269
</S>	0.000871765	0.000125019	0.000875601	0.00288035	0.0244068	0.0118314	0.433165	0.525845
