 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.859601	0.139466	0.000750854	8.59908e-06	2.82177e-06	1.9821e-06	5.24929e-06	0.000163698
a	0.987023	0.00724776	0.00562702	7.56878e-05	8.51881e-06	3.97923e-06	3.74536e-06	1.02545e-05
k	0.746086	0.252713	0.000900729	0.000276424	9.5044e-06	1.24835e-05	7.17105e-07	1.48944e-06
à	0.0817279	0.265713	0.560941	0.0322615	0.0387809	0.00196496	0.00367719	0.0149333
j	0.00933576	0.978112	0.00865108	0.00106746	0.00120512	7.89677e-05	0.000265474	0.00128406
o	0.0838367	0.908234	0.00766541	0.000213505	1.41793e-05	1.32971e-06	4.19906e-06	3.10979e-05
t	0.871668	0.0591322	0.0619023	0.00643922	0.000196853	0.000505881	2.53978e-05	0.000130395
r	0.0109984	0.0185369	0.667096	0.171454	0.0477381	0.0409587	0.0196367	0.0235809
a	0.143754	0.0179037	0.134419	0.169574	0.0262193	0.0634651	0.0207372	0.423927
v	0.0232879	0.0242847	0.711038	0.202727	0.00772187	0.013815	0.000656416	0.0164691
ù	0.00569479	0.00959643	0.909798	0.0493018	0.0104104	0.0036761	0.0010568	0.0104653
d	0.00121983	0.0257249	0.948246	0.00666393	0.00591753	9.09965e-05	0.000818859	0.0113177
i	0.0146676	0.107514	0.838048	0.035818	0.00202299	0.000153198	0.000676803	0.0011002
a	0.0276793	0.00297449	0.0490512	0.910115	0.00412159	0.0041567	0.000158298	0.00174385
i	0.000261207	0.00100794	0.0366722	0.950867	0.00848384	0.000925357	0.000195707	0.00158678
g	0.000782124	0.00128985	0.00776715	0.725144	0.251447	0.0108662	0.00047292	0.00223076
r	0.000743084	0.000682721	0.015291	0.6153	0.259104	0.0644888	0.0124904	0.0319003
à	0.0045442	0.000306121	0.0309163	0.0757026	0.103542	0.0643843	0.0762722	0.644332
f	0.0015768	0.0295262	0.0294218	0.197035	0.652864	0.00819735	0.0479385	0.0334399
u	0.00134669	0.0143793	0.10674	0.336759	0.503144	0.00319641	0.0316113	0.00282285
t	0.00335948	0.000199903	0.000428622	0.104009	0.297323	0.442059	0.00944414	0.143176
t	0.000135221	0.000169356	0.00169293	0.0519534	0.542332	0.21974	0.0836336	0.100344
e	0.000865311	5.56204e-05	0.000796632	0.104493	0.0580089	0.404754	0.0368616	0.394164
a	0.000317712	8.05409e-05	0.000104247	0.0318087	0.130612	0.588399	0.00656107	0.242117
t	0.000654271	0.000911949	0.0026467	0.00846951	0.0911407	0.77859	0.0732512	0.0443357
s	0.00057092	0.000437711	0.00131549	0.00527404	0.0185319	0.781179	0.0757286	0.116962
è	0.0012617	4.19264e-05	0.000662702	0.0279795	0.0396028	0.128351	0.104119	0.697982
n	0.000724628	0.00944468	0.00623176	0.0036652	0.0513628	0.121445	0.579363	0.227763
ì	0.00194906	0.00993022	0.0191753	0.00668094	0.0326928	0.182415	0.736788	0.0103692
t	0.000139571	0.00221055	0.00256693	0.000191999	0.034753	0.0310771	0.658813	0.270248
t	0.000332843	0.000869964	0.00146442	0.00141679	0.00320794	0.0952866	0.880698	0.0167233
a	1.74202e-05	9.67462e-05	0.00231451	0.000690934	0.0285352	0.0221017	0.64871	0.297534
</S>	0.000549563	0.000101361	8.51693e-05	0.000744367	0.000998034	0.2493	0.104443	0.643778
