 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.993284	0.00312837	0.00321783	1.57888e-05	1.76032e-05	2.63084e-06	0.000103903	0.000229665
m	0.158259	0.774643	0.0640253	0.00223825	0.000166162	0.000143172	0.000507061	1.82678e-05
a	0.00287872	0.786179	0.126017	0.0307659	0.0447151	0.00120958	0.00275745	0.00547727
r	0.0925561	0.898128	0.00509413	0.00283603	6.61533e-05	0.00111251	0.000194644	1.20901e-05
ì	0.0234728	0.627741	0.180475	0.0691948	0.0463064	0.0098342	0.00884069	0.0341348
o	0.00744665	0.917293	0.0656425	0.00368783	0.00167806	4.62061e-05	0.00228193	0.00192359
e	0.00549912	0.0168622	0.975318	0.00209373	2.26034e-05	8.77552e-05	3.26467e-05	8.40842e-05
t	0.000148949	0.00501342	0.964674	0.0285787	0.000854643	0.000445478	0.00018682	9.84108e-05
è	0.000226326	0.00556184	0.77806	0.147925	0.0378354	0.00828257	0.0100049	0.0121036
l	8.04122e-05	0.0411181	0.843891	0.0643672	0.028528	2.36019e-05	0.00482184	0.0171694
i	0.000310213	0.00517376	0.909831	0.0809175	0.00223778	0.000334109	0.000845329	0.00035069
f	0.000182236	0.00208933	0.0314826	0.952966	0.00500899	0.00518718	0.00207018	0.00101369
a	0.000223279	0.0047044	0.0609051	0.564976	0.288154	0.0227363	0.0275649	0.0307364
m	7.70808e-05	0.000841574	0.00998895	0.915709	0.0290766	0.0123736	0.00825803	0.0236751
è	0.000148456	0.0029025	0.0366216	0.548598	0.303961	0.0195035	0.0216687	0.0665958
n	8.0911e-05	0.0126767	0.0403957	0.432892	0.316627	0.000272173	0.0766727	0.120383
o	0.000242662	0.00412027	0.0290602	0.546401	0.363873	0.0186253	0.0264131	0.0112637
a	0.000715935	0.00167975	0.00384649	0.356595	0.21494	0.345439	0.0338524	0.0429315
p	3.01794e-05	0.000563859	0.000866452	0.0116736	0.936696	0.026627	0.00845103	0.015092
p	8.82721e-05	0.000860207	0.00111296	0.0167293	0.837256	0.0565259	0.0348926	0.0525349
è	0.000875081	0.000584545	0.000760809	0.0265645	0.0125047	0.0551953	0.0703859	0.833129
n	0.000254719	0.00470625	0.00310988	0.0125049	0.320095	0.0167709	0.524924	0.117634
a	0.000186732	0.00393415	0.00370736	0.0184533	0.811106	0.0919907	0.0587254	0.0118963
o	0.000114731	0.00028288	0.000118732	0.0026451	0.0136694	0.786063	0.0887548	0.108352
m	7.38648e-05	0.00133549	0.00112278	0.00256485	0.104686	0.339504	0.343106	0.207607
a	0.0002921	0.00262721	0.00217869	0.0074867	0.255616	0.337381	0.214067	0.180351
r	6.76141e-05	0.000524498	0.00013589	0.00108078	0.00517046	0.243437	0.290573	0.459011
è	7.52887e-05	0.00103106	0.000841003	0.00271235	0.0566004	0.107679	0.297886	0.533176
i	2.11995e-05	0.0010653	0.000693802	0.000633767	0.00925102	0.0053317	0.804351	0.178652
</S>	0.000426729	0.001585	0.00127823	0.00151529	0.00354374	0.312724	0.200808	0.478118
