 	non	aveva	dove	a	stare	</S>
e	0.870693	0.0821732	0.0206912	0.00140559	0.00337797	0.0216589
n	0.852824	0.129966	0.00177444	0.0151205	0.000131705	0.000184189
ì	0.0215951	0.681106	0.22367	0.0597959	0.00417644	0.00965566
c	0.000900021	0.997828	0.000960513	0.000117638	5.41947e-06	0.000187943
h	0.0253674	0.934653	0.0349647	0.00400986	0.000169407	0.000835409
e	0.000607486	0.957948	0.0371853	0.00205691	0.000327051	0.00187532
p	0.00831206	0.0127042	0.920918	0.0536719	0.00172181	0.00267248
u	0.00043196	0.0213739	0.605654	0.207535	0.112731	0.0522746
s	0.000506463	0.000928096	0.0485102	0.937081	0.0104339	0.00254055
t	0.00231873	0.00949642	0.129586	0.468935	0.341264	0.0484
a	0.000115381	0.000133566	0.0100694	0.0417397	0.86377	0.0841718
s	0.0029899	0.0043714	0.0139903	0.398081	0.458028	0.122538
ì	0.00520594	0.219172	0.103509	0.0881987	0.410702	0.173212
</S>	1.42224e-05	0.000864919	0.0054238	0.0112436	0.0208991	0.961554
