 	le	melanzane	vogliono	girate	</S>
i	0.505386	0.483577	0.000770262	0.00314798	0.00711826
m	0.0668514	0.929033	0.00401521	8.85967e-05	1.15678e-05
a	0.0596882	0.311676	0.400626	0.158898	0.0691114
r	0.384066	0.608519	0.00687957	0.000203891	0.00033164
a	0.146237	0.517201	0.142979	0.0717315	0.121851
n	0.265228	0.652341	0.051495	0.00664767	0.0242883
g	0.133313	0.643208	0.152545	0.0216703	0.0492631
i	0.203296	0.155676	0.0927602	0.111104	0.437164
à	0.0364736	0.239017	0.138452	0.177307	0.408751
n	5.68262e-05	0.119745	0.769948	0.061835	0.0484155
e	0.000125622	0.173945	0.0936573	0.675604	0.0566685
i	0.0253005	0.585278	0.356444	0.0138179	0.019159
t	0.000578581	0.0240154	0.947298	0.022256	0.00585185
è	0.00193372	0.0095766	0.714812	0.158857	0.114821
l	4.9929e-06	0.0260048	0.0566296	0.77855	0.13881
u	0.000326089	0.0568706	0.806418	0.130965	0.00542031
n	0.00153117	0.0294224	0.41761	0.348081	0.203356
e	0.00113518	0.00590088	0.230501	0.581571	0.180892
v	0.000980639	0.00468567	0.155231	0.468317	0.370785
o	0.000573956	0.00138799	0.029842	0.752076	0.21612
t	0.00126998	0.00360476	0.104588	0.353194	0.537343
i	0.000186747	0.000278537	0.00730809	0.698251	0.293976
m	0.00104386	0.00248421	0.0797414	0.290203	0.626527
m	0.000346694	0.000887365	0.0121458	0.852006	0.134614
è	0.00279624	0.00543381	0.0794303	0.537961	0.374378
n	0.00124461	0.062547	0.00179071	0.689673	0.244745
e	0.000845491	0.0095047	0.0512031	0.93019	0.00825643
</S>	0.000795785	0.00171582	0.0173483	0.119607	0.860533
