 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.991852	0.00747862	0.000409478	1.3616e-05	2.47427e-06	6.88993e-06	7.92299e-06	0.000108033	0.000120608
s	0.993575	0.001434	0.00444537	0.000240676	5.19664e-05	0.000193275	7.26893e-06	5.07866e-05	1.8422e-06
o	0.901944	0.0678991	0.0138291	0.00913904	0.000907897	0.00199648	0.000920229	0.000563962	0.00280037
t	0.867878	0.113303	0.0125437	0.00169822	0.00180166	0.00268481	7.55798e-05	8.2853e-06	6.02031e-06
r	0.163552	0.635649	0.040817	0.0880974	0.0185485	0.0194983	0.0113996	0.00359056	0.0188478
a	0.180234	0.311181	0.182195	0.0267394	0.111861	0.0403318	0.0142389	0.00515263	0.128066
ù	0.0307191	0.808772	0.0851124	0.0216738	0.0240995	0.019917	0.00656927	0.000108121	0.00302893
d	0.00151054	0.918402	0.0742514	0.00279677	3.69916e-05	0.000207439	3.59034e-05	0.00269356	6.49809e-05
i	0.00306965	0.614017	0.283122	0.0856976	0.00225885	0.00325435	0.000126844	0.00830914	0.000144339
è	0.00809766	0.0615875	0.826738	0.0310253	0.0559303	0.0159491	0.000329615	0.000129684	0.000212627
n	0.000242072	0.0222303	0.960574	0.0159997	0.000153159	0.00030963	8.72674e-06	0.00046488	1.77632e-05
g	0.000635143	0.0910979	0.472448	0.406293	0.0137245	0.0102048	0.000257278	0.00526001	7.97352e-05
r	0.000975916	0.359012	0.0277186	0.26694	0.0119805	0.0133928	0.00152126	0.284412	0.0340471
a	0.0441944	0.133339	0.0614744	0.260156	0.0790669	0.132754	0.0126278	0.213545	0.0628425
m	0.0010918	0.00997902	0.114464	0.443683	0.24519	0.149423	0.0336948	4.99399e-05	0.00242468
m	0.000695422	0.0135107	0.0379956	0.800744	0.0898317	0.0253954	0.0113965	0.00275376	0.0176768
è	0.000495326	0.00885654	0.0347375	0.235378	0.345469	0.0370975	0.0157504	0.0173936	0.304822
n	0.000914791	0.0283111	0.0524449	0.65195	0.0219062	0.0162933	0.000877344	0.204178	0.0231245
o	7.59796e-05	0.00139255	0.0154236	0.870136	0.0423794	0.0556155	0.00291745	0.0108521	0.0012072
p	0.000104493	0.000104173	0.00291237	0.114424	0.58739	0.294179	0.000564767	0.000142813	0.000178173
u	5.97345e-05	0.000513282	0.00102649	0.440769	0.408359	0.0935275	0.0345356	0.00471847	0.0164912
s	2.61349e-05	2.80121e-05	0.000344758	0.0279878	0.788289	0.175172	0.0037509	0.000214362	0.0041872
s	0.000123465	0.000825276	0.000457171	0.146639	0.60682	0.149351	0.0444697	0.00697048	0.0443436
è	0.000435864	0.000989325	0.00367473	0.0315047	0.27134	0.0927673	0.0414837	0.0255293	0.532275
n	0.000202404	0.0014041	0.00284529	0.0492543	0.111969	0.434694	0.00793742	0.384793	0.00690064
a	0.000215784	0.0011582	0.000925115	0.0591583	0.215239	0.694144	0.00982497	0.0187244	0.000609836
p	8.24336e-05	4.61907e-05	0.000214971	0.00215264	0.248878	0.682907	0.0502969	0.00202585	0.0133954
o	0.000191855	0.000956736	0.000410224	0.0139635	0.205378	0.449351	0.228269	0.017199	0.0842806
è	0.000105983	9.43009e-05	0.000221799	0.00106772	0.181291	0.511984	0.218477	0.00501175	0.0817466
t	0.000342076	0.00208182	0.00301149	0.00442021	0.0124711	0.512042	0.213086	0.249784	0.00276102
a	0.000820095	0.00332632	0.00144147	0.0108311	0.0381983	0.605923	0.206199	0.12926	0.00400078
d	0.00013899	0.000163131	0.000361453	0.000751264	0.0273878	0.158045	0.547074	0.05822	0.207859
i	0.000428847	0.00234368	0.000644584	0.00532174	0.0180135	0.0659271	0.752496	0.0309098	0.123915
k	0.000199261	0.00028803	0.000298444	0.000530845	0.0123708	0.0598989	0.567885	0.0315856	0.326943
ò	0.0010585	0.00448958	0.000574148	0.00523868	0.00968678	0.0211278	0.766555	0.0247905	0.166479
m	9.59341e-06	0.000304258	0.000117921	0.000238104	7.71972e-05	0.00245934	0.00747492	0.980348	0.00897031
m	0.000200768	0.00380216	0.000927023	0.00402158	0.00167362	0.0199518	0.241358	0.714637	0.0134274
a	6.33327e-06	0.00043209	2.92585e-05	0.000409866	0.000211516	0.00121897	0.00899336	0.719749	0.26895
</S>	0.000317692	0.000350915	0.000321854	0.00044076	0.00261418	0.0177003	0.0913541	0.0246712	0.862229
