 	è	facile	che	stanno	ancora	svegli	</S>
è	0.998744	0.00107697	9.83251e-05	1.79867e-05	6.58664e-06	3.81678e-06	5.24395e-05
f	0.51553	0.477314	0.0017519	0.000932116	6.23233e-05	4.17754e-05	0.00436795
à	0.0427837	0.95495	0.00184239	0.000239778	4.31504e-05	1.12752e-06	0.00013974
c	0.0633366	0.935647	0.00091961	7.94335e-05	4.31834e-06	4.9607e-07	1.27756e-05
i	0.174868	0.768654	0.0528858	0.00194402	0.00136326	0.00017546	0.000109618
l	0.0180555	0.00762422	0.952625	0.0128612	0.00602785	0.00280454	1.17272e-06
e	0.0125146	0.0359643	0.496335	0.157821	0.0394921	0.237034	0.0208389
k	0.000987447	0.000204473	0.933307	0.029595	0.00794012	0.0277678	0.000197976
a	0.00255525	0.00377095	0.334558	0.232861	0.0441934	0.348441	0.0336207
s	0.00054038	7.91979e-05	0.677472	0.153885	0.0369533	0.125652	0.00541807
t	0.00173827	0.00141294	0.178626	0.368397	0.0405561	0.375187	0.0340827
è	0.000519973	7.50831e-05	0.040893	0.0898091	0.0254259	0.625297	0.21798
o	0.00497859	0.0389152	0.0620392	0.734288	0.00896026	0.0663102	0.0845082
n	0.00213993	0.000798902	0.0134771	0.759199	0.219499	0.0047542	0.000131825
e	0.000482129	0.000725784	0.00577719	0.585255	0.0223298	0.215273	0.170158
a	0.000271911	2.07346e-05	0.00401313	0.35311	0.506934	0.110377	0.0252723
n	0.00183151	0.000710878	0.00226232	0.117767	0.564706	0.310343	0.00237851
k	0.00232838	0.00130007	0.00776668	0.268771	0.106693	0.425127	0.188014
ò	2.52405e-05	1.97008e-05	0.000356838	0.00361638	0.00162229	0.00143586	0.992924
r	0.00820072	0.0839847	0.00762507	0.166794	0.0292605	0.0692431	0.634892
a	0.00305364	0.00804207	0.00420032	0.179219	0.73879	0.034275	0.032419
a	0.000514103	3.63021e-05	0.00169178	0.0230263	0.770786	0.165653	0.038293
t	0.00242268	0.00112622	0.0024376	0.00697405	0.113508	0.810848	0.062683
s	0.000900668	0.000862596	0.00215793	0.00474498	0.00793025	0.562085	0.421319
ù	5.12053e-05	1.28786e-05	0.000256923	0.00159623	0.0168737	0.00410478	0.977104
n	0.00333636	0.00332608	0.00187397	0.00614454	0.0755882	0.761755	0.147976
n	0.00626931	0.0210501	0.00948099	0.0187304	0.123389	0.789931	0.031149
i	0.000178515	0.00289375	0.000506605	0.00548238	0.00133316	0.00682332	0.982782
t	0.000611316	2.89352e-05	0.000932381	0.00189222	0.143962	0.4159	0.436673
i	3.50556e-05	7.07989e-05	9.81327e-05	0.000204794	0.000735768	0.0506372	0.948218
</S>	0.000121307	7.84398e-06	0.000223116	0.000248478	0.0183934	0.12461	0.856396
