 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.99732	0.0018579	0.000186584	2.88928e-05	7.08948e-06	0.000142473	1.27381e-05	3.08425e-05	2.67849e-05	8.71412e-06	0.000377799
m	0.914272	0.0729152	0.00556853	0.000502179	0.000157477	0.00366868	0.000583121	0.00146086	0.000829314	1.2252e-05	3.01258e-05
à	0.734915	0.0921917	0.0973397	0.00450085	0.0269829	0.00530147	0.0292303	0.00061858	0.00207251	0.000398646	0.00644847
n	0.600047	0.285306	0.104612	0.000351712	0.00316813	0.0013752	0.00327921	0.000159881	0.000263631	8.84105e-05	0.00134857
a	0.296485	0.686695	0.0107023	0.00363371	0.000163763	0.00182574	0.000169702	0.000177077	5.62886e-05	7.22028e-06	8.3889e-05
m	0.0341426	0.369469	0.518731	0.0589735	0.0116751	0.00511786	0.000144578	0.00132578	0.000418084	2.52236e-07	2.54663e-06
u	0.0191242	0.0663604	0.628497	0.0638625	0.109104	0.0335714	0.0283676	0.00783268	0.0135895	0.00152497	0.0281655
c	0.00389295	0.0810043	0.665854	0.146135	0.0808503	0.0107344	0.000716909	0.00640968	0.00347909	5.31637e-05	0.000869864
e	0.00570185	0.026456	0.577789	0.19068	0.128123	0.0167203	0.0167095	0.00376728	0.00517511	0.000672248	0.0282057
o	0.000528439	0.00912856	0.292233	0.418441	0.241514	0.017301	0.00107328	0.0104145	0.00516704	0.000254691	0.00394419
c	0.00102037	0.00310056	0.125876	0.523909	0.310301	0.0186588	0.00742899	0.00274312	0.00261906	8.76957e-05	0.00425505
i	0.000964887	0.00224887	0.0622985	0.429177	0.473036	0.00940117	0.00948618	0.00230433	0.00253933	0.000178365	0.00836556
ù	0.000141175	0.000981244	0.0328712	0.387584	0.528801	0.0217735	0.00235021	0.0111275	0.00596515	0.000670712	0.00773437
r	0.00180287	0.0136732	0.0323605	0.388122	0.26163	0.219616	0.0684784	0.00762788	0.00417485	0.00122782	0.00128618
i	0.00267858	0.0053117	0.0620895	0.299116	0.129584	0.15295	0.31425	0.0181146	0.0113511	0.0021542	0.00239982
m	0.000181463	0.000842738	0.00871746	0.0913018	0.0904393	0.549818	0.0943463	0.126855	0.0329252	0.000911978	0.00366038
u	0.00442464	0.00516656	0.0167257	0.0840455	0.135754	0.0483959	0.511321	0.024837	0.0453195	0.00925335	0.114757
e	0.000205975	0.000772032	0.00254744	0.0851509	0.106577	0.465653	0.131131	0.126665	0.0380763	0.00616905	0.037053
p	0.000494537	0.00072041	0.00109316	0.00237676	0.00274363	0.0620655	0.865315	0.0282701	0.0196486	0.000783024	0.0164891
ì	0.00063057	0.000621901	0.00342274	0.0138247	0.0130872	0.0157686	0.754876	0.0230138	0.0367143	0.0125725	0.125468
t	0.000288858	0.000850658	0.00139385	0.00019783	0.000241667	0.0517443	0.846333	0.0201635	0.0098867	0.0425658	0.0263339
t	0.00101141	0.00156698	0.00312627	0.00356218	0.00104693	0.0363846	0.786599	0.058636	0.0932766	0.00621722	0.00857317
a	3.6282e-05	2.95128e-05	0.000372544	0.00119514	0.0021188	7.77061e-05	0.0228607	0.00133139	0.00856322	0.685849	0.277566
n	0.000350708	0.000558335	0.00101946	0.0102883	0.00685966	0.0894863	0.0733002	0.301938	0.335608	0.00800615	0.172585
e	0.000443033	0.000498746	0.00144308	0.000998136	0.000699382	0.0056434	0.619002	0.0786345	0.132303	0.0329105	0.127424
m	0.000143589	0.00035633	0.000437692	0.00120733	0.000832948	0.0172223	0.0273497	0.516989	0.334714	0.0350046	0.0657424
à	0.00159534	0.00174652	0.00498706	0.00158919	0.00115797	0.00255755	0.29496	0.0748861	0.223288	0.107677	0.285556
i	0.000552053	0.00147563	0.00177702	4.72683e-05	3.95095e-05	0.00408273	0.191695	0.107996	0.169863	0.404988	0.117484
s	0.00138623	0.00139007	0.00102297	0.00130169	0.000591024	0.0024591	0.0139387	0.167268	0.601538	0.104361	0.104743
i	0.000309024	0.000290978	0.00102338	0.000397842	0.000298105	0.000404269	0.0378724	0.0312769	0.176479	0.322989	0.428659
n	0.000128161	0.000204593	0.000290468	0.000177651	0.000126294	0.000665136	0.00185533	0.0874599	0.362378	0.324137	0.222577
G	0.000530599	0.000597405	0.00184811	0.000411445	0.00027911	0.000432414	0.01243	0.0177216	0.152402	0.403472	0.409875
r	0.00037391	0.000364713	0.00139213	0.00119451	0.000876676	0.000647333	0.0165562	0.0215527	0.0994073	0.0979444	0.75969
è	0.000278219	0.000368005	0.000924428	0.00159589	0.00117445	0.00164406	0.0083938	0.00543799	0.0125047	0.121147	0.846532
c	0.000937824	0.00198182	0.00301148	0.000180473	4.07622e-05	0.00228913	0.00803653	0.057858	0.193495	0.34596	0.386209
i	0.00373445	0.00550014	0.00875766	0.000395527	0.000256006	0.000813792	0.0184092	0.00395783	0.0534116	0.883857	0.020907
a	0.000205849	0.000387348	0.000385501	0.000556858	0.000348402	0.00101972	0.000536155	0.0539444	0.158493	0.102615	0.681507
</S>	0.000230323	0.000270017	0.000461525	0.000129179	7.59293e-05	0.000218684	0.000595701	0.00176802	0.0221662	0.164723	0.809361
