 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.997145	0.00223792	3.64522e-05	1.14427e-05	5.51469e-05	0.000513599
c	0.993143	0.00317308	0.000136028	0.000252849	3.13509e-05	0.0032637
h	0.942755	0.055122	0.000126664	7.73632e-05	1.91081e-06	0.00191731
e	0.77559	0.222775	0.000689303	0.000480772	6.11544e-06	0.000458664
p	0.037586	0.955825	0.00582435	0.000243519	6.735e-05	0.000453804
o	0.0307333	0.843364	0.0440558	0.0308859	0.00419111	0.0467697
l	0.0174505	0.798744	0.17466	0.00797433	0.000924841	0.000246281
e	0.0109659	0.814405	0.0857131	0.0319404	0.0113784	0.0455968
m	0.00236023	0.184891	0.744554	0.0556484	0.0035707	0.00897574
ì	0.0383149	0.660924	0.208573	0.0380019	0.0136093	0.0405768
s	0.0182953	0.510748	0.108307	0.0688989	0.00276588	0.290985
o	0.00701227	0.64628	0.21914	0.0575051	0.0422304	0.0278318
n	0.000164588	0.012229	0.480374	0.451515	0.0462199	0.00949766
t	0.00109863	0.012392	0.0535101	0.868272	0.0259784	0.0387491
a	5.77882e-05	0.0045806	0.0580267	0.14756	0.618531	0.171243
ò	0.00011558	0.00135339	0.0571036	0.756197	0.0609435	0.124287
l	0.038032	0.0711691	0.0170824	0.439843	0.359129	0.0747445
i	0.0068057	0.0461602	0.0282765	0.496923	0.319671	0.102164
t	9.06652e-05	0.000394996	0.00635075	0.0372608	0.764801	0.191102
i	0.00189528	0.00402179	0.00377665	0.0393607	0.144665	0.806281
n	8.14023e-05	0.000278214	0.00229399	0.0193348	0.465841	0.512171
a	0.00112849	0.00572634	0.0041205	0.0265435	0.260862	0.70162
d	5.87027e-05	0.000231671	0.00181834	0.00607754	0.311875	0.679939
d	0.000443878	0.00254172	0.00165786	0.0146036	0.384009	0.596744
o	0.000174563	0.000924988	0.00259708	0.0538841	0.514533	0.427886
m	0.000224474	0.00111849	0.00125941	0.00574894	0.134702	0.856947
à	0.00635502	0.0151145	0.00399224	0.00835761	0.590194	0.375987
d	0.0020892	0.00770094	0.000262363	0.000463264	0.00472423	0.98476
a	0.00588283	0.0268709	0.0056209	0.00411072	0.804576	0.152939
</S>	0.000107874	0.000369188	0.000725961	0.000271281	0.250531	0.747995
