 	le	melanzane	vogliono	girate	</S>
e	0.505386	0.483577	0.000770262	0.00314798	0.00711826
m	0.0739456	0.921576	0.0043737	9.24213e-05	1.2597e-05
a	0.0595804	0.306564	0.404822	0.159398	0.0696357
r	0.382255	0.610647	0.00659521	0.000193949	0.000308164
a	0.143125	0.508607	0.147446	0.076015	0.124807
n	0.2656	0.653136	0.0507581	0.00653206	0.0239735
g	0.132829	0.642016	0.15322	0.0219832	0.0499518
i	0.204885	0.156504	0.0932698	0.110892	0.43445
à	0.0367105	0.240456	0.139322	0.177254	0.406258
n	5.55242e-05	0.117302	0.77332	0.0613028	0.0480198
e	0.000124735	0.170309	0.0926482	0.68048	0.0564377
e	0.0252027	0.583059	0.358804	0.0138303	0.0191048
t	0.000675943	0.021944	0.949256	0.0213363	0.00678746
è	0.00189803	0.00991097	0.705404	0.162918	0.119869
l	4.69626e-06	0.025691	0.0559399	0.775276	0.143089
u	0.000328275	0.0586581	0.802551	0.133085	0.00537729
n	0.00155723	0.0309293	0.424275	0.340859	0.20238
v	0.00112438	0.00586773	0.232397	0.580308	0.180303
o	0.00132903	0.00575036	0.282543	0.0668019	0.643576
t	0.00117701	0.00360805	0.138173	0.263455	0.593586
i	8.34126e-05	0.000174679	0.0143845	0.573831	0.411526
m	0.00179807	0.00453677	0.136294	0.187844	0.669527
m	0.000551263	0.00174858	0.0372023	0.828985	0.131513
è	0.0020075	0.00438405	0.0675705	0.234405	0.691633
n	0.000620934	0.0275079	0.00139622	0.83228	0.138195
e	0.00087798	0.0119826	0.0926315	0.883244	0.0112644
</S>	0.00118014	0.00301009	0.0434122	0.189992	0.762405
