 	può	che	sono	ancora	svegli	</S>
a31	0.007706628	9.912224e-05	6.705692e-05	0.0014439838	0.19475265	0.79593056
a7	0.0060775983	0.12116333	0.051379725	0.2604743	0.51517135	0.04573365
a31	0.0002393094	0.002315572	0.600093	0.35026824	0.04041392	0.0066699986
a7	0.0007989492	0.024497617	0.57209605	0.36245602	0.036992047	0.003159226
a31	0.00010504794	0.014767334	0.57097465	0.38917744	0.019253163	0.0057224035
a37	0.0013565222	0.022362383	0.5677676	0.3852594	0.021990651	0.0012633824
a31	0.00048899965	0.030001907	0.48806396	0.43667156	0.04261578	0.0021578558
a39	0.0028856276	0.04656101	0.38271984	0.4356723	0.10716556	0.0249956
a31	0.011074324	0.07854628	0.26634073	0.29117543	0.22574444	0.12711878
a20	0.035088167	0.10752236	0.20489019	0.20539258	0.21483287	0.23227377
a31	0.045874503	0.09772301	0.09825098	0.13626443	0.3186582	0.30322888
a46	0.12806371	0.19545642	0.10830941	0.101052955	0.27127224	0.19584528
a8	0.15240902	0.20804007	0.122149855	0.14686806	0.21150696	0.15902594
a46	0.27698594	0.2580897	0.14000146	0.11676695	0.11586202	0.09229401
a8	0.3331296	0.24836539	0.12756184	0.10332204	0.101238996	0.08638215
a31	0.30141175	0.24343419	0.13404256	0.11269016	0.10934561	0.099075735
a20	0.30093038	0.21352962	0.11160354	0.0973635	0.10252633	0.17404659
</S>	0.34704244	0.23617719	0.12160768	0.09957641	0.097982526	0.097613744
