 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a17	0.0062224534	0.00069743785	9.290595e-06	0.00026934463	0.05253128	0.060181364	0.853279	0.02680994
a20	0.0034475653	0.003819606	0.049164243	0.2610288	0.3818131	0.25039008	0.03411723	0.016219312
a28	0.009090805	0.008193837	0.15305495	0.34955233	0.133006	0.07109413	0.07169698	0.20431095
a7	0.0006344569	0.00331959	0.1791485	0.13081634	0.1653787	0.11822645	0.03369926	0.3687767
a20	0.0013515914	0.004271729	0.24027148	0.19533858	0.21820208	0.31970075	0.009327093	0.011536671
a31	0.0019280644	0.005513784	0.18542548	0.17905879	0.20338647	0.3969465	0.023391794	0.004349127
a11	0.0009384354	0.004957392	0.07502802	0.10704797	0.20710844	0.5335265	0.06941936	0.0019739387
a31	0.0052047265	0.021372473	0.11073484	0.12805519	0.14796439	0.30625883	0.13841262	0.1419969
a11	0.0020482913	0.008902754	0.10707749	0.13980888	0.22583893	0.38300312	0.12915666	0.0041638436
a41	0.006751435	0.027221572	0.104286484	0.13460429	0.1561741	0.25216317	0.15863892	0.16015998
a8	0.0130333025	0.042261343	0.11339248	0.12163915	0.13363831	0.22214429	0.16367151	0.19021966
a30	0.0009959481	0.004669894	0.14490698	0.16316867	0.19153753	0.3494212	0.050681293	0.0946185
a31	0.039768346	0.06882989	0.067673266	0.071999766	0.083244145	0.20491977	0.25681284	0.20675203
a13	0.023495829	0.0935117	0.07349231	0.120686054	0.16177107	0.29252535	0.20822194	0.026295766
a31	0.02866554	0.056738775	0.06688573	0.07443236	0.088065825	0.20961009	0.24911906	0.22648266
a41	0.045129318	0.1480075	0.040121853	0.07219599	0.13980044	0.21923168	0.2977348	0.03777837
a20	0.031979784	0.0669708	0.08981996	0.09669453	0.10610948	0.16056822	0.20462346	0.24323379
a31	0.0717058	0.109333284	0.07064866	0.081122935	0.09301393	0.16256903	0.26808214	0.14352414
a20	0.09710252	0.25082305	0.033761315	0.06506386	0.12350671	0.16853088	0.22662136	0.0345903
a31	0.1816218	0.1928945	0.07582048	0.08614247	0.10631253	0.11151194	0.13205948	0.11363673
a13	0.1319627	0.22546732	0.02489215	0.046091914	0.12618102	0.16533592	0.26205102	0.018017933
a24	0.09639694	0.12866335	0.102809906	0.10714422	0.1165609	0.12721702	0.13823032	0.1829774
a18	0.23839502	0.22645345	0.075407095	0.07364652	0.074756086	0.08379218	0.1014398	0.12610981
a31	0.14489602	0.13722458	0.0608863	0.061205804	0.06384579	0.09547241	0.19277498	0.24369413
a8	0.1808453	0.22719844	0.039354406	0.04810981	0.054236364	0.086672924	0.1712186	0.1923642
a31	0.23836203	0.23185301	0.07325153	0.071590826	0.07264045	0.08420784	0.101138495	0.12695582
a8	0.20261513	0.2648675	0.050381627	0.05534268	0.062004983	0.09166225	0.13443124	0.13869458
a31	0.31153038	0.27976635	0.062188655	0.05681197	0.057824522	0.0703351	0.07843754	0.08310547
</S>	0.17281303	0.22404099	0.05942386	0.06776549	0.081082396	0.111779906	0.14880745	0.13428693
