 	non	ti	dimentichiamo	mai	</S>
a8	0.25813532	0.0063744984	0.012960187	0.012199632	0.71033037
a31	0.41889012	0.16645542	0.0021560967	0.054947842	0.35755056
a20	0.012853181	0.015080958	0.048657887	0.070358865	0.85304904
a31	0.027221557	0.3329114	0.10774818	0.102557376	0.42956147
a13	0.21189466	0.24933505	0.08765356	0.32745263	0.12366415
a31	0.057383284	0.10873764	0.019670501	0.3479631	0.4662455
a13	0.50452405	0.13601062	0.007945228	0.27833596	0.073184095
a1	0.038842626	0.094960056	0.01132516	0.36465704	0.49021512
a31	0.085217826	0.36438176	0.010840783	0.34696877	0.19259082
a41	0.10518381	0.30015215	0.13919051	0.24615642	0.20931709
a15	0.06859467	0.30532393	0.28001535	0.19901827	0.14704779
a13	0.2163247	0.35076484	0.28981477	0.087311275	0.055784434
a31	0.20218112	0.31490937	0.28090528	0.102166116	0.09983809
a11	0.068308756	0.16832606	0.5487865	0.11478074	0.099798016
a31	0.24666122	0.31388074	0.3225154	0.076890305	0.0400524
a46	0.07216604	0.11465317	0.5845302	0.15862037	0.07003022
a31	0.25536138	0.29885933	0.3066061	0.104073234	0.035099886
a46	0.06733501	0.11663352	0.4896678	0.24203494	0.08432873
a31	0.24848229	0.2827195	0.2896714	0.13935748	0.039769337
</S>	0.063202284	0.12684008	0.43583342	0.26220214	0.1119221
