 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.08267793	0.07561441	0.023867717	0.01905828	0.7706839	0.015824962	0.00171361	0.0105592245
a20	0.001989143	0.017571451	0.040729314	0.45880035	0.3844616	0.07608889	0.010679846	0.009679467
a8	0.015177572	0.0102648465	0.0198334	0.5207578	0.1794306	0.030007262	0.0041527436	0.22037575
a20	0.00037482523	0.0008127441	0.007231957	0.30934164	0.16911562	0.15448263	0.02178308	0.33685747
a31	0.00022264033	0.0016874197	0.011022569	0.53461766	0.20966178	0.19677785	0.025769973	0.020240126
a28	0.0015975867	0.007690292	0.048812386	0.3892474	0.34007856	0.18522014	0.02345911	0.003894579
a31	0.0016569783	0.012002024	0.029868634	0.14560927	0.13760814	0.49275425	0.15509017	0.02541056
a18	0.003869995	0.013071402	0.0812509	0.13320667	0.17997648	0.42418748	0.14905614	0.01538093
a31	0.012993616	0.03102812	0.048321728	0.07846862	0.09220608	0.34392673	0.26850924	0.12454585
a3	0.017965777	0.023945725	0.072852984	0.0663057	0.085544	0.22075209	0.41669926	0.095934376
a31	0.04145769	0.041927423	0.066579565	0.0661651	0.08017285	0.20744903	0.2557065	0.24054183
a18	0.0680867	0.057248093	0.11062339	0.07606639	0.08941143	0.1407882	0.33174407	0.12603167
a31	0.042237207	0.053940255	0.081104524	0.09432564	0.100244746	0.18144329	0.21232341	0.23438089
a17	0.10649734	0.076887324	0.12304992	0.06282031	0.08238318	0.12751582	0.3035436	0.11730246
a20	0.08026136	0.07790898	0.08625169	0.091208085	0.092252426	0.14408834	0.18143737	0.24659179
a31	0.2047218	0.11913698	0.09450287	0.06968723	0.07067739	0.10462191	0.13963157	0.19702026
a20	0.23480968	0.11983004	0.20415488	0.028860483	0.062303998	0.10722296	0.143787	0.099031016
a31	0.32543683	0.20582554	0.14581415	0.060833447	0.062486663	0.065835	0.062339768	0.071428604
a20	0.23976998	0.1492362	0.2344526	0.02996892	0.056317154	0.08280683	0.12429285	0.08315536
a46	0.34070593	0.21824276	0.1541919	0.060808774	0.06383921	0.05655151	0.04889189	0.05676797
a31	0.34930632	0.208963	0.13146494	0.054867167	0.0541305	0.064140834	0.06504015	0.07208715
a46	0.28340638	0.16619565	0.21905796	0.028187951	0.048290104	0.08251246	0.093092434	0.07925707
a8	0.3556299	0.23431128	0.14661705	0.044095032	0.04323358	0.057031002	0.059123736	0.05995843
a39	0.32187438	0.22536466	0.14940652	0.049257107	0.048213907	0.065633535	0.06912768	0.0711222
a31	0.3076594	0.20478943	0.12745239	0.035855375	0.03554284	0.06800262	0.09715839	0.12353959
</S>	0.2709896	0.18840596	0.122754626	0.03135114	0.031939562	0.08512393	0.13105077	0.13838446
