 	sto	ancora	cucinando	</S>
a20	0.027298557	0.0093655735	0.005888466	0.95744735
a31	0.18531813	0.028725814	0.03688279	0.74907327
a37	0.5766274	0.028101185	0.0013748774	0.39389652
a20	0.0247888	0.025728432	0.021637762	0.92784506
a31	0.022982145	0.0814707	0.18459693	0.7109502
a30	0.00634544	0.05616623	0.18106352	0.7564248
a46	0.35107416	0.42977685	0.19405805	0.025090894
a31	0.24223392	0.33092278	0.23234572	0.19449754
a39	0.1500875	0.33462122	0.23697487	0.2783165
a15	0.08507317	0.2733304	0.41019702	0.23139934
a20	0.36376494	0.3900753	0.18955933	0.05660046
a22	0.46460328	0.338799	0.14650486	0.050092906
a31	0.4752935	0.3346379	0.14044398	0.049624633
a46	0.23829074	0.36666527	0.3079051	0.087138824
</S>	0.43320277	0.34823564	0.1702034	0.04835822
