 	il	morto	vuole	pianto	</S>
a46	0.05251895	0.90340805	0.009923803	0.0012454314	0.032903872
a23	0.35681695	0.2083213	0.20383157	0.046824288	0.18420584
a20	0.5270486	0.14253722	0.025102835	0.013395649	0.29191566
a31	0.5614523	0.061709747	0.07116845	0.031474955	0.27419454
a21	0.48162156	0.18312433	0.24208747	0.05912817	0.034038555
a11	0.7710766	0.009348945	0.11952278	0.012650726	0.08740105
a10	0.5226514	0.029864343	0.29697078	0.06623559	0.08427792
a27	0.36559826	0.073121734	0.37504706	0.13613729	0.05009563
a17	0.30869934	0.13822962	0.3458858	0.1530982	0.054087013
a31	0.27131534	0.17915584	0.3226537	0.18227415	0.044601027
a37	0.40385494	0.123759165	0.22053874	0.18393904	0.06790814
a31	0.26553288	0.16607055	0.25541356	0.23198166	0.08100134
a37	0.4253946	0.09673048	0.19095422	0.1776518	0.10926892
a17	0.21551476	0.17542794	0.19258246	0.27042177	0.1460531
a31	0.28304204	0.18708259	0.20787498	0.2256156	0.096384734
a10	0.3410066	0.15453091	0.16460778	0.2307243	0.10913039
a7	0.24603735	0.22170462	0.15911019	0.24363145	0.12951638
a31	0.32388666	0.21943375	0.16399507	0.20012736	0.092557155
a33	0.29607674	0.2779909	0.11095215	0.20745875	0.10752149
a29	0.26756278	0.2755075	0.17142677	0.22743171	0.058071267
a41	0.39506933	0.25438794	0.13127428	0.16504253	0.054225992
a31	0.41074455	0.25583026	0.12694746	0.15530628	0.05117142
a39	0.23057021	0.3260753	0.12898341	0.24215502	0.07221609
</S>	0.3688454	0.26743814	0.13715899	0.17737779	0.049179807
